,result,fighter,opponent,date,weight class,method,norm_td_acc_dif,norm_td_def_dif,norm_sub_avg_dif,str_dif,slpm_dif,str. def_dif,str. acc._dif,sapm_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif
87,win,Miranda Granger,Hannah Goldy,2019-08-03,Women's Flyweight,U-DEC:,-0.6371613002412998,-0.724924042619279,-0.2839367668235265,0.22045687151448962,-1.8806083416543458,0.5105655526156058,0.10081812199673978,-1.4612049662740167,-0.35253776433502426,1.9765610622112273,0.3807192252998732,-0.5740037583545848
88,win,Cristiane Justino,Holly Holm,2017-12-30,Women's Featherweight,U-DEC:,1.0039024767082303,0.5449445615222546,0.2863622354110346,2.7769778008888153,2.5557307220937084,0.6786349128056034,1.0735195394366865,-0.37469210958893207,-0.6881393265757445,0.9880564779800974,1.5088221810957616,-0.5740037583545848
89,win,Khabib Nurmagomedov,Edson Barboza,2017-12-30,Lightweight,U-DEC:,0.1309962123733737,0.31102139760144587,0.6665615702340754,2.401018840686709,0.09460378772423297,0.5946002327106055,0.34399347635672656,-1.4427894941268116,-0.35253776433502426,0.5531144609184003,3.3889937740889082,-0.5740037583545848
90,lose,Marc Diakiese,Dan Hooker,2017-12-30,Lightweight,SUB:Guillotine Choke,0.37540996638713353,-0.4575832838526403,-0.18888693311776628,0.2580527675347003,-1.4325570279614412,0.17442683223561145,-0.6287079410832194,-1.5225898734313656,-0.06018288813761225,-0.03998828962027768,-0.747383730496015,1.1903824481164595
91,lose,Cynthia Calvillo,Carla Esparza,2017-12-30,Women's Strawweight,U-DEC:,0.3055774652403451,0.9459556996722129,0.5715117365283151,-0.3810774648088811,1.2431296904299882,0.8467042729956009,-0.061298780909917645,0.8345905614108512,-0.35253776433502426,0.15771262722594828,-0.747383730496015,0.6022537126261116
92,lose,Carlos Condit,Neil Magny,2017-12-30,Welterweight,U-DEC:,0.2008287135201623,-0.6246712580817892,0.6665615702340753,0.18286097549427893,0.05042971454324277,0.006357472045613839,-0.5476494896298908,0.312818850573381,-0.35253776433502426,-0.4353901233127295,-0.37134941189738563,1.778511183606808
93,win,Myles Jury,Ricky Glenn,2017-12-30,Featherweight,U-DEC:,1.4578137341623556,-0.5912536632359597,-0.09383709941200614,1.0099706879389136,-0.6815977838846016,1.1828429933755962,-0.061298780909917645,-1.0622030697512452,-0.6881393265757445,0.5926546442876456,0.7567535438985026,-0.5740037583545848
94,win,Matheus Nicolau,Louis Smolka,2017-12-30,Flyweight,U-DEC:,0.23574496409355658,2.0487363295845977,-0.7591859353523274,1.4235255441612311,-0.6437342925866093,1.1828429933755962,0.42505192781005596,-0.6263702289340649,-0.35253776433502426,0.9880564779800974,1.132787862497132,-2.3383899648256294
95,lose,Mark De La Rosa,Tim Elliott,2017-12-30,Bantamweight,SUB:Anaconda Choke,-1.0910725576954252,-0.6915064477734489,-0.7591859353523274,-0.3810774648088811,-0.27772054337268753,-0.6659199687143765,-0.7097663925365487,1.3133928372381762,-0.6881393265757445,-0.7912517736359365,-0.37134941189738563,0.6022537126261116
96,lose,Carlos Condit,Martin Kampmann,2009-04-01,Welterweight,S-DEC:,0.16591246294676817,-1.3264407498442161,-0.9492856027638477,0.33324455957512167,0.2839212442141928,-0.5818852886193768,-0.22341568381657506,-0.37469210958893207,-0.35253776433502426,-1.7006759911285758,-0.747383730496015,0.6022537126261116
97,win,Ryan Bader,Carmelo Marrero,2009-04-01,Light Heavyweight,U-DEC:,0.27066121466695087,1.4806372172054905,-0.4740364342350468,0.5588199356963857,1.2557508541959854,1.4349470336605916,0.7492857336233708,-0.39924607245187194,-0.35253776433502426,1.4823087700956625,0.7567535438985026,-1.7502612293352813
98,win,Tyson Griffin,Rafael Dos Anjos,2009-04-01,Lightweight,U-DEC:,0.4103262169605278,0.010263043988977464,0.38141206911679476,1.6115050242622846,0.08829320584123444,0.3424961924256091,-0.38553258672323343,-0.5711238124924503,-0.6881393265757445,1.4823087700956625,0.3807192252998732,-1.162132493844933
99,win,Cole Miller,Junie Browning,2009-04-01,Lightweight,SUB:Guillotine Choke,-1.056156307122031,1.2801316481305112,-1.6146344387041687,0.07007328743364694,-0.47334858174564554,-0.5818852886193777,-1.1961171012565215,1.3011158558067062,-0.35253776433502426,0.5926546442876456,0.7567535438985026,-0.5740037583545848
100,lose,Jeremy Stephens,Gleison Tibau,2009-04-01,Lightweight,U-DEC:,-0.5324125485211172,-0.8920120168484282,-0.3789866005292867,0.5964158317165964,0.7761466310880878,-0.41381592842938014,0.7492857336233713,0.33123432272058595,-0.6881393265757445,-0.3760798482588618,-0.747383730496015,1.1903824481164595
101,win,Ricardo Almeida,Matt Horwich,2009-04-01,Middleweight,U-DEC:,1.0039024767082303,0.11051582852646688,-1.4245347712926486,0.5964158317165964,0.5805185927151295,1.9391551142305845,-1.0340001983498641,-0.5895392846396551,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-1.162132493844933
102,lose,Jesse Sanders,Brock Larson,2009-04-01,Welterweight,SUB:Rear Naked Choke,-1.195821309415608,0.24418620790978635,-1.8997839398214493,-0.4938651528695131,-0.8709152403745609,-1.6743361298543613,-3.7089290963097166,3.038308728359694,-0.6881393265757445,-1.3250442491207466,-0.747383730496015,0.6022537126261116
103,win,Tim Credeur,Nick Catone,2009-04-01,Middleweight,SUB:Guillotine Choke,1.946641242189875,-1.092517585923407,2.662608078055039,-0.3810774648088811,0.9402217600460528,-0.49785060852437896,-1.115058649803193,0.4969735720454293,-0.6881393265757445,0.9880564779800974,1.132787862497132,-0.5740037583545848
104,lose,Nissen Osterneck,Jorge Rivera,2009-04-01,Middleweight,S-DEC:,-1.335486311709185,-0.6915064477734492,1.1418107387628762,0.22045687151448962,-5.494052074678475e-05,-1.0860933691893702,0.8303441850766997,0.15935658268000746,-0.35253776433502426,-0.9889526904821624,-0.37134941189738563,0.6022537126261116
105,win,Rob Kimmons,Joe Vedepo,2009-04-01,Middleweight,SUB:Guillotine Choke,0.8991537249880475,0.8457029151347233,2.2824087432319984,0.10766918345385762,0.27761066233119425,0.006357472045613839,0.5061103792633844,-0.5649853217767152,-0.35253776433502426,1.3241480366186817,0.3807192252998732,-1.162132493844933
106,lose,Tim McKenzie,Aaron Simpson,2009-04-01,Middleweight,KO/TKO:Punches,-1.195821309415608,-1.827704672531663,1.522010073585917,-0.5690569449099344,-1.4010041185464477,-1.0020586890943712,0.1818765734500692,0.26371092484750164,-0.35253776433502426,-1.9774572747132926,-0.37134941189738563,0.6022537126261116
107,win,Frankie Edgar,BJ Penn,2010-08-28,Lightweight,U-DEC:,-0.8466588036816656,-0.29049530962349096,-0.18888693311776628,2.175443464565445,0.6562455753111135,0.8467042729956009,-0.6287079410832194,-0.23964531384276355,-0.35253776433502426,0.4740340941799099,1.884856499694391,-1.162132493844933
108,lose,James Toney,Randy Couture,2010-08-28,Heavyweight,SUB:Arm Triangle,-1.6148163162963391,-1.9279574570691527,-0.4740364342350468,-0.30588567276845974,-1.7922601952923645,-2.682752290994345,-4.600572062296333,0.539943007055574,-0.35253776433502426,-1.3843545241746142,-1.1234180490946444,0.6022537126261116
109,lose,Mario Miranda,Demian Maia,2010-08-28,Middleweight,U-DEC:,1.24831623072199,-0.2236601199318312,-0.9492856027638477,-0.6066528409301452,0.10722495149023042,-2.262578890519352,0.9114026365300292,0.23915696198456188,-0.6881393265757445,-0.8901022320590494,-0.37134941189738563,0.6022537126261116
110,win,Gray Maynard,Kenny Florian,2010-08-28,Lightweight,U-DEC:,0.4801587181073162,0.7120325357514042,-0.5690862679408071,0.032477391413436266,-0.30296287090468216,0.25846151233061027,-0.6287079410832198,0.4846965906139594,-0.6881393265757445,0.5333443692337777,3.0129594554902788,-0.5740037583545848
111,win,Nate Diaz,Marcus Davis,2010-08-28,Welterweight,SUB:Guillotine Choke,-0.6371613002412998,-0.19024252508600153,-0.09383709941200598,1.5739091282420739,1.173713289717003,-1.0860933691893697,0.5061103792633844,0.6013279142129232,-1.3246594926737276,0.17748271891057088,0.7567535438985026,-0.5740037583545848
112,lose,Gabe Ruediger,Joe Lauzon,2010-08-28,Lightweight,SUB:Armbar,-1.195821309415608,-0.8585944220025983,-1.8997839398214493,-0.6818446329705665,-0.7131506932995946,-1.0860933691893702,-0.6287079410832198,-0.14142946239100418,-0.35253776433502426,-1.4832049825977274,-0.37134941189738563,1.1903824481164595
113,win,Nik Lentz,Andre Winner,2010-08-28,Lightweight,U-DEC:,1.108651228428413,-1.0256823962317474,1.1418107387628762,0.10766918345385762,0.5868291745981282,-0.07767720804938497,1.1545779908900151,-0.8105249504061129,-0.35253776433502426,0.9880564779800974,1.132787862497132,-0.5740037583545848
114,lose,John Salter,Dan Miller,2010-08-28,Middleweight,SUB:Guillotine Choke,-0.2879987945073574,0.6451973460597444,-1.234435103881128,-0.08031029664719574,-0.2146147245427008,1.6030163938505901,-0.304474135269904,-0.8473558947005225,1.9897065661154227,-0.47493030668197467,-0.37134941189738563,0.6022537126261116
115,win,Greg Soto,Nick Osipczak,2010-08-28,Welterweight,U-DEC:,-0.6371613002412998,-0.892012016848428,0.0012127342937540688,1.5363132322218633,0.2460577529162008,0.17442683223561145,1.0735195394366865,-0.7123090989543539,-0.35253776433502426,-0.00044810625103244216,0.3807192252998732,-1.162132493844933
116,win,Mike Pierce,Amilcar Alves,2010-08-28,Welterweight,SUB:Armbar,1.4578137341623554,0.6117797512139143,0.19131240170527444,1.0099706879389136,1.344099000557967,2.695467235085573,-0.30447413526990447,0.208464508405887,-0.6881393265757445,1.4823087700956625,0.7567535438985026,-0.5740037583545848
117,win,Frank Mir,Antonio Silva,2015-02-22,Heavyweight,KO/TKO:Punch,0.3754099663871337,-0.39074809416098055,1.1418107387628762,0.33324455957512167,-0.44179567233065237,-1.0020586890943708,0.18187657345006872,0.46014262775101966,1.9897065661154227,0.5728845526030228,0.3807192252998732,-1.7502612293352813
118,lose,Edson Barboza,Michael Johnson,2015-02-22,Lightweight,U-DEC:,0.02624746065319103,-0.12340733539434198,0.0012127342937540688,-0.2682897767482491,-0.14519832382971581,0.006357472045613839,0.5061103792633844,0.1163871476698627,-0.6881393265757445,0.15771262722594828,-1.4994523676932738,0.6022537126261116
119,win,Sam Alvey,Cezar Ferreira,2015-02-22,Middleweight,KO/TKO:Punches,-1.3704025622825793,-0.05657214570268227,-0.3789866005292867,-0.3434815687886704,0.8771159412160662,-0.07767720804938497,0.1818765734500692,0.7302362192433569,-1.3246594926737276,-0.00044810625103244216,0.7567535438985026,-0.5740037583545848
120,lose,Rustam Khabilov,Adriano Martins,2015-02-22,Lightweight,S-DEC:,-1.3704025622825795,-0.6580888529276195,-0.28393676682352653,0.22045687151448962,0.11984611525622775,0.006357472045613839,-0.304474135269904,0.012032805502369048,-0.6881393265757445,-0.2969994815203715,-0.747383730496015,1.1903824481164595
121,lose,Iuri Alcantara,Frankie Saenz,2015-02-22,Bantamweight,U-DEC:,1.0737349778550187,-0.0231545508568524,0.6665615702340754,-0.4938651528695131,-0.7636353483635837,-0.24574656823938257,-0.14235723236324613,-0.43607701674628147,1.9897065661154227,-0.6528611318435781,-0.747383730496015,0.6022537126261116
122,lose,Sean Strickland,Santiago Ponzinibbio,2015-02-22,Welterweight,U-DEC:,1.0388187272816245,0.8457029151347233,0.28636223541103456,-0.23069388072803845,0.3470270630441794,0.4265308725206079,-0.061298780909917194,-0.4667694703249561,-0.35253776433502426,-0.00044810625103244216,-0.747383730496015,0.6022537126261116
123,lose,Jessica Andrade,Marion Reneau,2015-02-22,Women's Bantamweight,SUB:Triangle Choke,-0.28799879450735716,0.5449445615222549,-0.28393676682352653,-0.0051185046067744044,1.8741878787298538,-0.497850608524378,0.7492857336233713,1.0064683014514293,-0.35253776433502426,-0.7912517736359365,-0.747383730496015,0.6022537126261116
124,lose,William Macario,Matt Dwyer,2015-02-22,Welterweight,KO/TKO:Punch,1.2133999801485957,0.6117797512139146,0.0012127342937540688,-0.19309798470782777,1.489242383866936,0.9307389530905997,1.6409286996099888,0.4417271556038147,-0.35253776433502426,-0.4947003983665974,-0.37134941189738563,1.1903824481164595
125,win,Mike de la Torre,Tiago dos Santos e Silva,2015-02-22,Featherweight,KO/TKO:Punch,0.16591246294676804,1.681142786280469,-0.2839367668235265,0.33324455957512167,-0.2966522890216834,-0.6659199687143756,0.343993476356727,0.3189573412891158,-0.35253776433502426,-0.00044810625103244216,0.3807192252998732,-0.5740037583545848
126,lose,Cody Gibson,Douglas Silva de Andrade,2015-02-22,Bantamweight,U-DEC:,-0.4276637968009343,-0.35733049931515065,0.19131240170527444,-0.3434815687886704,-0.7131506932995945,0.5105655526156067,-0.6287079410832198,-0.9148792925736069,-0.35253776433502426,-0.4947003983665974,-0.37134941189738563,1.1903824481164595
127,lose,Josh Shockley,Ivan Jorge,2015-02-22,Lightweight,U-DEC:,-0.5673287990945114,-0.4575832838526403,0.19131240170527447,-0.11790619266740641,-1.2621713171204776,0.09039215214061264,-1.2771755527098503,-0.7123090989543539,-0.35253776433502426,-1.3250442491207466,-0.37134941189738563,1.1903824481164595
128,lose,Matt Brown,Robbie Lawler,2014-07-26,Welterweight,U-DEC:,-0.6371613002412998,-0.0231545508568524,1.2368605724686363,0.07007328743364694,-0.031607849935739944,-0.4138159284293792,0.7492857336233713,-1.0622030697512452,-0.6881393265757445,-0.03998828962027746,-0.747383730496015,0.6022537126261116
129,win,Anthony Johnson,Rogerio Nogueira,2014-07-26,Light Heavyweight,KO/TKO:Punch,0.4452424675339219,0.511526966676425,-0.18888693311776633,0.295648663554911,0.5237233557681416,0.09039215214061264,0.9924610879833576,-0.3133072024315826,-0.6881393265757445,0.23679299396443873,0.7567535438985026,-0.5740037583545848
130,lose,Clay Guida,Dennis Bermudez,2014-07-26,Featherweight,SUB:Rear Naked Choke,-0.11341754164038612,-0.45758328385263997,-0.3789866005292868,-0.7194405289907773,-1.1927549164074922,0.25846151233061027,-0.9529417468965351,-0.2028143695483536,-0.35253776433502426,-0.6528611318435781,-2.6275553234891618,0.6022537126261116
131,lose,Josh Thomson,Bobby Green,2014-07-26,Lightweight,S-DEC:,0.02624746065319103,-0.5912536632359594,0.9517110713513559,-0.5314610488897238,-2.0699257981443053,0.17442683223561145,-0.38553258672323343,-0.9394332554365464,-0.35253776433502426,-0.9889526904821624,-1.4994523676932738,1.1903824481164595
132,win,Jorge Masvidal,Daron Cruickshank,2014-07-26,Lightweight,U-DEC:,0.6198237204008934,0.47810937183059515,0.09626256799951421,1.1979501680399671,0.7824572129710867,0.5946002327106055,0.8303441850766997,0.048863749796778724,-0.06018288813761225,0.3554135440721744,0.7567535438985026,-0.5740037583545848
133,lose,Kyle Kingsbury,Patrick Cummins,2014-07-26,Light Heavyweight,U-DEC:,-0.008668789920203259,0.8122853202888934,-0.09383709941200612,-1.9225092016375185,-0.8078094215445741,-0.3297812483343813,-0.7908248439898772,0.2821263969947064,-0.35253776433502426,-0.45516021499735226,-0.747383730496015,2.3666399190971563
134,lose,Hernani Perpetuo,Tim Means,2014-07-26,Welterweight,U-DEC:,-1.3704025622825793,-0.9588472065400879,0.28636223541103456,-0.9074200090918306,-1.432557027961441,-0.497850608524378,-1.520350907069837,0.45400413703528486,-0.35253776433502426,-0.9889526904821624,-0.37134941189738563,1.1903824481164595
135,win,Tiago dos Santos e Silva,Akbarh Arreola,2014-07-26,Lightweight,U-DEC:,-3.1162150909522923,0.010263043988977464,-0.09383709941200614,1.1979501680399671,0.8708053593330677,0.2584615123306093,-0.7908248439898776,0.1348026198170682,-0.6881393265757445,1.9765610622112273,0.3807192252998732,-0.5740037583545848
136,lose,Andreas Stahl,Gilbert Burns,2014-07-26,Welterweight,U-DEC:,1.108651228428413,1.1130436739013623,-0.569086267940807,-0.11790619266740641,-0.3913110172666631,0.2584615123306093,-0.8718832954432062,0.938944903578345,-0.35253776433502426,-1.9774572747132926,-0.37134941189738563,0.6022537126261116
137,win,Joanna Jedrzejczyk,Juliana Lima,2014-07-26,Women's Strawweight,U-DEC:,1.0737349778550187,0.3444389924472761,0.09626256799951424,1.0475665839591244,2.745048178583668,0.5946002327106046,0.34399347635672656,0.6995437656646823,-0.35253776433502426,1.9765610622112273,0.3807192252998732,-0.5740037583545848
138,win,Noad Lahat,Steven Siler,2014-07-26,Featherweight,U-DEC:,0.1659124629467681,-1.2930231549983862,0.7616114039398353,-0.3434815687886704,-0.2587887977236914,0.7626695929006021,0.42505192781005596,-0.9148792925736068,-0.35253776433502426,-0.11906865635876814,0.3807192252998732,-1.7502612293352813
139,win,Rafael Dos Anjos,Benson Henderson,2014-08-23,Lightweight,KO/TKO:Punch,-0.39274754622754005,-0.12340733539434198,-0.28393676682352653,0.295648663554911,0.4164434637571645,-0.16171188814438378,0.10081812199674024,0.8836984871367305,-1.3246594926737276,-0.2574592981511262,0.7567535438985026,-0.5740037583545848
140,lose,Mike Pyle,Jordan Mein,2014-08-23,Welterweight,KO/TKO:Punch,-0.8117425531082711,0.14393342337229656,1.2368605724686363,-0.30588567276845974,-0.3786898535006658,-0.7499546488093745,0.10081812199674024,0.17777205482721242,-0.35253776433502426,-0.217919114781881,-0.747383730496015,0.6022537126261116
141,win,Thales Leites,Francis Carmont,2014-08-23,Middleweight,KO/TKO:Punch,-0.3229150450807515,-1.4266935343817055,0.476461902822555,-0.0051185046067744044,-0.05053959558473607,-0.5818852886193768,-0.14235723236324613,0.8284520706951162,-0.35253776433502426,0.15771262722594828,1.5088221810957616,-1.7502612293352813
142,win,Max Holloway,Clay Collard,2014-08-23,Catch Weight,KO/TKO:Punches,0.48015871810731636,0.4446917769847653,-0.18888693311776628,2.025059880484602,1.912051370027846,0.7626695929006021,1.235636442343344,-0.06776757380218537,-0.35253776433502426,1.3241480366186817,1.132787862497132,-0.5740037583545848
143,lose,Valmir Lazaro,James Vick,2014-08-23,Lightweight,U-DEC:,0.23574496409355658,1.3135492429763411,-0.6641361016465671,0.521224039676175,0.4732387007041526,0.09039215214061264,-0.14235723236324657,0.47855809989822434,-0.35253776433502426,-1.9774572747132926,-0.747383730496015,0.6022537126261116
144,win,Chas Skelly,Tom Niinimaki,2014-08-23,Featherweight,SUB:Rear Naked Choke,-0.4276637968009343,0.21076861306395647,1.712109740997437,0.032477391413436266,0.06936146019223847,-0.7499546488093745,-1.115058649803193,0.5522199884870437,-0.35253776433502426,0.3356434523875517,0.3807192252998732,-1.162132493844933
