result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,f_win_perc,o_win_perc,f_str_efc,o_str_efc,f_win_strk,o_win_strk,f_lose_strk,o_lose_strk,f_wins,f_losses,f_draws,f_height,f_weight,f_reach,f_stance,f_age,f_slpm,f_str_acc,f_sapm,f_str_def,f_td_avg,f_td_acc,f_td_def,f_sub_avg,f_last_match,o_wins,o_losses,o_draws,o_height,o_weight,o_reach,o_stance,o_age,o_slpm,o_str_acc,o_sapm,o_str_def,o_td_avg,o_td_acc,o_td_def,o_sub_avg,o_last_match
win,Alexander Volkov,Alexandr Romanov,0,0,12,0,0,0,0,0,Heavyweight,KO/TKO,Punches,1,2:16,2023-03-11,0.69,0.83,0.0033,0.0,1,0,0,1,36,10,0,200.66,112.5,203.2,Orthodox,35,4.89,0.57,3.0,0.53,0.51,0.7,0.73,0.1,03-11-2023,16,2,0,187.96,117.9,190.5,Southpaw,33,3.62,0.5,2.0,0.46,4.96,0.52,0.2,1.1,
win,Nikita Krylov,Ryan Spann,0,0,7,5,2,1,2,1,Catch Weight,SUB,Triangle Choke,1,3:38,2023-03-11,0.56,0.75,0.0076,0.042,2,2,0,0,30,9,0,190.5,92.25,195.58,Orthodox,31,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4,03-11-2023,21,8,0,195.58,92.25,200.66,Orthodox,32,3.28,0.44,3.32,0.48,1.64,0.37,0.45,1.9,03-11-2023
win,Jonathan Martinez,Said Nurmagomedov,0,0,38,47,0,3,1,2,Bantamweight,U-DEC,Unanimous,3,5:00,2023-03-11,0.67,0.83,0.0122,0.0052,3,3,0,0,18,4,0,172.72,60.75,177.8,Southpaw,29,4.63,0.49,3.81,0.57,0.46,0.41,0.69,0.1,03-11-2023,17,3,0,172.72,60.75,177.8,Orthodox,31,3.54,0.47,2.15,0.56,1.03,0.16,0.65,1.2,03-11-2023
win,Mario Bautista,Guido Cannetti,0,0,3,2,3,1,1,0,Bantamweight,SUB,Rear Naked Choke,1,3:18,2023-03-11,0.8,0.4,0.0049,0.0,4,1,0,0,12,2,0,175.26,60.75,175.26,Switch,30,5.33,0.5,3.73,0.54,2.91,0.68,0.62,1.3,03-11-2023,10,8,0,167.64,60.75,172.72,Southpaw,44,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,03-11-2023
win,Vitor Petrino,Anton Turkalj,0,0,39,33,7,5,1,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2023-03-11,0,0,0,0.0,0,0,0,1,8,0,0,187.96,92.25,195.58,Orthodox,26,3.43,0.48,2.16,0.47,4.45,0.77,0.66,0.6,,8,2,0,193.04,92.25,198.12,Orthodox,27,1.6,0.58,2.18,0.5,6.97,0.51,0.16,0.0,03-11-2023
win,Karl Williams,Lukasz Brzeski,1,0,38,26,8,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2023-03-11,0,0,0,0.0,0,0,0,1,9,1,0,190.5,105.75,200.66,Orthodox,33,2.93,0.49,1.8,0.62,4.0,0.46,1.0,0.0,05-13-2023,8,3,1 (1 NC),193.04,106.2,198.12,Orthodox,31,5.11,0.47,3.35,0.56,0.68,0.5,0.42,0.7,03-11-2023
win,Davey Grant,Raphael Assuncao,1,0,65,42,0,5,1,0,Bantamweight,SUB,Inverted Triangle,3,4:43,2023-03-11,0.38,0.69,0.0045,0.0014,1,1,0,0,15,6,0,172.72,60.75,175.26,Orthodox,38,4.78,0.44,3.89,0.54,1.41,0.42,0.62,0.2,,28,10,0,165.1,60.75,167.64000000000001,Orthodox,41,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,03-11-2023
win,Josh Fremd,Sedriques Dumas,0,0,33,20,2,0,2,0,Middleweight,SUB,Guillotine Choke,2,3:00,2023-03-11,0,0,0.0,0,0,0,2,0,10,4,0,193.04,83.25,193.04,Orthodox,29,3.05,0.52,2.71,0.42,1.56,0.75,0.31,1.6,03-11-2023,7,1,0,187.96,83.25,200.66,Orthodox,28,2.5,0.46,3.87,0.46,1.71,0.5,0.0,1.7,
win,Victor Henry,Tony Gravely,0,0,154,75,0,3,2,0,Bantamweight,S-DEC,Split,3,5:00,2023-03-11,0.5,0.5,0.0,0.0103,0,0,1,1,23,6,0,170.18,60.75,172.72,Switch,36,8.67,0.54,5.98,0.48,0.0,0.0,0.79,0.7,03-11-2023,23,9,0,165.1,60.75,175.26,Orthodox,32,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,03-11-2023
win,Ariane Lipski,JJ Aldrich,0,0,101,49,2,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2023-03-11,0.38,0.83,0.011,0.0,0,3,1,0,15,8,0,167.64,56.25,170.18,Orthodox,29,3.86,0.39,3.97,0.51,0.47,0.42,0.73,0.3,,11,6,0,165.1,56.25,170.18,Southpaw,31,3.98,0.45,4.74,0.59,0.82,0.25,0.7,0.0,03-11-2023
win,Bruno Silva,Tyson Nam,1,0,23,12,0,0,1,0,Flyweight,SUB,Rear Naked Choke,2,1:23,2023-03-11,0.57,0.4,0.0081,0.0123,0,1,2,0,23,8,0,182.88,83.25,187.96,Orthodox,34,4.47,0.47,4.55,0.48,0.61,0.18,0.71,0.0,,21,13,1,170.18,56.25,172.72,Orthodox,40,3.49,0.32,5.44,0.63,0.0,0.0,1.0,0.0,03-11-2023
win,Jon Jones,Ciryl Gane,0,0,5,6,2,0,1,0,Heavyweight,SUB,Guillotine Choke,1,2:04,2023-03-04,0.95,0.89,0.0029,0.004,17,1,0,0,27,1,0 (1 NC),193.04,92.25,213.36,Orthodox,36,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5,03-04-2023,11,2,0,193.04,110.25,205.74,Orthodox,33,5.08,0.59,2.25,0.62,0.61,0.21,0.45,0.5,03-04-2023
win,Alexa Grasso,Valentina Shevchenko,0,0,59,87,0,4,1,0,Women's Flyweight,SUB,Rear Naked Choke,4,4:34,2023-03-04,0.7,0.86,0.0,0.0013,4,9,0,0,16,3,0,165.1,56.25,167.64000000000001,Orthodox,30,4.88,0.43,4.07,0.59,0.38,0.44,0.61,0.6,03-04-2023,23,4,0,165.1,56.25,167.64000000000001,Southpaw,35,3.29,0.53,1.99,0.63,2.57,0.64,0.72,0.3,03-04-2023
win,Shavkat Rakhmonov,Geoff Neal,0,0,113,69,0,0,1,0,Welterweight,SUB,Rear Naked Choke,3,4:17,2023-03-04,1.0,0.78,0.0152,0.0133,4,2,0,0,17,0,0,185.42,76.5,195.58,Orthodox,29,4.45,0.59,2.61,0.53,1.49,0.33,1.0,1.5,03-04-2023,15,5,0,180.34,76.5,190.5,Southpaw,33,5.22,0.5,5.6,0.58,0.51,0.44,0.87,0.1,03-04-2023
win,Mateusz Gamrot,Jalin Turner,0,1,29,40,4,0,0,0,Lightweight,S-DEC,Split,3,5:00,2023-03-04,0.67,0.75,0.0043,0.0145,0,5,1,0,22,2,0 (1 NC),177.8,69.75,177.8,Southpaw,33,3.03,0.51,3.23,0.6,4.54,0.31,0.9,0.2,03-04-2023,13,6,0,190.5,69.75,195.58,Southpaw,28,5.63,0.46,3.79,0.43,0.89,0.66,0.74,1.6,
win,Bo Nickal,Jamie Pickett,0,0,1,1,1,0,2,0,Middleweight,SUB,Arm Triangle,1,2:54,2023-03-04,0,0.33,0,0.0,0,0,0,2,4,0,0,185.42,83.25,193.04,Southpaw,27,1.67,0.57,0.21,0.66,12.5,0.57,0.0,15.6,,13,9,0,187.96,83.25,203.2,Orthodox,35,3.16,0.5,4.23,0.48,1.34,0.36,0.66,0.2,03-04-2023
win,Cody Garbrandt,Trevin Jones,0,0,26,20,2,1,0,1,Bantamweight,U-DEC,Unanimous,3,5:00,2023-03-04,0.58,0,0.0269,0.0,0,0,2,3,13,5,0,172.72,60.75,165.1,Orthodox,32,3.0,0.4,3.89,0.61,1.13,0.34,0.78,0.0,03-04-2023,13,10,0 (1 NC),170.18,60.75,177.8,Southpaw,33,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2,03-04-2023
win,Dricus Du Plessis,Derek Brunson,1,0,71,37,1,1,1,1,Middleweight,KO/TKO,Punches,2,4:59,2023-03-04,1.0,0.68,0.008,0.0082,4,0,0,1,19,2,0,185.42,83.25,193.04,Switch,29,6.72,0.55,3.73,0.53,2.83,0.47,0.5,1.3,,23,9,0,185.42,83.25,195.58,Southpaw,39,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,03-04-2023
win,Amanda Ribas,Viviane Araujo,0,0,98,46,2,0,0,2,Women's Flyweight,U-DEC,Unanimous,3,5:00,2023-03-04,0.71,0.57,0.0,0.0,0,0,1,1,11,3,0,160.02,56.25,167.64000000000001,Orthodox,30,4.8,0.42,2.65,0.69,2.16,0.52,0.88,1.0,,11,5,0,162.56,56.25,172.72,Orthodox,37,4.63,0.47,5.45,0.55,1.81,0.48,0.82,0.6,03-04-2023
win,Marc-Andre Barriault,Julian Marquez,0,0,109,82,0,0,0,0,Middleweight,KO/TKO,Punches,2,4:12,2023-03-04,0.17,0.6,0.0,0.0052,0,0,1,1,16,6,0 (1 NC),185.42,83.25,187.96,Orthodox,33,5.95,0.47,5.22,0.53,0.24,0.25,0.67,0.1,06-10-2023,9,4,0,187.96,83.25,182.88,Orthodox,33,4.86,0.44,4.99,0.51,0.0,0.0,0.53,2.6,03-04-2023
win,Ian Garry,Song Kenan,1,1,127,55,0,2,0,0,Welterweight,KO/TKO,Punches,3,4:22,2023-03-04,1.0,0.67,0.0096,0.0153,3,0,0,1,12,0,0,190.5,76.5,187.96,Orthodox,26,6.85,0.55,4.09,0.53,0.29,0.5,0.63,0.0,05-13-2023,19,7,0,182.88,76.5,180.34,Orthodox,33,4.25,0.47,5.45,0.51,0.51,0.66,0.5,0.0,03-04-2023
win,Cameron Saaiman,Mana Martinez,1,0,117,60,1,0,0,0,Bantamweight,M-DEC,Majority,3,5:00,2023-03-04,0,0.5,0,0.0317,0,1,0,0,8,0,0,172.72,60.75,170.18,Southpaw,23,5.39,0.47,2.59,0.59,0.71,0.5,0.4,0.4,03-04-2023,10,4,0,177.8,60.75,177.8,Orthodox,27,4.33,0.48,4.94,0.5,0.72,0.42,0.25,0.5,03-04-2023
win,Tabatha Ricci,Jessica Penne,0,0,36,6,4,0,1,0,Women's Strawweight,SUB,Armbar,2,2:14,2023-03-04,0.67,0.5,0.0,0.0,2,2,0,0,8,1,0,154.94,51.75,154.94,Orthodox,28,3.27,0.42,4.24,0.59,4.64,0.51,0.5,0.3,,14,8,0,165.1,51.75,170.18,Orthodox,40,2.52,0.31,4.75,0.46,1.32,0.21,0.36,0.6,03-04-2023
win,Farid Basharat,Da'Mon Blackshear,0,0,58,46,3,1,0,1,Bantamweight,U-DEC,Unanimous,3,5:00,2023-03-04,0,0,0,0,0,0,0,0,10,0,0,172.72,60.75,180.34,Orthodox,26,5.8,0.63,2.43,0.6,3.0,0.6,0.83,0.0,03-04-2023,13,5,1,177.8,60.75,182.88,Switch,29,3.57,0.43,3.83,0.51,1.16,0.23,0.54,0.8,06-03-2023
win,Brendan Allen,Andre Muniz,0,0,42,43,1,0,2,0,Middleweight,SUB,Rear Naked Choke,3,4:25,2023-02-25,0.8,1.0,0.0057,0.0,3,5,0,0,21,5,0,187.96,83.25,190.5,Orthodox,28,3.85,0.53,3.87,0.46,1.27,0.47,0.55,1.6,,23,5,0,185.42,83.25,198.12,Southpaw,33,2.12,0.49,1.74,0.54,2.95,0.36,0.41,1.7,
win,Augusto Sakai,Don'Tale Mayes,0,0,53,29,1,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-25,0.5,0.5,0.0027,0.0,0,1,4,0,16,5,1,190.5,119.25,195.58,Orthodox,32,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,02-25-2023,10,5,0 (1 NC),198.12,117.0,205.74,Orthodox,31,3.39,0.43,3.73,0.44,0.89,0.46,0.56,0.0,06-03-2023
win,Tatiana Suarez,Montana De La Rosa,0,0,10,5,2,0,1,0,Women's Flyweight,SUB,Guillotine Choke,2,2:51,2023-02-25,1.0,0.62,0.0,0.004,5,0,0,1,10,0,0,165.1,51.75,167.64000000000001,Southpaw,33,4.35,0.66,1.34,0.49,6.12,0.58,1.0,0.8,02-25-2023,12,8,1,170.18,56.25,172.72,Orthodox,28,2.47,0.37,3.06,0.42,1.94,0.31,0.64,0.9,02-25-2023
win,Mike Malott,Yohan Lainesse,0,0,9,1,1,0,1,0,Welterweight,SUB,Arm Triangle,1,4:15,2023-02-25,1.0,0,0.0357,0.0244,1,0,0,1,10,1,1,185.42,76.5,185.42000000000002,Orthodox,32,4.21,0.42,3.07,0.56,2.53,0.55,0.0,1.5,06-10-2023,9,2,0,185.42,76.5,193.04,Orthodox,31,2.34,0.42,3.44,0.59,1.0,0.28,0.8,0.5,
win,Trevor Peek,Erick Gonzalez,2,0,51,7,0,4,0,0,Lightweight,KO/TKO,Punch,1,4:59,2023-02-25,0,0,0,0.0,0,0,0,2,8,0,0 (1 NC),175.26,69.75,177.8,Switch,28,8.33,0.63,5.71,0.42,1.19,0.33,0.42,0.0,,14,8,0,180.34,69.75,190.5,Orthodox,31,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,02-25-2023
win,Jasmine Jasudavicius,Gabriella Fernandes,0,0,24,26,4,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2023-02-25,0,0,0.0,0,0,0,1,0,9,2,0,170.18,56.25,172.72,Orthodox,34,3.23,0.41,3.92,0.51,2.2,0.44,0.78,0.0,06-10-2023,8,2,0,167.64,56.25,167.64000000000001,Southpaw,30,1.73,0.46,1.6,0.55,0.0,0.0,0.5,0.0,
win,Jordan Leavitt,Victor Martinez,1,0,17,7,0,0,0,0,Lightweight,KO/TKO,Knees,1,2:27,2023-02-25,0.67,0,0.0,0,0,0,1,0,11,2,0,175.26,69.75,180.34,Southpaw,28,2.64,0.6,1.93,0.56,2.31,0.26,0.3,1.2,02-25-2023,13,5,0,172.72,69.75,177.8,Orthodox,32,8.65,0.5,7.45,0.54,0.86,0.5,0.8,0.0,
win,Ode Osbourne,Charles Johnson,0,0,48,60,3,1,0,0,Catch Weight,S-DEC,Split,3,5:00,2023-02-25,0.25,0.5,0.0204,0.0,0,1,1,0,12,5,0 (1 NC),170.18,56.25,185.42000000000002,Southpaw,31,4.31,0.39,4.63,0.46,1.61,0.27,0.72,0.3,02-25-2023,13,5,0,175.26,56.25,177.8,Switch,32,4.23,0.52,3.75,0.54,0.23,0.14,0.54,0.2,04-29-2023
win,Joe Solecki,Carl Deaton,0,0,2,1,2,0,3,0,Lightweight,SUB,Rear Naked Choke,2,4:55,2023-02-25,0.8,0,0.0,0,1,0,0,0,13,3,0,175.26,69.75,177.8,Orthodox,30,2.24,0.55,1.53,0.52,2.51,0.5,0.5,1.6,02-25-2023,17,6,0 (2 NC),170.18,69.75,175.26,Orthodox,34,0.1,0.08,0.2,0.75,0.0,0.0,0.33,0.0,02-25-2023
win,Erin Blanchfield,Jessica Andrade,0,0,51,53,1,0,1,0,Women's Flyweight,SUB,Rear Naked Choke,2,1:37,2023-02-18,1.0,0.68,0.0,0.0021,3,3,0,0,11,1,0,162.56,56.25,167.64000000000001,Orthodox,24,6.06,0.54,3.22,0.61,3.76,0.63,0.77,1.6,02-18-2023,24,11,0,154.94,51.75,157.48,Orthodox,32,6.82,0.5,5.4,0.54,2.61,0.54,0.73,0.4,05-06-2023
win,Zac Pauga,Jordan Wright,0,0,59,29,0,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-18,0,0.33,0.0,0.0172,0,0,1,3,7,1,0,187.96,92.25,193.04,Orthodox,35,4.42,0.67,1.99,0.65,0.0,0.0,1.0,0.0,,12,5,0 (1 NC),187.96,92.25,195.58,Orthodox,32,4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4,02-18-2023
win,Jamal Pogues,Josh Parisian,0,0,33,37,5,1,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-18,0,0.5,0,0.0,0,1,0,0,10,3,0,190.5,92.25,195.58,Orthodox,28,3.36,0.49,3.56,0.58,4.0,0.5,0.66,0.0,,15,6,0,193.04,119.25,200.66,Orthodox,34,4.45,0.49,4.5,0.41,1.05,0.33,0.48,0.2,02-18-2023
win,Marcin Prachnio,William Knight,0,0,79,8,0,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-18,0.33,0.6,0.0037,0.0138,0,0,1,1,16,6,0,190.5,92.25,187.96,Orthodox,35,5.7,0.54,3.26,0.55,0.0,0.0,0.62,0.0,,11,5,0,177.8,92.25,185.42000000000002,Orthodox,35,2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,02-18-2023
win,Alexander Hernandez,Jim Miller,0,0,108,67,0,0,0,1,Lightweight,U-DEC,Unanimous,3,5:00,2023-02-18,0.5,0.61,0.0088,0.0048,0,3,2,0,14,6,0,175.26,69.75,182.88,Orthodox,31,4.57,0.4,4.53,0.56,1.38,0.32,0.63,0.1,02-18-2023,36,17,0 (1 NC),172.72,69.75,180.34,Southpaw,40,2.86,0.41,3.08,0.58,1.56,0.43,0.48,1.8,06-03-2023
win,Nazim Sadykhov,Evan Elder,0,1,64,70,1,1,0,0,Lightweight,KO/TKO,Other,3,0:38,2023-02-18,0,0,0,0.0,0,0,0,1,8,1,0,177.8,69.75,175.26,Southpaw,29,5.17,0.52,4.47,0.56,0.66,1.0,0.8,0.0,02-18-2023,7,2,0,177.8,69.75,182.88,Switch,26,3.78,0.48,5.42,0.43,0.59,0.12,0.28,0.0,02-18-2023
win,Mayra Bueno Silva,Lina Lansberg,0,0,39,25,2,0,1,0,Women's Bantamweight,SUB,Kneebar,2,4:45,2023-02-18,0.6,0.38,0.0,0.004,1,0,0,2,10,2,1,167.64,60.75,167.64000000000001,Orthodox,32,4.2,0.54,4.71,0.58,0.38,0.5,0.67,1.5,,10,8,0,170.18,60.75,165.1,Orthodox,41,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,02-18-2023
win,Jamall Emmers,Khusein Askhabov,0,0,62,30,1,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2023-02-18,0.33,0,0.0,0,0,0,1,0,19,6,0,177.8,65.25,187.96,Orthodox,34,5.28,0.5,3.75,0.59,2.26,0.5,1.0,0.3,,23,1,0,172.72,65.25,175.26,Orthodox,28,2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0,02-18-2023
win,Philipe Lins,Ovince Saint Preux,1,0,18,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:49,2023-02-18,0.33,0.56,0.0,0.0078,1,1,0,0,17,5,0,187.96,92.25,198.12,Orthodox,38,3.59,0.46,3.73,0.44,1.55,0.35,1.0,0.0,06-03-2023,26,17,0,190.5,92.25,203.2,Southpaw,40,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5,02-18-2023
win,AJ Fletcher,Themba Gorimbo,0,0,7,6,0,2,1,0,Welterweight,SUB,Guillotine Choke,2,1:37,2023-02-18,0,0,0.0,0,0,0,2,0,10,2,0,177.8,76.5,170.18,Switch,26,3.54,0.49,4.59,0.47,1.92,0.41,0.28,1.1,02-18-2023,11,4,0,185.42,76.5,195.58,Orthodox,32,1.8,0.59,1.71,0.42,3.47,0.5,0.66,0.0,05-20-2023
win,Islam Makhachev,Alexander Volkanovski,0,1,57,70,4,0,0,0,Lightweight,U-DEC,Unanimous,5,5:00,2023-02-11,0.92,1.0,0.0072,0.0036,10,12,0,0,24,1,0,177.8,69.75,177.8,Southpaw,32,2.35,0.59,1.27,0.61,3.24,0.62,0.9,1.1,02-11-2023,25,2,0,167.64,65.25,180.34,Orthodox,35,6.35,0.56,3.4,0.59,1.52,0.34,0.69,0.2,
win,Yair Rodriguez,Josh Emmett,0,0,62,22,0,1,1,0,Featherweight,SUB,Triangle Choke,2,4:19,2023-02-11,0.82,0.8,0.004,0.0127,1,5,0,0,16,3,0 (1 NC),180.34,65.25,180.34,Orthodox,31,4.78,0.46,4.03,0.53,0.79,0.28,0.63,0.8,,18,3,0,167.64,65.25,177.8,Orthodox,38,4.17,0.37,4.43,0.62,1.07,0.37,0.58,0.1,
win,Jack Della Maddalena,Randy Brown,1,0,14,11,0,0,1,0,Welterweight,SUB,Rear Naked Choke,1,2:13,2023-02-11,1.0,0.71,0.0426,0.006,3,4,0,0,14,2,0,180.34,76.5,185.42000000000002,Switch,27,8.27,0.49,4.29,0.68,0.0,0.0,0.71,0.6,,16,5,0,190.5,76.5,198.12,Orthodox,33,4.39,0.47,3.3,0.54,0.68,0.33,0.71,0.6,
win,Justin Tafa,Parker Porter,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:06,2023-02-11,0.4,0.6,0.011,0.0,1,0,0,1,6,3,0,182.88,118.8,187.96,Southpaw,30,5.09,0.54,5.95,0.49,0.0,0.0,1.0,0.0,,14,8,0,182.88,119.25,190.5,Orthodox,38,6.66,0.5,6.34,0.51,1.38,0.27,0.66,0.5,05-06-2023
win,Modestas Bukauskas,Tyson Pedro,0,0,44,45,0,2,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-11,0.25,0.62,0.0,0.029,0,2,3,0,14,5,0,190.5,92.25,198.12,Switch,29,3.37,0.38,4.02,0.5,0.0,0.0,0.71,0.0,,9,4,0,190.5,92.25,200.66,Orthodox,32,2.96,0.61,2.49,0.54,0.97,0.36,0.52,1.0,02-11-2023
win,Josh Culibao,Melsik Baghdasaryan,0,0,16,26,0,0,1,0,Featherweight,SUB,Rear Naked Choke,2,2:02,2023-02-11,0.67,1.0,0.0172,0.0084,2,2,0,0,11,1,1,177.8,65.25,185.42000000000002,Orthodox,29,2.96,0.43,3.13,0.59,0.0,0.0,0.82,0.5,,7,2,0,175.26,65.25,177.8,Southpaw,31,5.63,0.61,3.28,0.55,0.0,0.0,0.76,0.0,02-11-2023
win,Kleydson Rodrigues,Shannon Ross,1,0,14,1,0,0,0,0,Flyweight,KO/TKO,Punches,1,0:59,2023-02-11,0,0,0.0,0,0,0,1,0,8,2,0,165.1,56.25,170.18,Orthodox,28,6.0,0.61,3.0,0.49,0.97,0.25,0.66,1.0,,13,7,0,167.64,56.25,167.64000000000001,Switch,34,6.57,0.37,8.99,0.52,0.0,0.0,1.0,0.0,
win,Jamie Mullarkey,Francisco Prado,0,0,59,28,3,0,0,1,Lightweight,U-DEC,Unanimous,3,5:00,2023-02-11,0.5,0,0.0081,0,1,0,0,0,16,6,0,182.88,69.75,187.96,Orthodox,29,4.2,0.46,4.2,0.54,2.91,0.35,0.75,0.2,06-03-2023,11,1,0,177.8,69.75,175.26,Orthodox,21,1.87,0.37,3.93,0.43,0.0,0.0,0.25,1.0,02-11-2023
win,Jack Jenkins,Don Shainis,0,0,82,50,4,1,0,2,Featherweight,U-DEC,Unanimous,3,5:00,2023-02-11,0,0,0,0.0,0,0,0,1,11,2,0,170.18,65.25,172.72,Switch,30,4.54,0.69,2.27,0.58,4.07,0.72,0.8,0.0,,12,5,0,167.64,65.25,170.18,Orthodox,33,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,02-11-2023
win,Loma Lookboonmee,Elise Reed,0,0,17,17,2,0,1,0,Women's Strawweight,SUB,Rear Naked Choke,2,0:44,2023-02-11,0.67,0.67,0.0,0.0087,1,2,0,0,8,3,0,154.94,51.75,154.94,Orthodox,27,4.14,0.58,2.58,0.52,2.04,0.5,0.74,0.2,02-11-2023,7,3,0,160.02,51.75,160.02,Orthodox,31,2.95,0.5,3.14,0.53,0.66,0.75,0.5,0.0,06-03-2023
win,Blake Bilder,Shane Young,0,0,111,80,1,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2023-02-11,0,0.4,0,0.0034,0,0,0,2,8,1,1,172.72,65.25,172.72,Switch,33,4.96,0.5,4.54,0.56,0.45,0.1,1.0,0.9,06-10-2023,13,7,0,172.72,65.25,182.88,Orthodox,30,5.24,0.4,5.51,0.52,0.63,0.18,0.65,0.0,02-11-2023
win,Serghei Spivac,Derrick Lewis,0,0,12,0,6,0,1,0,Heavyweight,SUB,Arm Triangle,1,3:05,2023-02-04,0.57,0.65,0.0,0.0155,2,0,0,2,16,3,0,190.5,117.0,198.12,Orthodox,28,3.79,0.51,2.84,0.55,5.05,0.65,0.7,0.6,02-04-2023,26,11,0 (1 NC),190.5,117.0,200.66,Orthodox,38,2.54,0.5,2.59,0.41,0.59,0.28,0.52,0.0,
win,Devin Clark,Da Woon Jung,0,0,39,18,3,1,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-04,0.5,0.75,0.003,0.0078,0,0,1,1,14,8,0,182.88,92.25,190.5,Orthodox,33,2.99,0.55,2.95,0.43,2.35,0.33,0.6,0.1,05-06-2023,15,4,1,193.04,92.25,198.12,Orthodox,30,3.39,0.42,3.53,0.52,2.1,0.5,0.8,0.2,02-04-2023
win,Marcin Tybura,Blagoy Ivanov,0,0,40,34,1,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2023-02-04,0.62,0.5,0.0014,0.0029,1,1,0,0,24,7,0,190.5,112.05,198.12,Orthodox,38,3.55,0.48,3.31,0.55,1.39,0.33,0.79,0.1,,19,5,0 (1 NC),180.34,112.5,185.42000000000002,Southpaw,37,3.29,0.4,4.01,0.54,0.78,0.4,0.7,0.1,
win,Adam Fugitt,Yusaku Kinoshita,0,0,21,10,4,0,0,0,Welterweight,KO/TKO,Elbows,1,4:36,2023-02-04,0,0,0.0,0,0,0,1,0,9,4,0,185.42,76.5,195.58,Southpaw,34,4.3,0.54,5.13,0.48,3.43,0.33,0.5,0.0,06-10-2023,6,2,0,182.88,76.5,180.34,Southpaw,23,4.7,0.57,3.79,0.5,0.0,0.0,0.42,0.0,02-04-2023
win,Anshul Jubli,Jeka Saragih,0,0,38,14,2,0,1,0,Lightweight,KO/TKO,Elbows,2,3:44,2023-02-04,0,0,0,0,0,0,0,0,7,0,0,182.88,69.75,175.26,Switch,28,5.69,0.42,4.8,0.53,1.26,0.33,0.6,0.6,02-04-2023,13,3,0,172.72,69.75,175.26,Orthodox,28,2.77,0.51,2.56,0.42,1.89,1.0,0.6,0.6,02-04-2023
win,JeongYeong Lee,Yi Zha,0,0,25,24,0,5,0,0,Featherweight,S-DEC,Split,3,5:00,2023-02-04,0,0,0,0,0,0,0,0,10,1,0,177.8,65.25,185.42000000000002,Orthodox,28,2.39,0.47,1.84,0.55,0.0,0.0,0.73,0.9,02-04-2023,21,4,0,170.18,65.25,177.8,Orthodox,26,2.08,0.45,1.95,0.53,6.52,0.42,0.6,1.4,02-04-2023
win,Rinya Nakamura,Toshiomi Kazama,2,0,11,4,0,0,0,0,Bantamweight,KO/TKO,Punch,1,0:33,2023-02-04,0,0,0,0,0,0,0,0,7,0,0,170.18,60.75,172.72,Southpaw,28,8.57,0.5,3.65,0.62,4.76,0.66,1.0,2.4,02-04-2023,10,3,0,170.18,60.75,175.26,Orthodox,26,1.87,0.58,2.12,0.5,1.93,0.15,0.66,0.0,02-04-2023
win,HyunSung Park,SeungGuk Choi,0,1,38,20,1,0,3,0,Flyweight,SUB,Rear Naked Choke,3,3:11,2023-02-04,0,0,0,0,0,0,0,0,8,0,0,170.18,56.25,167.64000000000001,Orthodox,28,3.51,0.48,2.62,0.59,2.23,0.3,1.0,3.7,02-04-2023,7,2,0,167.64,56.25,162.56,Orthodox,27,2.29,0.39,2.5,0.6,1.04,0.27,0.84,0.0,05-27-2023
