name,wins,losses,draws,height,weight,reach,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,url
Godofredo Pepey,13,6,0,170.18,65.25,185.42000000000002,Orthodox,36,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,06-14-2023,01-27-2018,http://ufcstats.com/fighter-details/fa37628269132d1a
Juliana Lima,9,5,0,165.1,51.75,165.1,Orthodox,41,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,06-14-2023,01-27-2018,http://ufcstats.com/fighter-details/75a6a390fd5dca46
Francimar Barroso,19,7,0 (1 NC),185.42,92.25,190.5,Orthodox,43,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,06-14-2023,01-20-2018,http://ufcstats.com/fighter-details/b69f24c500d783e7
Sabah Homasi,11,8,0,182.88,76.5,182.88,Orthodox,35,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,06-14-2023,01-20-2018,http://ufcstats.com/fighter-details/71f048adbfed5b49
Galore Bofando,5,3,0,180.34,76.5,182.88,Switch,41,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,06-14-2023,12-16-2017,http://ufcstats.com/fighter-details/8a56ea383fd26e52
Abel Trujillo,15,8,0 (1 NC),172.72,69.75,177.8,Orthodox,40,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,06-14-2023,12-16-2017,http://ufcstats.com/fighter-details/e14b5aa06eea9653
Oluwale Bamgbose,6,4,0,180.34,83.25,198.12,Switch,36,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,06-14-2023,12-16-2017,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Erick Silva,19,9,0 (1 NC),182.88,76.5,187.96,Orthodox,39,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,06-14-2023,12-16-2017,http://ufcstats.com/fighter-details/5866fc86183a9fb8
Carls John De Tomas,6,2,0,165.1,56.25,180.34,Southpaw,27,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,06-14-2023,12-09-2017,http://ufcstats.com/fighter-details/2a4200ead401a9ce
Antonio Braga Neto,9,3,0 (1 NC),190.5,83.25,195.58,Orthodox,36,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,06-14-2023,12-09-2017,http://ufcstats.com/fighter-details/fae67903c4fe636b
Angela Magana,11,9,0,154.94,51.75,165.1,Orthodox,40,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,06-14-2023,12-02-2017,http://ufcstats.com/fighter-details/bd878a638e0e3be3
DeAnna Bennett,8,3,1,162.56,56.25,172.72,Orthodox,39,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,06-14-2023,12-01-2017,http://ufcstats.com/fighter-details/404ecb2700844072
Christina Marks,8,9,0,170.18,56.25,175.26,Orthodox,38,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0,06-14-2023,12-01-2017,http://ufcstats.com/fighter-details/c7be22a47a58365a
Ryan Janes,10,3,0,190.5,83.25,193.04,Orthodox,42,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,06-14-2023,12-01-2017,http://ufcstats.com/fighter-details/b59037262c8fe060
Karine Gevorgyan,3,3,0,162.56,56.25,160.02,Orthodox,34,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,06-14-2023,12-01-2017,http://ufcstats.com/fighter-details/2db0c114414d4f06
Ariel Beck,4,5,0,167.64,56.25,167.64000000000001,Southpaw,33,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,06-14-2023,12-01-2017,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Michael Bisping,30,9,0,185.42,83.25,190.5,Orthodox,44,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,06-14-2023,11-25-2017,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Wang Guan,20,1,1,175.26,65.25,180.34,Orthodox,37,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,06-14-2023,11-25-2017,http://ufcstats.com/fighter-details/dd12382f28296f7b
Bobby Nash,8,4,0,182.88,76.5,187.96,Orthodox,33,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,06-14-2023,11-25-2017,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
Kailin Curran,4,5,0,162.56,51.75,165.1,Orthodox,32,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,06-14-2023,11-25-2017,http://ufcstats.com/fighter-details/05b43e0ead3df345
Bharat Kandare,5,3,0,170.18,60.75,182.88,Orthodox,36,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,06-14-2023,11-25-2017,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4
Bojan Velickovic,15,6,1,182.88,76.5,193.04,Southpaw,35,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,06-14-2023,11-18-2017,http://ufcstats.com/fighter-details/fcce75a25c14a804
Ashkan Mokhtarian,13,3,0,167.64,56.25,170.18,Southpaw,38,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,06-14-2023,11-18-2017,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6
Will Brooks,18,4,0,177.8,69.75,182.88,Orthodox,37,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,06-14-2023,11-18-2017,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Anthony Hamilton,15,9,0,195.58,117.0,193.04,Orthodox,43,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,06-14-2023,11-18-2017,http://ufcstats.com/fighter-details/c727c7d31c50c4cf
Nate Marquardt,35,19,2,182.88,83.25,187.96,Orthodox,44,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,06-14-2023,11-11-2017,http://ufcstats.com/fighter-details/a8e6a69796280f17
Michel Quinones,8,3,0,177.8,69.75,185.42000000000002,Orthodox,39,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0,06-14-2023,11-11-2017,http://ufcstats.com/fighter-details/5e84a859c6a82288
Marcel Fortuna,9,3,0,185.42,92.25,187.96,Orthodox,38,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,06-14-2023,11-11-2017,http://ufcstats.com/fighter-details/d761b3766e38c5db
Georges St-Pierre,26,2,0,180.34,83.25,193.04,Orthodox,42,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,06-14-2023,11-04-2017,http://ufcstats.com/fighter-details/6506c1d34da9c013
Johny Hendricks,18,8,0,175.26,83.25,175.26,Southpaw,40,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,06-14-2023,11-04-2017,http://ufcstats.com/fighter-details/0941df56f6ac954b
Hacran Dias,23,6,1,172.72,69.75,175.26,Orthodox,39,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,06-14-2023,10-28-2017,http://ufcstats.com/fighter-details/ed209f6618c82e41
Christian Colombo,8,3,1,195.58,119.25,200.5,Orthodox,43,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,06-14-2023,10-28-2017,http://ufcstats.com/fighter-details/9123c54d0a2b72dd
Jonathan Wilson,7,3,0,187.96,92.25,190.5,Southpaw,36,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,06-14-2023,10-21-2017,http://ufcstats.com/fighter-details/cd01f0b768a32475
Marcin Held,23,7,0,175.26,69.75,180.34,Orthodox,31,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,06-14-2023,10-21-2017,http://ufcstats.com/fighter-details/bf43fed8f29e1671
Pearl Gonzalez,6,3,0,162.56,51.75,166.65,Orthodox,37,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,06-14-2023,10-07-2017,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee
Marco Beltran,8,6,0,172.72,56.25,175.26,Orthodox,37,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,06-14-2023,10-07-2017,http://ufcstats.com/fighter-details/ec71a892fada28c7
Takanori Gomi,35,14,0 (1 NC),170.18,69.75,177.8,Southpaw,45,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,06-14-2023,09-22-2017,http://ufcstats.com/fighter-details/3be081c29bf734d9
Henrique da Silva,14,5,0,190.5,92.25,193.04,Orthodox,34,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,06-14-2023,08-11-2018,http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Chan-Mi Jeon,5,2,0,165.1,51.75,169.25,Orthodox,26,6.23,0.31,7.77,0.55,0.0,0.0,0.0,0.0,06-14-2023,09-22-2017,http://ufcstats.com/fighter-details/24174a3f44ce8e03
Hyun Gyu Lim,13,7,1,190.5,76.5,195.58,Orthodox,38,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,06-14-2023,09-22-2017,http://ufcstats.com/fighter-details/203c957eac95dd87
Alex Reyes,13,3,0,180.34,76.5,185.42000000000002,Orthodox,37,4.56,0.46,8.35,0.38,0.0,0.0,0.0,0.0,06-14-2023,09-16-2017,http://ufcstats.com/fighter-details/dc07493a87dc0a6e
Azunna Anyanwu,14,5,0,185.42,112.95,190.08,Orthodox,42,2.47,0.42,2.47,0.69,0.65,1.0,0.0,0.0,06-14-2023,09-16-2017,http://ufcstats.com/fighter-details/78d48d3874dacafd
Jason Saggo,12,4,0,180.34,69.75,180.34,Orthodox,38,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,06-14-2023,09-16-2017,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23
Mitch Clarke,11,5,0,177.8,69.75,185.42000000000002,Orthodox,38,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,06-14-2023,09-09-2017,http://ufcstats.com/fighter-details/c76ec2bc3a57666a
Adriano Martins,28,9,0,177.8,69.75,182.88,Southpaw,41,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,06-14-2023,09-09-2017,http://ufcstats.com/fighter-details/7dcf06c1967801c1
Abdul-Kerim Edilov,17,4,0,187.96,92.25,192.69,Orthodox,32,10.22,0.61,0.13,0.92,3.98,1.0,0.0,2.0,06-14-2023,09-02-2017,http://ufcstats.com/fighter-details/37e03538c960bac6
Bojan Mihajlovic,10,6,0,180.34,92.25,185.42000000000002,Orthodox,43,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,06-14-2023,09-02-2017,http://ufcstats.com/fighter-details/d6285cba1d1052e0
Andrew Holbrook,12,3,0,180.34,69.75,177.8,Southpaw,37,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,06-14-2023,09-02-2017,http://ufcstats.com/fighter-details/66ab58d0b3783607
Hector Sandoval,14,4,0,157.48,56.25,162.56,Orthodox,37,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,06-14-2023,08-05-2017,http://ufcstats.com/fighter-details/449c890bd90f3374
Rafael Natal,21,9,1,182.88,83.25,195.58,Orthodox,41,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,06-14-2023,07-22-2017,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
Damian Grabowski,20,5,0,185.42,108.45,190.5,Orthodox,43,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,06-14-2023,07-22-2017,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9
Chris Wade,12,3,0,177.8,69.75,177.8,Orthodox,36,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,06-14-2023,07-22-2017,http://ufcstats.com/fighter-details/c8097968da5e5f13
Frankie Perez,10,4,0,180.34,69.75,185.42000000000002,Orthodox,34,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,06-14-2023,07-22-2017,http://ufcstats.com/fighter-details/96c336b463e0662c
James Mulheron,11,2,0,177.8,109.35000000000001,185.42000000000002,Orthodox,35,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,06-14-2023,07-16-2017,http://ufcstats.com/fighter-details/8d5350fa18b79e9a
Neil Seery,16,13,0,162.56,56.25,162.56,Orthodox,44,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,06-14-2023,07-16-2017,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Charlie Ward,3,3,0,180.34,76.5,184.88,Orthodox,43,1.64,0.19,7.21,0.53,0.0,0.0,0.0,0.0,06-14-2023,07-16-2017,http://ufcstats.com/fighter-details/e81dd0bb8a64b550
Leslie Smith,10,7,1,175.26,60.75,167.64000000000001,Orthodox,41,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,06-14-2023,07-16-2017,http://ufcstats.com/fighter-details/76984112f697631f
Daniel Omielanczuk,19,8,1 (1 NC),182.88,111.15,187.96,Southpaw,41,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,06-14-2023,07-08-2017,http://ufcstats.com/fighter-details/470fedbc8563ac47
Travis Browne,18,7,1,198.12,114.75,200.66,Orthodox,41,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,06-14-2023,07-08-2017,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Jesse Taylor,31,15,0,182.88,76.5,185.42000000000002,Orthodox,40,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,06-14-2023,07-07-2017,http://ufcstats.com/fighter-details/dd992d569aaebee6
Nick Roehrick,7,1,0,187.96,92.25,192.69,Orthodox,36,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,06-14-2023,07-07-2017,http://ufcstats.com/fighter-details/7195e2a932686f82
Tom Gallicchio,19,10,0,177.8,76.5,182.27,Southpaw,37,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,06-14-2023,07-07-2017,http://ufcstats.com/fighter-details/cc81c92fe2254935
Joachim Christensen,14,6,0,190.5,92.25,193.04,Orthodox,45,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,06-14-2023,06-25-2017,http://ufcstats.com/fighter-details/2d447cc91bdaa545
Dennis Siver,23,11,0 (1 NC),167.64,65.25,177.8,Orthodox,44,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,06-14-2023,06-25-2017,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Johnny Case,22,6,0,177.8,69.75,182.88,Orthodox,34,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,06-14-2023,06-25-2017,http://ufcstats.com/fighter-details/1f4b04a926ef1287
Josh Stansbury,4,8,0,187.96,92.25,187.96,Orthodox,39,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,06-14-2023,06-25-2017,http://ufcstats.com/fighter-details/30ea504870f8597b
Dong Hyun Kim,22,4,1 (1 NC),187.96,76.5,193.04,Southpaw,42,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,06-14-2023,06-17-2017,http://ufcstats.com/fighter-details/9bcf8603ceb25680
Tarec Saffiedine,16,7,0,177.8,76.5,177.8,Switch,37,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,06-14-2023,06-17-2017,http://ufcstats.com/fighter-details/0749d968e932df53
Kwan Ho Kwak,9,2,0,165.1,60.75,169.25,Switch,34,3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,06-14-2023,06-17-2017,http://ufcstats.com/fighter-details/c13042265355a290
Dominique Steele,14,9,0,177.8,76.5,187.96,Orthodox,35,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,06-14-2023,06-10-2017,http://ufcstats.com/fighter-details/68c11c27d4d56572
Kiichi Kunimoto,18,7,2 (1 NC),177.8,76.5,180.34,Orthodox,42,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,06-14-2023,06-10-2017,http://ufcstats.com/fighter-details/71df36d6d8cf0d74
Jim Wallhead,29,11,0,177.8,76.5,182.27,Orthodox,39,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0,06-14-2023,06-03-2017,http://ufcstats.com/fighter-details/0c670b443c3d269f
Alex Nicholson,7,4,0,193.04,83.25,195.58,Orthodox,33,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,06-14-2023,05-28-2017,http://ufcstats.com/fighter-details/2b6d855c6e280fb1
Chris Camozzi,24,13,0,187.96,83.25,190.5,Orthodox,37,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,06-14-2023,05-28-2017,http://ufcstats.com/fighter-details/6c2030e0a143a94b
Reza Madadi,14,6,0,180.34,69.75,185.42000000000002,Orthodox,45,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,06-14-2023,05-28-2017,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
Nicholas Musoke,13,5,0 (1 NC),182.88,76.5,190.5,Orthodox,37,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,06-14-2023,05-28-2017,http://ufcstats.com/fighter-details/8b5f9ea38184ded3
Michael McBride,8,3,0,185.42,69.75,190.08,Orthodox,37,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,06-14-2023,04-22-2017,http://ufcstats.com/fighter-details/443f60bec7c3c3d5
Cindy Dandois,8,3,0,170.18,60.75,174.46,Orthodox,39,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,06-14-2023,04-22-2017,http://ufcstats.com/fighter-details/9eef6584fab21fbb
Joe Proctor,11,5,0,177.8,69.75,182.88,Orthodox,38,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,06-14-2023,04-22-2017,http://ufcstats.com/fighter-details/a36556bb1565e32d
Roy Nelson,22,14,0,182.88,118.35000000000001,185.42000000000002,Orthodox,47,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,06-14-2023,04-15-2017,http://ufcstats.com/fighter-details/3f7c14c7eca7195d
Rashid Magomedov,20,2,0,175.26,69.75,177.8,Orthodox,39,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,06-14-2023,04-15-2017,http://ufcstats.com/fighter-details/7ea1f74cef32f906
Augusto Mendes,6,2,0,167.64,60.75,165.1,Orthodox,40,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,06-14-2023,04-15-2017,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
Nathan Coy,15,7,0,177.8,76.5,175.26,Southpaw,45,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,06-14-2023,04-15-2017,http://ufcstats.com/fighter-details/15ec018d144710db
Anthony Johnson,22,6,0,187.96,92.25,198.12,Orthodox,39,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,06-14-2023,04-08-2017,http://ufcstats.com/fighter-details/365fee2da473b177
Gegard Mousasi,42,6,2,187.96,83.25,193.04,Orthodox,38,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,06-14-2023,04-08-2017,http://ufcstats.com/fighter-details/232c582f29f8f65e
Patrick Cote,23,11,0,180.34,76.5,190.5,Orthodox,43,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,06-14-2023,04-08-2017,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
Mike de la Torre,14,7,0 (1 NC),180.34,65.25,180.34,Orthodox,37,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,06-14-2023,04-08-2017,http://ufcstats.com/fighter-details/1971869b7e054261
Brad Pickett,25,14,0,167.64,60.75,172.72,Orthodox,45,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,06-14-2023,03-18-2017,http://ufcstats.com/fighter-details/c945adc22c2bfe8f
Scott Askham,14,4,0,190.5,83.25,190.5,Southpaw,35,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,06-14-2023,03-18-2017,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Rony Jason,14,7,0 (1 NC),170.18,65.25,185.42000000000002,Orthodox,39,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,06-14-2023,03-11-2017,http://ufcstats.com/fighter-details/b71ce838b01f2cad
Garreth McLellan,13,6,0,185.42,83.25,182.88,Southpaw,41,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,06-14-2023,03-11-2017,http://ufcstats.com/fighter-details/f215cfbd4ba3c270
Sam Sicilia,15,8,0,172.72,65.25,170.18,Orthodox,37,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,06-14-2023,02-19-2017,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Alex Ricci,10,5,0,180.34,69.75,184.88,Orthodox,41,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0,06-14-2023,02-19-2017,http://ufcstats.com/fighter-details/bf9bc96336922271
Reginaldo Vieira,13,5,0,170.18,60.75,165.1,Orthodox,41,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,06-14-2023,02-19-2017,http://ufcstats.com/fighter-details/f9081770e28ea2e1
Phillipe Nover,11,8,1,175.26,65.25,182.88,Orthodox,39,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,06-14-2023,02-11-2017,http://ufcstats.com/fighter-details/64360e618823a8e4
Roan Carneiro,21,11,0,180.34,76.5,193.04,Orthodox,45,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,06-14-2023,02-11-2017,http://ufcstats.com/fighter-details/1c86754617d9813a
Michinori Tanaka,11,3,0,165.1,60.75,170.18,Orthodox,33,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,06-14-2023,02-04-2017,http://ufcstats.com/fighter-details/64788ee44b062ded
Daniel Jolly,5,3,0,185.42,92.25,190.5,Orthodox,39,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,06-14-2023,07-25-2017,http://ufcstats.com/fighter-details/eeabcd4dc6619129
JC Cottrell,17,5,0,175.26,69.75,179.67,Orthodox,34,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,06-14-2023,01-28-2017,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
Viktor Pesta,10,4,0,190.5,108.0,195.58,Orthodox,33,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,06-14-2023,01-15-2017,http://ufcstats.com/fighter-details/202b0467521c9d6f
Jocelyn Jones-Lybarger,6,4,0,170.18,51.75,162.56,Orthodox,38,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,06-14-2023,01-15-2017,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959
Ronda Rousey,12,2,0,170.18,60.75,167.64000000000001,Orthodox,36,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,06-14-2023,12-30-2016,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Brandon Thatch,11,5,0,187.96,76.5,187.96,Switch,38,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,06-14-2023,12-30-2016,http://ufcstats.com/fighter-details/638cfec7ec559d6e
Cole Miller,21,11,0 (1 NC),185.42,65.25,185.42000000000002,Orthodox,39,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,06-14-2023,12-17-2016,http://ufcstats.com/fighter-details/282fa667ff9c51ed
James Moontasri,9,5,0,177.8,76.5,180.34,Switch,35,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,06-14-2023,12-17-2016,http://ufcstats.com/fighter-details/c06a9b48d4132c8e
Takeya Mizugaki,21,11,2,170.18,60.75,175.26,Orthodox,40,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,06-14-2023,12-17-2016,http://ufcstats.com/fighter-details/48e093ea1f43a053
Fredy Serrano,3,2,0,160.02,56.25,165.1,Orthodox,44,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,06-14-2023,12-17-2016,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Tim Kennedy,18,6,0,180.34,83.25,187.96,Orthodox,44,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,06-14-2023,12-10-2016,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Valerie Letourneau,8,6,0,170.18,51.75,172.72,Orthodox,40,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,06-14-2023,12-10-2016,http://ufcstats.com/fighter-details/46a2f24feb258ae0
Zach Makovsky,20,8,0,162.56,56.25,162.56,Southpaw,40,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,06-14-2023,12-10-2016,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
Sean O'Connell,17,9,0,185.42,92.25,187.96,Orthodox,40,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,06-14-2023,12-09-2016,http://ufcstats.com/fighter-details/cb52f9490c2dc069
Joseph Gigliotti,7,2,0,180.34,83.25,184.88,Orthodox,30,1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8,06-14-2023,12-09-2016,http://ufcstats.com/fighter-details/83825fad27ab3581
Tiago dos Santos e Silva,20,7,2 (1 NC),175.26,65.25,177.8,Orthodox,36,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,06-14-2023,12-09-2016,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
Keith Berish,5,1,0 (1 NC),182.88,92.25,187.48,Orthodox,38,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,06-14-2023,12-09-2016,http://ufcstats.com/fighter-details/e3779ef06e98f185
Brendan O'Reilly,6,3,0 (1 NC),170.18,76.5,175.26,Orthodox,36,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,06-14-2023,12-03-2016,http://ufcstats.com/fighter-details/494b0bfdbac74502
Elvis Mutapcic,15,6,1,182.88,83.25,182.88,Orthodox,37,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,06-14-2023,12-03-2016,http://ufcstats.com/fighter-details/28c55b4087a6f136
Kyle Noke,22,10,1,185.42,76.5,193.04,Southpaw,43,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/7339d340aa2889cb
Yusuke Kasuya,9,3,0,170.18,69.75,174.46,Southpaw,34,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/3058888c33149a53
Seo Hee Ham,17,8,0,157.48,51.75,157.48,Southpaw,36,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/165c244bcca3ed26
Jonathan Meunier,8,1,0,190.5,76.5,195.29,Switch,36,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/5823ceab56741617
Richard Walsh,9,5,0,182.88,76.5,185.42000000000002,Orthodox,35,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/303a05a7aa3ff761
Geane Herrera,9,3,0,165.1,56.25,167.64000000000001,Orthodox,33,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/c169545ab0825f44
Guangyou Ning,5,4,1,162.56,65.25,162.56,Southpaw,42,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/2c1170b825f58e57
Yao Zhikui,2,4,0,165.1,56.25,162.56,Orthodox,32,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0,06-14-2023,11-26-2016,http://ufcstats.com/fighter-details/5ea918ea81b7dee2
Ryan Bader,23,5,0,187.96,92.25,187.96,Orthodox,40,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,06-14-2023,11-19-2016,http://ufcstats.com/fighter-details/c0ab242c40decc55
Manvel Gamburyan,15,10,0 (1 NC),165.1,60.75,170.18,Orthodox,42,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,06-14-2023,11-19-2016,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
