name,wins,losses,draws,height,weight,reach,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,url
Jens Pulver,27,19,1,170.18,65.25,177.8,Southpaw,49,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,04-18-2023,03-06-2010,http://ufcstats.com/fighter-details/44260175069b6276
Floyd Sword,12,3,0,182.88,83.25,187.48,Orthodox,47,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,04-18-2023,06-23-2007,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Brandon Melendez,25,25,0,180.34,69.75,184.88,Southpaw,40,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0,04-18-2023,06-23-2007,http://ufcstats.com/fighter-details/2b06b6ad5db63348
Andy Wang,7,8,1 (1 NC),167.64,69.75,171.86,Orthodox,46,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0,04-18-2023,06-23-2007,http://ufcstats.com/fighter-details/476414d2f18cd059
Allen Berube,4,3,0,172.72,69.75,177.06,Orthodox,49,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,04-18-2023,06-23-2007,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Brian Geraghty,26,18,1,170.18,69.75,174.46,Orthodox,43,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0,04-18-2023,06-23-2007,http://ufcstats.com/fighter-details/15edcf67ccf5be84
Hector Ramirez,10,6,1,182.88,92.25,187.48,Orthodox,47,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5,04-18-2023,06-16-2007,http://ufcstats.com/fighter-details/d1759b2b7be9be56
Rory Singer,11,9,0,187.96,83.25,195.58,Orthodox,47,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,04-18-2023,06-16-2007,http://ufcstats.com/fighter-details/546015aa2ad945fd
Scott Smith,18,11,0 (1 NC),182.88,83.25,177.8,Orthodox,44,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,04-18-2023,03-03-2012,http://ufcstats.com/fighter-details/3410cf010558dc8b
Stevie Lynch,5,2,0,177.8,76.5,182.27,Orthodox,37.85,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0,04-18-2023,06-16-2007,http://ufcstats.com/fighter-details/710d93f1508f7104
Pete Spratt,25,23,0,175.26,76.5,179.67,Orthodox,52,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,04-18-2023,10-03-2008,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Chad Reiner,33,18,0,180.34,76.5,184.88,Orthodox,42,0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0,04-18-2023,06-12-2007,http://ufcstats.com/fighter-details/d8022d5526b1d937
Sean Salmon,18,21,0,177.8,83.25,182.27,Southpaw,46,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,04-18-2023,11-16-2007,http://ufcstats.com/fighter-details/7c0847d3854a95f2
Elvis Sinosic,7,11,2,190.5,92.25,195.58,Orthodox,52,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,04-18-2023,04-21-2007,http://ufcstats.com/fighter-details/817e0bdf08efce2e
Assuerio Silva,16,8,0 (1 NC),177.8,108.45,182.27,Orthodox,49,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,04-18-2023,04-21-2007,http://ufcstats.com/fighter-details/e091482fa6648261
David Lee,12,10,0,177.8,69.75,182.27,Orthodox,37.85,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,04-18-2023,04-21-2007,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Victor Valimaki,18,10,0,182.88,92.25,187.48,Orthodox,37.85,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,04-18-2023,04-21-2007,http://ufcstats.com/fighter-details/663b76da637402c3
Brad Imes,13,7,0,200.66,119.25,205.71,Orthodox,46,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0,04-18-2023,04-07-2007,http://ufcstats.com/fighter-details/4908c5ee68a50ee5
Josh Haynes,14,11,0,175.26,76.5,179.67,Orthodox,46,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,04-18-2023,04-07-2007,http://ufcstats.com/fighter-details/6ef58dabef8beb15
Dokonjonosuke Mishima,21,7,2,170.18,69.75,174.46,Southpaw,51,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,04-18-2023,04-05-2007,http://ufcstats.com/fighter-details/b14a68c533f4a4aa
Drew Fickett,42,21,0,177.8,69.75,177.8,Orthodox,44,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,04-18-2023,07-16-2011,http://ufcstats.com/fighter-details/d814f5192e58fb2f
Rex Holman,4,2,0,190.5,92.25,195.29,Southpaw,37.85,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,04-18-2023,03-03-2007,http://ufcstats.com/fighter-details/b5ea750025697880
Sam Hoger,10,4,0,187.96,92.25,192.69,Orthodox,43,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,04-18-2023,02-03-2007,http://ufcstats.com/fighter-details/84a067c46306a737
Chris Price,19,4,0,187.96,83.25,192.69,Southpaw,41,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2,04-18-2023,01-25-2007,http://ufcstats.com/fighter-details/0597a4528ebd1307
Ross Pointon,6,17,0,172.72,76.5,177.06,Orthodox,43,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,04-18-2023,01-25-2007,http://ufcstats.com/fighter-details/7215953cd5c6254d
Marcio Cruz,8,3,0,193.04,104.4,197.9,Orthodox,45,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,04-18-2023,12-30-2006,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Jeff Joslin,5,3,0,182.88,76.5,187.48,Orthodox,48,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,04-18-2023,12-13-2006,http://ufcstats.com/fighter-details/388abbf8832b5adf
Shonie Carter,51,31,7 (1 NC),177.8,76.5,182.27,Southpaw,51,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,04-18-2023,12-13-2006,http://ufcstats.com/fighter-details/7b6e40a73b567072
Dave Menne,45,17,2,177.8,76.5,182.27,Orthodox,49,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,04-18-2023,12-13-2006,http://ufcstats.com/fighter-details/275cafc9de131c83
Logan Clark,18,6,0,187.96,83.25,192.69,Orthodox,38,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,04-18-2023,03-26-2008,http://ufcstats.com/fighter-details/6776260cb0aef647
Steve Byrnes,6,1,0,182.88,76.5,187.48,Orthodox,37.85,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,04-18-2023,12-13-2006,http://ufcstats.com/fighter-details/43612456979e5d5e
Jeff Monson,60,26,1,175.26,111.15,187.96,Orthodox,52,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,04-18-2023,11-20-2011,http://ufcstats.com/fighter-details/cbfd1d34356a004c
Sherman Pendergarst,11,18,0 (1 NC),185.42,105.75,190.08,Orthodox,56,1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0,04-18-2023,11-18-2006,http://ufcstats.com/fighter-details/e670f8cc2969a789
Josh Shockman,6,3,0,193.04,105.75,197.9,Southpaw,43,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,04-18-2023,04-17-2010,http://ufcstats.com/fighter-details/821cd80aab70d5f9
Edwin DeWees,38,17,0 (1 NC),185.42,83.25,190.08,Orthodox,41,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,04-18-2023,07-19-2008,http://ufcstats.com/fighter-details/75bbd2206a15319f
Jeremy Jackson,9,5,0,177.8,76.5,182.27,Orthodox,41,0.71,0.27,2.03,0.25,1.52,0.4,0.58,0.0,04-18-2023,11-11-2006,http://ufcstats.com/fighter-details/ad32471f01e7b1a5
Gideon Ray,17,15,1,177.8,83.25,182.27,Southpaw,50,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,04-18-2023,11-11-2006,http://ufcstats.com/fighter-details/ea3ef6206c7907d5
Justin James,13,7,0,177.8,69.75,182.27,Orthodox,47,1.34,0.36,2.68,0.5,0.0,0.0,0.5,1.6,04-18-2023,10-14-2006,http://ufcstats.com/fighter-details/1ea8df62b3f8fea6
Ken Shamrock,28,17,2,185.42,92.25,182.88,Orthodox,59,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,04-18-2023,10-10-2006,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Crafton Wallace,18,6,1,182.88,83.25,187.48,Orthodox,48,1.55,0.44,2.36,0.47,0.0,0.0,0.42,0.0,04-18-2023,10-10-2006,http://ufcstats.com/fighter-details/bf41b5131545da12
Mario Neto,13,5,0,182.88,103.05,187.48,Orthodox,37.85,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,04-18-2023,09-23-2006,http://ufcstats.com/fighter-details/1209b5134401ca53
Danny Abbadi,4,6,0,180.34,69.75,184.88,Orthodox,40,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0,04-18-2023,09-23-2006,http://ufcstats.com/fighter-details/15df64c02b6b0fde
Rob MacDonald,5,4,0,190.5,92.25,198.12,Orthodox,45,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,04-18-2023,08-26-2006,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
Wes Combs,20,6,0,187.96,92.25,192.69,Orthodox,50,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0,04-18-2023,08-26-2006,http://ufcstats.com/fighter-details/a85998eb79650b2c
Cory Walmsley,8,2,0,182.88,92.25,187.48,Orthodox,37.85,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0,04-18-2023,08-26-2006,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Yuki Sasaki,25,22,2,187.96,83.25,192.69,Orthodox,47,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,04-18-2023,08-17-2006,http://ufcstats.com/fighter-details/e5c38954c006f15c
Jason Von Flue,14,12,1,182.88,76.5,187.48,Orthodox,48,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5,04-18-2023,06-22-2007,http://ufcstats.com/fighter-details/c4b9296214f4c09c
Kristof Midoux,6,10,0,185.42,99.0,190.08,Orthodox,49,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0,04-18-2023,08-17-2006,http://ufcstats.com/fighter-details/5b5b9c6f6f270369
Sammy Morgan,18,12,0,177.8,76.5,182.27,Orthodox,42,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5,04-18-2023,10-03-2008,http://ufcstats.com/fighter-details/2067a177a2842fbf
Dan Christison,20,7,0,203.2,119.25,208.31,Orthodox,51,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1,04-18-2023,07-08-2006,http://ufcstats.com/fighter-details/b369533a577fa97c
Joe Jordan,49,14,2,167.64,69.75,171.86,Orthodox,45,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,04-18-2023,07-08-2006,http://ufcstats.com/fighter-details/712c4db78b9373d1
Gilbert Aldana,6,2,0,185.42,112.5,190.08,Orthodox,46,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,04-18-2023,07-08-2006,http://ufcstats.com/fighter-details/d26934530dc5b248
Branden Lee Hinkle,17,11,0 (1 NC),190.5,105.75,195.29,Orthodox,50,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3,04-18-2023,06-28-2006,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d
Kristian Rothaermel,4,3,0,182.88,92.25,187.48,OpenStance,51,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,04-18-2023,06-28-2006,http://ufcstats.com/fighter-details/af49a6c491ca22a3
Justin Levens,10,7,0,180.34,83.25,184.88,Orthodox,43,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1,04-18-2023,10-12-2006,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Solomon Hutcherson,11,7,0 (1 NC),180.34,83.25,184.88,Southpaw,51,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0,04-18-2023,06-24-2006,http://ufcstats.com/fighter-details/155bfc7ed36622df
Royce Gracie,15,2,3,185.42,78.75,190.08,Southpaw,57,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,04-18-2023,06-02-2007,http://ufcstats.com/fighter-details/429e7d3725852ce9
Fabiano Scherner,11,10,0 (3 NC),190.5,115.65,195.29,Orthodox,51,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,04-18-2023,05-27-2006,http://ufcstats.com/fighter-details/0bc7e61d204f2137
Rick Davis,3,1,1,175.26,69.75,179.67,Orthodox,37.85,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,04-18-2023,05-27-2006,http://ufcstats.com/fighter-details/2549d63da9c456cb
Nick Thompson,38,14,1,185.42,76.5,187.96,Orthodox,42,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,04-18-2023,06-19-2009,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
David Terrell,6,2,0,185.42,83.25,190.08,Southpaw,45,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,04-18-2023,04-15-2006,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
Derrick Noble,27,15,1,175.26,76.5,179.67,Southpaw,45,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,04-18-2023,04-15-2006,http://ufcstats.com/fighter-details/21321cdfba797c52
Ansar Chalangov,14,5,0,175.26,76.5,179.67,Orthodox,44,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,04-18-2023,04-06-2006,http://ufcstats.com/fighter-details/7342fcc41a4817fa
Trevor Prangley,34,11,2,185.42,83.25,190.5,Orthodox,51,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,04-18-2023,07-16-2011,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad
Steve Vigneault,12,6,0,177.8,83.25,182.27,Orthodox,45,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,04-18-2023,03-04-2006,http://ufcstats.com/fighter-details/6888e31ce88f5b17
Tom Murphy,8,0,0,187.96,102.15,192.69,Southpaw,49,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,04-18-2023,03-04-2006,http://ufcstats.com/fighter-details/62918a2118de08b2
Icho Larenas,6,5,0,190.5,105.75,195.29,Orthodox,43,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0,04-18-2023,03-04-2006,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
Justin Eilers,19,7,1,185.42,105.75,190.08,Orthodox,45,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,04-18-2023,07-26-2008,http://ufcstats.com/fighter-details/27fc9218a3653e3c
Mike van Arsdale,8,5,0,187.96,92.25,192.69,Switch,58,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,04-18-2023,02-04-2006,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9
Mike Whitehead,27,8,0,185.42,92.25,190.08,Orthodox,42,1.62,0.33,2.36,0.59,3.59,0.43,0.77,0.3,04-18-2023,12-19-2009,http://ufcstats.com/fighter-details/22d1e00e1aabb7c9
Alex Karalexis,10,6,0,172.72,69.75,167.64000000000001,Orthodox,46,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,04-18-2023,04-24-2010,http://ufcstats.com/fighter-details/e361e5c858af6ff1
Kevin Jordan,11,9,0,190.5,110.25,195.29,Orthodox,53,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,04-18-2023,09-25-2009,http://ufcstats.com/fighter-details/02e52b3a595f0786
Jeff Newton,4,2,0,187.96,92.25,192.69,Sideways,57,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,04-18-2023,11-19-2005,http://ufcstats.com/fighter-details/94609dd91731d428
Kit Cope,6,7,0,182.88,76.5,187.48,Orthodox,46,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,04-18-2023,01-20-2007,http://ufcstats.com/fighter-details/ce47f49e5c386a9c
Kerry Schall,24,13,0 (1 NC),187.96,119.25,192.69,Orthodox,52,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,04-18-2023,11-05-2005,http://ufcstats.com/fighter-details/030f08370fd1c2bb
Sean Gannon,2,1,0,190.5,119.25,195.29,Southpaw,37.85,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,04-18-2023,10-07-2005,http://ufcstats.com/fighter-details/6d7886b094b471ac
Keigo Kunihara,3,2,0,182.88,105.75,187.48,Orthodox,37.85,0.17,0.1,1.99,0.57,4.97,0.4,1.0,2.5,04-18-2023,10-07-2005,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
Ron Faircloth,33,20,0 (1 NC),175.26,92.25,179.67,Orthodox,44,0.39,0.4,8.9,0.42,0.0,0.0,0.0,0.0,04-18-2023,10-07-2005,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
Tra Telligman,7,5,1,187.96,104.85000000000001,192.69,Orthodox,58,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,04-18-2023,08-20-2005,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Brian Gassaway,29,20,2 (1 NC),185.42,76.5,190.08,Orthodox,51,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,04-18-2023,01-20-2007,http://ufcstats.com/fighter-details/e4770d5ed44a3970
Matt Lindland,22,9,0,182.88,83.25,187.96,Southpaw,53,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,04-18-2023,12-04-2010,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Bill Mahood,20,7,1 (1 NC),190.5,90.0,195.29,Orthodox,56,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9,04-18-2023,09-29-2007,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
Koji Oishi,25,10,10,172.72,76.5,177.06,Orthodox,46,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,04-18-2023,06-04-2005,http://ufcstats.com/fighter-details/01daf32100ed7517
Travis Wiuff,75,21,0 (1 NC),190.5,92.25,195.29,Orthodox,45,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,04-18-2023,09-28-2008,http://ufcstats.com/fighter-details/7f9f528cb72a6ed1
John Marsh,8,7,0,182.88,119.25,187.48,Orthodox,53,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4,04-18-2023,04-16-2005,http://ufcstats.com/fighter-details/b6b12014698cc345
Bobby Southworth,10,6,0 (1 NC),187.96,92.25,192.69,Orthodox,54,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,04-18-2023,11-21-2008,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Jason Thacker,0,1,0,177.8,83.25,182.27,Orthodox,48,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,04-18-2023,04-09-2005,http://ufcstats.com/fighter-details/f0264252e191da22
Chris Sanford,5,1,0,180.34,83.25,184.88,Orthodox,55,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,04-18-2023,04-09-2005,http://ufcstats.com/fighter-details/29f935654825331b
Lodune Sincaid,15,9,0,175.26,83.25,179.67,Orthodox,50,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,04-18-2023,08-17-2006,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Alex Schoenauer,15,10,0,190.5,83.25,195.29,Orthodox,47,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,04-18-2023,11-03-2007,http://ufcstats.com/fighter-details/fdfef29ba17ee525
Josh Rafferty,9,8,0,182.88,76.5,187.48,Orthodox,42,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0,04-18-2023,04-09-2005,http://ufcstats.com/fighter-details/ff2c606c8bc365e3
Mike Kyle,22,14,1 (2 NC),193.04,92.25,195.58,Orthodox,43,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,04-18-2023,01-12-2013,http://ufcstats.com/fighter-details/56b8b24f65f9f057
Renato Verissimo,7,5,0 (1 NC),185.42,76.5,190.08,Orthodox,50,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,04-18-2023,09-15-2007,http://ufcstats.com/fighter-details/c24b1db4b809d41b
Tony Fryklund,14,9,1,182.88,83.25,187.48,Orthodox,52,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,04-18-2023,06-22-2007,http://ufcstats.com/fighter-details/253de74457bd6374
Vernon White,26,33,2,182.88,92.25,187.48,Southpaw,52,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0,04-18-2023,12-08-2006,http://ufcstats.com/fighter-details/12458872d6afae1b
Ronald Jhun,24,26,2,180.34,76.5,184.88,Orthodox,53,1.45,0.57,3.01,0.5,1.81,1.0,1.0,0.0,04-18-2023,12-08-2006,http://ufcstats.com/fighter-details/b9e871af730f826c
Kimo Leopoldo,10,7,1,190.5,105.75,195.29,Orthodox,55,0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3,04-18-2023,07-17-2005,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Curtis Stout,11,12,1,185.42,83.25,190.08,Southpaw,50,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,04-18-2023,12-03-2005,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
Tiki Ghosn,10,7,1,177.8,76.5,182.27,Orthodox,46,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,04-18-2023,03-29-2008,http://ufcstats.com/fighter-details/cb6783c39c01d896
Wesley Correira,20,16,0,190.5,117.0,195.29,Orthodox,45,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,04-18-2023,02-10-2007,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
Wes Sims,24,14,1 (2 NC),208.28,117.0,213.52,Orthodox,44,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,04-18-2023,01-30-2010,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Jonathan Wiezorek,11,2,0,190.5,112.5,195.29,Southpaw,45,1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0,04-18-2023,11-10-2007,http://ufcstats.com/fighter-details/60884f31ead1609c
Wade Shipp,11,5,0,190.5,110.25,195.29,Orthodox,48,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,04-18-2023,04-02-2004,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
Genki Sudo,15,4,2,175.26,69.75,179.67,Orthodox,45,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,04-18-2023,04-02-2004,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Carlos Newton,16,14,0,175.26,76.5,179.67,Orthodox,47,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,04-18-2023,10-14-2004,http://ufcstats.com/fighter-details/952f6fa06f25a0ec
Lee Murray,8,2,1 (1 NC),190.5,83.25,195.29,Orthodox,46,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8,04-18-2023,09-11-2004,http://ufcstats.com/fighter-details/32016899d0a222a3
Falaniko Vitale,30,11,0,177.8,83.25,182.27,Orthodox,49,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0,04-18-2023,10-03-2008,http://ufcstats.com/fighter-details/445a98acb8985970
David Abbott,10,15,0,182.88,119.25,187.48,Switch,37.85,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,04-18-2023,02-16-2008,http://ufcstats.com/fighter-details/b361180739bed4b0
Pedro Rizzo,20,11,0,185.42,108.45,190.08,Orthodox,49,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,04-18-2023,06-21-2012,http://ufcstats.com/fighter-details/b44f39a5c6596953
Ricco Rodriguez,53,25,0 (1 NC),193.04,119.25,197.9,Orthodox,46,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,04-18-2023,02-16-2008,http://ufcstats.com/fighter-details/50cc91ce2982785d
Keith Rockel,12,4,1,182.88,83.25,187.48,Orthodox,37.85,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6,04-18-2023,11-21-2003,http://ufcstats.com/fighter-details/c75b99887c8c3f5a
Chris Liguori,15,10,0,175.26,83.25,179.67,Orthodox,37.85,0.29,0.33,1.44,0.0,0.0,0.0,0.5,0.0,04-18-2023,11-21-2003,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Nick Agallar,24,6,0,172.72,69.75,177.06,Orthodox,44,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,04-18-2023,11-21-2003,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb
Gan McGee,13,5,0,208.28,119.25,213.52,Orthodox,47,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,04-18-2023,04-25-2004,http://ufcstats.com/fighter-details/d90b630e0561818b
Dave Strasser,25,8,0,177.8,76.5,182.27,Orthodox,54,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,04-18-2023,01-29-2005,http://ufcstats.com/fighter-details/980b4e712489098e
Gerald Strebendt,9,7,0,175.26,69.75,179.67,Orthodox,44,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,04-18-2023,09-26-2003,http://ufcstats.com/fighter-details/04f9fe830cf13482
Ian Freeman,20,7,1,180.34,101.25,184.88,Orthodox,57,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,04-18-2023,06-06-2003,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
Eddie Ruiz,1,1,0,170.18,69.75,174.46,Orthodox,56,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,04-18-2023,06-06-2003,http://ufcstats.com/fighter-details/7b9aa973e5c04624
Romie Aram,7,1,0,177.8,76.5,182.27,Orthodox,46,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0,04-18-2023,04-25-2003,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
Sean Alvarez,4,3,0,182.88,105.75,187.48,Orthodox,52,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0,04-18-2023,04-25-2003,http://ufcstats.com/fighter-details/e741536153227386
Richard Crunkilton,19,4,0,170.18,69.75,174.46,Orthodox,44,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3,04-18-2023,10-10-2009,http://ufcstats.com/fighter-details/22ee260735da0d58
Mark Weir,21,18,1,187.96,83.25,192.69,Southpaw,56,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,04-18-2023,04-02-2006,http://ufcstats.com/fighter-details/9ccdd2ce45903f34
Alexandre Dantas,0,3,0,187.96,107.10000000000001,192.69,Orthodox,44,0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,04-18-2023,02-28-2003,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Gil Castillo,8,5,0,175.26,76.5,179.67,Southpaw,58,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0,04-18-2023,11-22-2002,http://ufcstats.com/fighter-details/31ceaf0e670c1578
Phillip Miller,16,0,0,180.34,83.25,184.88,Orthodox,44,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,04-18-2023,11-22-2002,http://ufcstats.com/fighter-details/18aecaf50f52e4c3
Benji Radach,21,7,0 (1 NC),177.8,83.25,182.27,Orthodox,44,2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,04-18-2023,12-04-2010,http://ufcstats.com/fighter-details/01b39decaf0abf6a
Eugene Jackson,15,9,1,172.72,83.25,177.06,Orthodox,57,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,04-18-2023,09-29-2007,http://ufcstats.com/fighter-details/ce783bf73b5131f9
