,w/l,fighter,kd,str,td,sub,weight class,method,round,time,date,w_fighter,l_fighter,w_kd,l_kd,w_str,l_str,w_td,l_td,w_sub,l_sub,w_win_perc,l_win_perc,w_win_strk,l_win_strk,w_lose_strk,l_lose_strk,ttime,w_wins,w_losses,w_draws,w_height,w_weight,w_reach,w_stance,w_age,w_slpm,w_str. acc.,w_sapm,w_str. def,w_td avg.,w_td acc.,w_td def.,w_sub. avg.,l_wins,l_losses,l_draws,l_height,l_weight,l_reach,l_stance,l_age,l_slpm,l_str. acc.,l_sapm,l_str. def,l_td avg.,l_td acc.,l_td def.,l_sub. avg.
10,win,Cristian Quinonez:Khalid Taha,0:0,19:6,0:0,0:0,Bantamweight,KO/TKO:Punches,1,3:15,2022-09-03,Cristian Quinonez,Khalid Taha,0,0,19,6,0,0,0,0,0,0.25,0,0,0,2,3.25,18.0,3.0,0,172.72,60.75,177.8,Orthodox,26,5.21,0.41,4.6,0.62,0.82,1.0,1.0,0.0,13.0,5.0,0,165.1,60.75,175.26,Orthodox,30,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2
11,win,Stephanie Egger:Ailin Perez,0:0,15:16,2:1,1:0,Women's Featherweight,SUB:Rear Naked Choke,2,4:54,2022-09-03,Stephanie Egger,Ailin Perez,0,0,15,16,2,1,1,0,0.5,0,0,0,1,0,9.9,8.0,0.0,-0,167.64,60.75,172.72,Orthodox,34,1.8,0.56,1.72,0.52,3.22,0.4,0.44,0.8,7.0,0.0,-0,165.1,65.25,167.64000000000001,Switch,28,1.62,0.47,1.52,0.31,1.52,0.33,0.71,0.0
12,win,Stipe Miocic:Francis Ngannou,0:0,70:21,6:0,0:1,Heavyweight,U-DEC:,5,5:00,2018-01-20,Stipe Miocic,Francis Ngannou,0,0,70,21,6,0,0,1,0.85,1.0,5,6,0,0,25.0,20.0,4.0,0,193.04,108.0,203.2,Orthodox,40,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0,17.0,3.0,0,193.04,112.5,210.82,Orthodox,36,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
13,win,Daniel Cormier:Volkan Oezdemir,0:0,32:38,2:0,1:0,Light Heavyweight,KO/TKO:Punches,2,2:00,2018-01-20,Daniel Cormier,Volkan Oezdemir,0,0,32,38,2,0,1,0,0.89,1.0,4,3,0,0,7.0,22.0,3.0,0,180.34,105.75,182.88,Orthodox,43,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,18.0,7.0,0,187.96,92.25,190.5,Orthodox,33,4.53,0.47,3.97,0.55,0.47,0.28,0.8,0.0
14,win,Calvin Kattar:Shane Burgos,1:0,85:89,0:0,0:0,Featherweight,KO/TKO:Punch,3,0:32,2018-01-20,Calvin Kattar,Shane Burgos,1,0,85,89,0,0,0,0,1.0,1.0,1,3,0,0,10.533,23.0,7.0,0,180.34,65.25,182.88,Orthodox,34,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,15.0,3.0,0,180.34,65.25,190.5,Orthodox,31,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
15,win,Gian Villante:Francimar Barroso,0:0,74:74,0:0,0:0,Light Heavyweight,S-DEC:,3,5:00,2018-01-20,Gian Villante,Francimar Barroso,0,0,74,74,0,0,0,0,0.45,0.57,0,0,2,1,15.0,17.0,1.0,-0,190.5,103.5,193.04,Orthodox,37,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,19.0,7.0,0,185.42,92.25,190.5,Orthodox,42,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0
16,win,Rob Font:Thomas Almeida,2:0,41:24,1:0,0:0,Bantamweight,KO/TKO:Kick,2,2:24,2018-01-20,Rob Font,Thomas Almeida,2,0,41,24,1,0,0,0,0.67,0.71,0,0,1,1,7.4,19.0,6.0,0,172.72,60.75,180.34,Orthodox,35,6.38,0.46,3.95,0.57,1.03,0.37,0.55,0.4,22.0,5.0,0,170.18,65.25,177.8,Southpaw,31,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0
17,win,Kyle Bochniak:Brandon Davis,0:0,33:38,3:1,0:0,Featherweight,U-DEC:,3,5:00,2018-01-20,Kyle Bochniak,Brandon Davis,0,0,33,38,3,1,0,0,0.33,0,0,0,1,0,15.0,8.0,0.0,-0,170.18,65.25,177.8,Orthodox,35,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,14.0,1.0,-0,177.8,60.75,182.88,Orthodox,32,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1
18,win,Abdul Razak Alhassan:Sabah Homasi,1:0,13:8,0:1,0:0,Welterweight,KO/TKO:Punch,1,3:47,2018-01-20,Abdul Razak Alhassan,Sabah Homasi,1,0,13,8,0,1,0,0,0.67,0,1,0,0,2,3.783,11.0,5.0,0,177.8,83.25,185.42000000000002,Orthodox,37,3.57,0.48,4.06,0.56,1.04,0.45,0.52,0.0,11.0,8.0,0,182.88,76.5,182.88,Orthodox,34,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0
19,win,Dustin Ortiz:Alexandre Pantoja,0:0,36:19,7:1,0:2,Flyweight,U-DEC:,3,5:00,2018-01-20,Dustin Ortiz,Alexandre Pantoja,0,0,36,19,7,1,0,2,0.55,1.0,1,2,0,0,15.0,19.0,8.0,0,165.1,56.25,165.1,Orthodox,34,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,25.0,5.0,0,165.1,56.25,170.18,Orthodox,32,4.25,0.48,3.38,0.54,1.37,0.4,0.67,1.2
20,win,Julio Arce:Dan Ige,0:0,72:35,0:1,0:0,Featherweight,U-DEC:,3,5:00,2018-01-20,Julio Arce,Dan Ige,0,0,72,35,0,1,0,0,0,0,0,0,0,0,15.0,18.0,5.0,0,170.18,60.75,177.8,Southpaw,33,4.74,0.37,3.08,0.69,0.42,0.27,0.94,0.4,15.0,6.0,0,170.18,65.25,180.34,Orthodox,31,3.8,0.45,3.56,0.56,1.23,0.25,0.51,0.3
21,win,Enrique Barzola:Matt Bessette,0:0,55:43,5:0,0:0,Featherweight,U-DEC:,3,5:00,2018-01-20,Enrique Barzola,Matt Bessette,0,0,55,43,5,0,0,0,0.75,0,2,0,0,0,15.0,17.0,5.0,2,170.18,65.25,177.8,Orthodox,33,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,22.0,9.0,0,177.8,65.25,177.8,Orthodox,38,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
22,win,Islam Makhachev:Gleison Tibau,1:0,3:2,0:0,0:0,Lightweight,KO/TKO:Punch,1,0:57,2018-01-20,Islam Makhachev,Gleison Tibau,1,0,3,2,0,0,0,0,0.75,0.62,2,0,0,2,0.95,23.0,1.0,0,177.8,69.75,177.8,Southpaw,31,2.37,0.59,0.95,0.66,3.42,0.65,0.88,1.3,33.0,1.0,-0,177.8,69.75,180.34,Southpaw,39,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
23,win,Josh Barnett:Randy Couture,0:0,44:18,0:1,1:0,Heavyweight,KO/TKO:Punches,2,4:35,2002-03-22,Josh Barnett,Randy Couture,0,0,44,18,0,1,1,0,0.75,1.0,2,7,0,0,9.583,35.0,8.0,0,190.5,112.5,198.12,Orthodox,45,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,19.0,1.0,-0,185.42,92.25,190.5,Orthodox,59,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
24,win,Pedro Rizzo:Andrei Arlovski,1:0,27:38,0:0,0:0,Heavyweight,KO/TKO:Punch,3,1:45,2002-03-22,Pedro Rizzo,Andrei Arlovski,1,0,27,38,0,0,0,0,0.67,0.5,0,0,2,1,11.75,20.0,1.0,-0,185.42,108.45,189.97,Orthodox,48,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,34.0,2.0,-0,190.5,108.0,195.58,Orthodox,43,3.79,0.45,3.2,0.57,0.4,0.36,0.76,0.2
25,win,Matt Hughes:Hayato Sakurai,0:1,36:5,9:0,0:0,Welterweight,KO/TKO:Punches,4,3:01,2002-03-22,Matt Hughes,Hayato Sakurai,0,1,36,5,9,0,0,0,0.75,0,1,0,0,0,18.017,45.0,9.0,0,175.26,76.5,185.42000000000002,Switch,49,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,38.0,1.0,-2,170.18,75.60000000000001,174.36,Orthodox,47,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3
26,win,Matt Lindland:Pat Miletich,0:0,20:1,1:0,0:0,Middleweight,KO/TKO:Punches,1,3:09,2002-03-22,Matt Lindland,Pat Miletich,0,0,20,1,1,0,0,0,1.0,0.89,3,1,0,0,3.15,22.0,9.0,0,182.88,83.25,187.96,Southpaw,52,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,29.0,7.0,2,177.8,76.5,182.16,Orthodox,54,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
27,win,Evan Tanner:Elvis Sinosic,0:0,7:4,0:0,0:0,Light Heavyweight,KO/TKO:,1,2:06,2002-03-22,Evan Tanner,Elvis Sinosic,0,0,7,4,0,0,0,0,0.8,0.5,1,0,0,1,2.1,32.0,8.0,0,182.88,83.25,187.96,Orthodox,51,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,7.0,0.0,1-2,190.5,92.25,195.58,Orthodox,51,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2
28,win,Frank Mir:Pete Williams,0:0,4:0,0:1,1:0,Heavyweight,SUB:Other - Lock,1,0:46,2002-03-22,Frank Mir,Pete Williams,0,0,4,0,0,1,1,0,1.0,0.43,1,0,0,3,0.767,18.0,1.0,-0,190.5,118.8,200.66,Southpaw,43,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,12.0,6.0,0,190.5,105.75,195.18,Orthodox,47,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9
29,win,Matt Serra:Kelly Dullanty,0:0,2:0,1:0,3:0,Lightweight,SUB:Triangle Choke,1,2:58,2002-03-22,Matt Serra,Kelly Dullanty,0,0,2,0,1,0,3,0,0.5,0,1,0,0,0,2.967,11.0,7.0,0,167.64,76.5,172.72,Orthodox,48,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,4.0,0.0,-0,172.72,69.75,176.96,Orthodox,45,0.0,0.0,0.67,0.75,0.0,0.0,0.66,0.0
30,win,Sean Sherk:Jutaro Nakao,0:0,21:4,7:0,0:0,Welterweight,U-DEC:,3,5:00,2002-03-22,Sean Sherk,Jutaro Nakao,0,0,21,4,7,0,0,0,1.0,1.0,1,1,0,0,15.0,36.0,4.0,1,167.64,69.75,170.18,Orthodox,49,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,25.0,1.0,-4,175.26,76.5,179.56,Southpaw,52,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
31,win,Vitor Belfort:Luke Rockhold,1:0,9:6,0:0,0:0,Middleweight,KO/TKO:Kick,1,2:32,2013-05-18,Vitor Belfort,Luke Rockhold,1,0,9,6,0,0,0,0,0.65,0,1,0,0,0,2.533,26.0,1.0,-0,182.88,83.25,187.96,Southpaw,45,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,16.0,6.0,0,190.5,83.25,195.58,Southpaw,38,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0
32,win,Jacare Souza:Chris Camozzi,0:0,8:4,1:0,1:0,Middleweight,SUB:Arm Triangle,1,3:37,2013-05-18,Jacare Souza,Chris Camozzi,0,0,8,4,1,0,1,0,0,0.75,0,4,0,0,3.617,26.0,1.0,-0,185.42,83.25,182.88,Orthodox,43,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,24.0,1.0,-0,187.96,83.25,190.5,Orthodox,36,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5
33,win,Rafael Dos Anjos:Evan Dunham,0:0,66:68,0:3,0:0,Lightweight,U-DEC:,3,5:00,2013-05-18,Rafael Dos Anjos,Evan Dunham,0,0,66,68,0,3,0,0,0.64,0.7,3,1,0,0,15.0,31.0,1.0,-0,172.72,69.75,177.8,Southpaw,38,3.58,0.46,3.23,0.61,1.96,0.34,0.59,0.5,18.0,9.0,1,177.8,69.75,177.8,Southpaw,41,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0
34,win,Rafael Natal:Joao Zeferino,0:0,29:14,1:0,0:2,Middleweight,U-DEC:,3,5:00,2013-05-18,Rafael Natal,Joao Zeferino,0,0,29,14,1,0,0,2,0.6,0,1,0,0,0,15.0,21.0,9.0,1,182.88,83.25,195.58,Orthodox,40,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,21.0,9.0,0,180.34,76.5,184.77,Orthodox,36,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0
35,win,Nik Lentz:Hacran Dias,1:0,42:40,4:1,0:1,Featherweight,U-DEC:,3,5:00,2013-05-18,Nik Lentz,Hacran Dias,1,0,42,40,4,1,0,1,0.78,1.0,2,1,0,0,15.0,30.0,1.0,-2,172.72,65.25,172.72,Orthodox,38,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,23.0,6.0,1,172.72,69.75,175.26,Orthodox,38,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5
36,win,Francisco Trinaldo:Mike Rio,0:0,5:5,1:1,1:0,Lightweight,SUB:Arm Triangle,1,3:08,2013-05-18,Francisco Trinaldo,Mike Rio,0,0,5,5,1,1,1,0,0.67,1.0,1,1,0,0,3.133,28.0,9.0,0,175.26,76.5,177.8,Southpaw,44,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,10.0,5.0,0,177.8,69.75,177.8,Orthodox,41,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0
37,win,Gleison Tibau:John Cholish,0:0,21:9,2:0,1:0,Lightweight,SUB:Guillotine Choke,2,2:34,2013-05-18,Gleison Tibau,John Cholish,0,0,21,9,2,0,1,0,0.61,0.5,0,0,1,1,7.567,33.0,1.0,-0,177.8,69.75,180.34,Southpaw,39,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,8.0,0.0,-0,180.34,69.75,187.96,Orthodox,39,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4
38,win,Paulo Thiago:Michel Prazeres,0:0,46:30,2:3,0:0,Welterweight,U-DEC:,3,5:00,2013-05-18,Paulo Thiago,Michel Prazeres,0,0,46,30,2,3,0,0,0.44,0,0,0,2,0,15.0,18.0,9.0,0,180.34,76.5,187.96,Orthodox,41,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,26.0,4.0,0,167.64,76.5,170.18,Orthodox,41,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6
39,win,Iuri Alcantara:Iliarde Santos,0:0,19:3,0:0,0:0,Bantamweight,KO/TKO:Punch,1,2:31,2013-05-18,Iuri Alcantara,Iliarde Santos,0,0,19,3,0,0,0,0,0.67,0,0,0,1,0,2.517,35.0,1.0,-0,175.26,60.75,180.34,Southpaw,42,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,30.0,1.0,-1,165.1,56.25,170.18,Orthodox,42,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0
40,win,Fabio Maldonado:Roger Hollett,0:0,100:29,1:2,0:0,Light Heavyweight,U-DEC:,3,5:00,2013-05-18,Fabio Maldonado,Roger Hollett,0,0,100,29,1,2,0,0,0.25,0,0,0,3,1,15.0,23.0,1.0,-0,185.42,92.25,190.5,Orthodox,42,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,13.0,5.0,0,180.34,92.25,184.77,Orthodox,44,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0
41,win,John Lineker:Azamat Gashimov,3:0,36:7,0:0,0:0,Flyweight,KO/TKO:Punch,2,1:07,2013-05-18,John Lineker,Azamat Gashimov,3,0,36,7,0,0,0,0,0.5,0,1,0,0,1,6.117,31.0,9.0,0,160.02,60.75,170.18,Orthodox,32,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,8.0,0.0,-0,167.64,56.25,171.75,Orthodox,32,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0
42,win,Jussier Formiga:Chris Cariaso,0:0,10:26,4:1,0:1,Flyweight,U-DEC:,3,5:00,2013-05-18,Jussier Formiga,Chris Cariaso,0,0,10,26,4,1,0,1,0,0.67,0,0,1,1,15.0,23.0,8.0,0,165.1,56.25,170.18,Orthodox,37,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,17.0,8.0,0,160.02,56.25,162.56,Southpaw,41,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
43,win,Lucas Martins:Jeremy Larsen,1:1,39:52,0:2,0:0,Lightweight,KO/TKO:Punch,3,0:13,2013-05-18,Lucas Martins,Jeremy Larsen,1,1,39,52,0,2,0,0,0,0,0,0,1,1,10.217,19.0,3.0,0,182.88,65.25,182.88,Southpaw,34,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,8.0,0.0,-0,177.8,65.25,177.8,Orthodox,38,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0
44,win,Rory MacDonald:Tarec Saffiedine,1:0,47:42,1:0,0:0,Welterweight,KO/TKO:Punch,3,1:28,2014-10-04,Rory MacDonald,Tarec Saffiedine,1,0,47,42,1,0,0,0,0.8,1.0,2,1,0,0,11.467,19.0,4.0,0,182.88,76.5,193.04,Orthodox,33,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,16.0,7.0,0,177.8,76.5,177.8,Switch,36,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
45,win,Raphael Assuncao:Bryan Caraway,0:0,75:39,2:2,0:0,Bantamweight,U-DEC:,3,5:00,2014-10-04,Raphael Assuncao,Bryan Caraway,0,0,75,39,2,2,0,0,0.86,0.8,6,2,0,0,15.0,28.0,9.0,0,165.1,60.75,167.64000000000001,Orthodox,40,3.24,0.41,2.41,0.67,1.47,0.38,0.78,0.3,21.0,9.0,0,172.72,60.75,172.72,Orthodox,38,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8
46,win,Chad Laprise:Yosdenis Cedeno,0:0,35:17,4:0,0:0,Lightweight,U-DEC:,3,5:00,2014-10-04,Chad Laprise,Yosdenis Cedeno,0,0,35,17,4,0,0,0,1.0,0.5,1,1,0,0,15.0,13.0,4.0,0,177.8,76.5,180.34,Orthodox,36,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,10.0,6.0,1,172.72,69.75,175.26,Orthodox,37,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3
47,win,Elias Theodorou:Bruno Santos,0:0,43:16,3:4,0:0,Middleweight,U-DEC:,3,5:00,2014-10-04,Elias Theodorou,Bruno Santos,0,0,43,16,3,4,0,0,1.0,0.5,1,1,0,0,15.0,16.0,3.0,0,185.42,83.25,190.5,Orthodox,34,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,15.0,2.0,0,175.26,83.25,179.56,Orthodox,35,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3
48,win,Nordine Taleb:Li Jingliang,0:0,66:43,2:2,0:0,Welterweight,S-DEC:,3,5:00,2014-10-04,Nordine Taleb,Li Jingliang,0,0,66,43,2,2,0,0,1.0,1.0,1,1,0,0,15.0,15.0,7.0,0,185.42,76.5,187.96,Orthodox,41,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,19.0,8.0,0,182.88,76.5,180.34,Orthodox,34,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0
49,win,Mitch Gagnon:Roman Salazar,0:0,5:3,1:0,1:0,Bantamweight,SUB:Rear Naked Choke,1,2:06,2014-10-04,Mitch Gagnon,Roman Salazar,0,0,5,3,1,0,1,0,0.75,0,3,0,0,0,2.1,12.0,5.0,0,165.1,60.75,165.1,Southpaw,38,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,10.0,6.0,0,170.18,60.75,174.36,Orthodox,34,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
50,win,Daron Cruickshank:Anthony Njokuani,0:0,42:40,6:0,0:0,Lightweight,U-DEC:,3,5:00,2014-10-04,Daron Cruickshank,Anthony Njokuani,0,0,42,40,6,0,0,0,0.62,0.43,0,0,1,1,15.0,18.0,1.0,-0,172.72,69.75,182.88,Switch,37,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,16.0,1.0,-0,185.42,69.75,190.5,Orthodox,42,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
51,win,Olivier Aubin-Mercier:Jake Lindsey,0:0,31:24,2:1,1:0,Lightweight,SUB:Inverted Triangle,2,3:22,2014-10-04,Olivier Aubin-Mercier,Jake Lindsey,0,0,31,24,2,1,1,0,0,0,0,0,1,1,8.367,11.0,5.0,0,175.26,69.75,177.8,Southpaw,33,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,12.0,7.0,0,180.34,69.75,184.77,Switch,36,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0
52,win,Paul Felder:Jason Saggo,0:1,51:29,1:6,0:0,Lightweight,S-DEC:,3,5:00,2014-10-04,Paul Felder,Jason Saggo,0,1,51,29,1,6,0,0,0,1.0,0,1,0,0,15.0,17.0,6.0,0,180.34,69.75,177.8,Orthodox,38,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,12.0,4.0,0,180.34,69.75,180.34,Orthodox,37,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0
53,win,Chris Kelades:Paddy Holohan,0:0,50:26,2:3,1:0,Flyweight,U-DEC:,3,5:00,2014-10-04,Chris Kelades,Paddy Holohan,0,0,50,26,2,3,1,0,0,1.0,0,1,0,0,15.0,9.0,0.0,-0,170.18,56.25,172.72,Orthodox,41,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,12.0,2.0,1,177.8,56.25,175.26,Orthodox,34,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
54,win,Albert Tumenov:Matt Dwyer,2:0,4:0,0:0,0:0,Welterweight,KO/TKO:Kick,1,1:03,2014-10-04,Albert Tumenov,Matt Dwyer,2,0,4,0,0,0,0,0,0.5,0,1,0,0,0,1.05,18.0,4.0,0,180.34,76.5,185.42000000000002,Orthodox,31,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,9.0,0.0,-0,193.04,76.5,193.04,Orthodox,33,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0
55,win,Tim Sylvia:Andrei Arlovski,1:1,13:11,0:0,0:0,Heavyweight,KO/TKO:Punch,1,2:43,2006-04-15,Tim Sylvia,Andrei Arlovski,1,1,13,11,0,0,0,0,0.71,0.78,2,6,0,0,2.717,31.0,1.0,-0,203.2,119.25,203.2,Orthodox,46,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,34.0,2.0,-0,190.5,108.0,195.58,Orthodox,43,3.79,0.45,3.2,0.57,0.4,0.36,0.76,0.2
56,win,Sean Sherk:Nick Diaz,0:0,39:57,2:1,0:3,Welterweight,U-DEC:,3,5:00,2006-04-15,Sean Sherk,Nick Diaz,0,0,39,57,2,1,0,3,0.6,0.57,0,0,2,2,15.0,36.0,4.0,1,167.64,69.75,170.18,Orthodox,49,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,26.0,1.0,-0,185.42,76.5,193.04,Southpaw,39,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0
57,win,Tito Ortiz:Forrest Griffin,0:0,61:58,3:0,0:0,Light Heavyweight,S-DEC:,3,5:00,2006-04-15,Tito Ortiz,Forrest Griffin,0,0,61,58,3,0,0,0,0.73,1.0,2,3,0,0,15.0,19.0,1.0,-1,190.5,92.25,187.96,Orthodox,47,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,19.0,7.0,0,190.5,92.25,195.58,Orthodox,43,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7
58,win,Evan Tanner:Justin Levens,0:0,10:2,1:0,2:1,Middleweight,SUB:Triangle Choke,1,3:14,2006-04-15,Evan Tanner,Justin Levens,0,0,10,2,1,0,2,1,0.71,0,0,0,2,0,3.233,32.0,8.0,0,182.88,83.25,187.96,Orthodox,51,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,10.0,7.0,0,180.34,83.25,184.77,Orthodox,42,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1
59,win,Jeff Monson:Marcio Cruz,0:0,32:40,2:0,0:0,Heavyweight,S-DEC:,3,5:00,2006-04-15,Jeff Monson,Marcio Cruz,0,0,32,40,2,0,0,0,0.5,1.0,1,2,0,0,15.0,60.0,2.0,-1,175.26,111.15,187.96,Orthodox,51,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,8.0,0.0,-0,193.04,104.4,197.78,Orthodox,44,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6
60,win,Karo Parisyan:Nick Thompson,0:0,18:2,2:1,0:0,Welterweight,KO/TKO:Punches,1,4:44,2006-04-15,Karo Parisyan,Nick Thompson,0,0,18,2,2,1,0,0,0.8,1.0,3,1,0,0,4.733,24.0,1.0,-0,177.8,76.5,182.88,Orthodox,40,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,38.0,1.0,-1,185.42,76.5,187.96,Orthodox,41,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6
61,win,David Terrell:Scott Smith,0:0,10:3,1:0,2:0,Middleweight,SUB:Rear Naked Choke,1,3:08,2006-04-15,David Terrell,Scott Smith,0,0,10,3,1,0,2,0,0.5,0,0,0,1,0,3.133,6.0,0.0,-0,185.42,83.25,189.97,Southpaw,44,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,18.0,1.0,-0,182.88,83.25,177.8,Orthodox,43,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
62,win,Jason Lambert:Terry Martin,0:0,31:15,0:1,0:0,Light Heavyweight,KO/TKO:Punches,2,2:37,2006-04-15,Jason Lambert,Terry Martin,0,0,31,15,0,1,0,0,1.0,0,1,0,0,1,7.617,26.0,1.0,-0,190.5,83.25,190.5,Orthodox,47,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,23.0,1.0,-0,172.72,83.25,180.34,Orthodox,42,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0
63,win,Thiago Alves:Derrick Noble,1:0,11:18,0:0,0:0,Welterweight,KO/TKO:Punches,1,2:54,2006-04-15,Thiago Alves,Derrick Noble,1,0,11,18,0,0,0,0,0.5,0,1,0,0,0,2.9,23.0,1.0,-0,175.26,76.5,177.8,Orthodox,39,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,27.0,1.0,-1,175.26,76.5,179.56,Southpaw,44,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0
64,win,TJ Dillashaw:Cody Garbrandt,2:0,45:17,0:0,0:0,Bantamweight,KO/TKO:Punches,1,4:10,2018-08-04,TJ Dillashaw,Cody Garbrandt,2,0,45,17,0,0,0,0,0.79,0.86,3,0,0,1,4.167,18.0,5.0,0,167.64,60.75,170.18,Orthodox,36,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,12.0,5.0,0,172.72,60.75,165.1,Orthodox,31,3.16,0.38,4.22,0.6,1.02,0.3,0.83,0.0
65,win,Henry Cejudo:Demetrious Johnson,0:0,51:81,3:1,0:0,Flyweight,S-DEC:,5,5:00,2018-08-04,Henry Cejudo,Demetrious Johnson,0,0,51,81,3,1,0,0,0.75,0.94,2,13,0,0,25.0,16.0,2.0,0,162.56,60.75,162.56,Orthodox,35,3.92,0.45,2.77,0.65,2.12,0.33,0.93,0.2,27.0,3.0,1,160.02,56.25,167.64000000000001,Orthodox,36,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5
