,w/l,fighter,kd,str,td,sub,weight class,method,round,time,date,w_fighter,l_fighter,w_kd,l_kd,w_str,l_str,w_td,l_td,w_sub,l_sub,w_win_perc,l_win_perc,w_win_strk,l_win_strk,w_lose_strk,l_lose_strk,ttime,w_wins,w_losses,w_draws,w_height,w_weight,w_reach,w_stance,w_age,w_slpm,w_str. acc.,w_sapm,w_str. def,w_td avg.,w_td acc.,w_td def.,w_sub. avg.,l_wins,l_losses,l_draws,l_height,l_weight,l_reach,l_stance,l_age,l_slpm,l_str. acc.,l_sapm,l_str. def,l_td avg.,l_td acc.,l_td def.,l_sub. avg.
4853,win,Trevin Giles:James Krause,0:0,71:44,0:1,1:4,Middleweight,S-DEC:,3,5:00,2020-02-08,Trevin Giles,James Krause,0,0,71,44,0,1,1,4,0.5,0.73,0,6,2,0,15.0,15.0,4.0,0,182.88,76.5,187.96,Orthodox,30,2.9,0.54,1.99,0.6,1.46,0.57,0.73,0.4,28.0,9.0,0,187.96,76.5,185.42000000000002,Orthodox,36,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9
4854,win,Lauren Murphy:Andrea Lee,0:0,80:104,2:0,0:1,Women's Flyweight,S-DEC:,3,5:00,2020-02-08,Lauren Murphy,Andrea Lee,0,0,80,104,2,0,0,1,0.43,0.75,1,0,0,1,15.0,16.0,5.0,0,165.1,56.25,170.18,Orthodox,39,3.84,0.4,4.45,0.58,1.11,0.34,0.71,0.1,13.0,6.0,0,167.64,56.25,175.26,Orthodox,33,5.43,0.49,3.64,0.64,1.68,0.5,0.56,0.7
4855,win,Khaos Williams:Alex Morono,1:0,10:1,0:0,0:0,Welterweight,KO/TKO:Punch,1,0:27,2020-02-08,Khaos Williams,Alex Morono,1,0,10,1,0,0,0,0,0,0.75,0,3,0,0,0.45,13.0,3.0,0,182.88,76.5,195.58,Orthodox,28,5.0,0.37,4.12,0.48,0.0,0.0,0.75,0.0,22.0,7.0,0,180.34,76.5,182.88,Orthodox,32,5.36,0.43,4.01,0.57,0.32,0.2,0.51,0.3
4856,win,Mario Bautista:Miles Johns,1:0,18:13,0:0,0:0,Bantamweight,KO/TKO:Flying Knee,2,1:41,2020-02-08,Mario Bautista,Miles Johns,1,0,18,13,0,0,0,0,0.5,1.0,1,1,0,0,6.683,11.0,2.0,0,175.26,60.75,175.26,Switch,29,5.61,0.5,3.92,0.54,2.25,0.66,0.66,1.1,12.0,2.0,0,170.18,60.75,167.64000000000001,Orthodox,28,3.85,0.51,2.9,0.69,0.83,0.28,0.92,0.0
4857,win,Andre Ewell:Jonathan Martinez,0:0,80:66,0:0,0:0,Bantamweight,S-DEC:,3,5:00,2020-02-08,Andre Ewell,Jonathan Martinez,0,0,80,66,0,0,0,0,0.5,0.67,0,2,1,0,15.0,17.0,9.0,0,172.72,65.25,190.5,Southpaw,34,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,17.0,4.0,0,172.72,60.75,177.8,Southpaw,28,4.84,0.49,3.88,0.58,0.51,0.45,0.7,0.0
4858,win,Youssef Zalal:Austin Lingo,0:0,31:12,6:1,2:0,Featherweight,U-DEC:,3,5:00,2020-02-08,Youssef Zalal,Austin Lingo,0,0,31,12,6,1,2,0,0,0,0,0,0,0,15.0,10.0,5.0,1,177.8,60.75,182.88,Switch,26,2.75,0.48,1.75,0.64,2.14,0.31,0.6,1.1,9.0,0.0,-0,177.8,65.25,177.8,Orthodox,28,4.0,0.42,3.82,0.58,0.67,0.66,0.8,0.0
4859,win,Stephan Bonnar:Keith Jardine,1:0,33:64,1:0,1:0,Light Heavyweight,U-DEC:,3,5:00,2006-04-06,Stephan Bonnar,Keith Jardine,1,0,33,64,1,0,1,0,0.67,1.0,2,2,0,0,15.0,15.0,9.0,0,193.04,92.25,200.66,Orthodox,45,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,17.0,1.0,-2,187.96,83.25,193.04,Orthodox,47,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7
4860,win,Rashad Evans:Sam Hoger,0:0,23:18,9:0,0:2,Light Heavyweight,S-DEC:,3,5:00,2006-04-06,Rashad Evans,Sam Hoger,0,0,23,18,9,0,0,2,1.0,0.67,1,1,0,0,15.0,19.0,8.0,1,182.88,92.25,190.5,Orthodox,43,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,10.0,4.0,0,187.96,92.25,192.57,Orthodox,42,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3
4861,win,Josh Neer:Joe Stevenson,1:0,46:31,0:2,0:3,Welterweight,U-DEC:,3,5:00,2006-04-06,Josh Neer,Joe Stevenson,1,0,46,31,0,2,0,3,0.5,1.0,1,1,0,0,15.0,36.0,1.0,-1,180.34,76.5,182.88,Orthodox,39,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,33.0,1.0,-0,170.18,65.25,177.8,Orthodox,40,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
4862,win,Chris Leben:Luigi Fioravanti,0:0,36:20,5:0,0:0,Middleweight,U-DEC:,3,5:00,2006-04-06,Chris Leben,Luigi Fioravanti,0,0,36,20,5,0,0,0,1.0,0,4,0,0,0,15.0,22.0,1.0,-0,180.34,83.25,185.42000000000002,Southpaw,42,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,26.0,1.0,-0,172.72,76.5,177.8,Orthodox,41,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
4863,win,Luke Cummo:Jason Von Flue,0:0,43:17,3:2,3:1,Welterweight,U-DEC:,3,5:00,2006-04-06,Luke Cummo,Jason Von Flue,0,0,43,17,3,2,3,1,0,1.0,0,1,1,0,15.0,6.0,0.0,-0,182.88,76.5,187.96,Orthodox,42,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,14.0,1.0,-1,182.88,76.5,187.37,Orthodox,47,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5
4864,win,Jon Fitch:Joshua Burkman,1:0,25:20,3:1,1:1,Welterweight,SUB:Rear Naked Choke,2,4:57,2006-04-06,Jon Fitch,Joshua Burkman,1,0,25,20,3,1,1,1,1.0,1.0,1,2,0,0,9.95,30.0,7.0,1,182.88,76.5,187.96,Orthodox,44,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,28.0,1.0,-0,177.8,76.5,182.88,Orthodox,42,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
4865,win,Dan Christison:Brad Imes,0:0,73:58,0:2,1:0,Heavyweight,SUB:Armbar,3,3:37,2006-04-06,Dan Christison,Brad Imes,0,0,73,58,0,2,1,0,0,0,0,0,0,1,13.617,20.0,7.0,0,203.2,119.25,208.19,Orthodox,50,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1,13.0,7.0,0,200.66,119.25,205.59,Orthodox,45,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0
4866,win,Josh Koscheck:Ansar Chalangov,0:0,2:2,2:0,1:1,Welterweight,SUB:Rear Naked Choke,1,3:29,2006-04-06,Josh Koscheck,Ansar Chalangov,0,0,2,2,2,0,1,1,0.67,0,0,0,1,1,3.483,17.0,1.0,-0,177.8,76.5,185.42000000000002,Orthodox,45,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,14.0,5.0,0,175.26,76.5,179.56,Orthodox,43,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6
4867,win,Chael Sonnen:Trevor Prangley,0:0,25:7,7:0,0:2,Middleweight,U-DEC:,3,5:00,2006-04-06,Chael Sonnen,Trevor Prangley,0,0,25,7,7,0,0,2,0,0.67,0,0,1,1,15.0,29.0,1.0,-1,185.42,92.25,185.42000000000002,Southpaw,45,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,34.0,1.0,-2,185.42,83.25,190.5,Orthodox,50,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0
4868,win,Anthony Johnson:Ryan Bader,0:0,11:0,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,1:26,2016-01-30,Anthony Johnson,Ryan Bader,0,0,11,0,0,0,0,0,0.69,0.76,1,5,0,0,1.433,22.0,6.0,0,187.96,92.25,198.12,Orthodox,38,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,23.0,5.0,0,187.96,92.25,187.96,Orthodox,39,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
4869,win,Ben Rothwell:Josh Barnett,0:0,35:35,0:0,1:0,Heavyweight,SUB:Guillotine Choke,2,3:48,2016-01-30,Ben Rothwell,Josh Barnett,0,0,35,35,0,0,1,0,0.62,0.75,3,1,0,0,8.8,39.0,1.0,-0,193.04,119.25,198.12,Orthodox,41,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,35.0,8.0,0,190.5,112.5,198.12,Orthodox,45,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
4870,win,Jimmie Rivera:Iuri Alcantara,0:0,45:41,3:0,0:0,Bantamweight,U-DEC:,3,5:00,2016-01-30,Jimmie Rivera,Iuri Alcantara,0,0,45,41,3,0,0,0,1.0,0.7,2,1,0,0,15.0,23.0,5.0,0,162.56,60.75,172.72,Orthodox,33,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,35.0,1.0,-0,175.26,60.75,180.34,Southpaw,42,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8
4871,win,Bryan Barberena:Sage Northcutt,0:0,26:18,1:1,1:0,Welterweight,SUB:Arm Triangle,2,3:06,2016-01-30,Bryan Barberena,Sage Northcutt,0,0,26,18,1,1,1,0,0.5,1.0,0,2,1,0,8.1,18.0,8.0,0,182.88,76.5,182.88,Southpaw,33,6.11,0.48,5.01,0.44,0.16,0.25,0.55,0.3,11.0,2.0,0,182.88,76.5,180.34,Orthodox,26,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
4872,win,Tarec Saffiedine:Jake Ellenberger,0:0,54:30,0:0,0:0,Welterweight,U-DEC:,3,5:00,2016-01-30,Tarec Saffiedine,Jake Ellenberger,0,0,54,30,0,0,0,0,0.5,0.6,0,0,1,1,15.0,16.0,7.0,0,177.8,76.5,177.8,Switch,36,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,31.0,1.0,-0,175.26,76.5,180.34,Orthodox,37,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4
4873,win,Diego Ferreira:Olivier Aubin-Mercier,0:0,65:49,0:1,0:0,Lightweight,U-DEC:,3,5:00,2016-01-30,Diego Ferreira,Olivier Aubin-Mercier,0,0,65,49,0,1,0,0,0.5,0.75,0,3,2,0,15.0,17.0,5.0,0,175.26,69.75,187.96,Orthodox,37,4.67,0.37,3.35,0.56,0.75,0.24,0.63,0.8,11.0,5.0,0,175.26,69.75,177.8,Southpaw,33,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5
4874,win,Rafael Natal:Kevin Casey,1:0,54:16,4:0,0:0,Middleweight,KO/TKO:Punches,3,3:37,2016-01-30,Rafael Natal,Kevin Casey,1,0,54,16,4,0,0,0,0.67,0.5,3,1,0,0,13.617,21.0,9.0,1,182.88,83.25,195.58,Orthodox,40,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,9.0,0.0,-2,180.34,83.25,195.58,Southpaw,41,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4
4875,win,Wilson Reis:Dustin Ortiz,0:0,48:45,9:1,0:0,Flyweight,U-DEC:,3,5:00,2016-01-30,Wilson Reis,Dustin Ortiz,0,0,48,45,9,1,0,0,0.6,0.67,0,1,1,0,15.0,23.0,1.0,-0,162.56,56.25,165.1,Southpaw,37,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,19.0,8.0,0,165.1,56.25,165.1,Orthodox,34,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1
4876,win,Alexander Yakovlev:George Sullivan,1:0,15:14,2:0,0:0,Welterweight,KO/TKO:Punches,1,3:59,2016-01-30,Alexander Yakovlev,George Sullivan,1,0,15,14,2,0,0,0,0.33,0.75,1,1,0,0,3.983,24.0,1.0,-1,190.5,69.75,187.96,Southpaw,38,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,17.0,7.0,0,182.88,76.5,185.42000000000002,Orthodox,41,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
4877,win,Alex Caceres:Masio Fullen,0:0,74:36,1:0,0:0,Featherweight,U-DEC:,3,5:00,2016-01-30,Alex Caceres,Masio Fullen,0,0,74,36,1,0,0,0,0.45,0.5,0,0,3,1,15.0,19.0,1.0,-0,177.8,65.25,185.42000000000002,Southpaw,34,4.15,0.51,2.92,0.64,0.58,0.7,0.64,0.8,11.0,7.0,0,177.8,65.25,177.8,Orthodox,36,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0
4878,win,Randy Brown:Matt Dwyer,0:0,48:46,1:1,1:0,Welterweight,U-DEC:,3,5:00,2016-01-30,Randy Brown,Matt Dwyer,0,0,48,46,1,1,1,0,0,0.33,0,0,0,1,15.0,16.0,4.0,0,190.5,76.5,198.12,Orthodox,32,4.38,0.48,3.25,0.54,0.69,0.33,0.71,0.6,9.0,0.0,-0,193.04,76.5,193.04,Orthodox,33,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0
4879,win,Anthony Rocco Martin:Felipe Olivieri,0:0,60:87,2:0,1:0,Lightweight,SUB:Rear Naked Choke,3,3:02,2016-01-30,Anthony Rocco Martin,Felipe Olivieri,0,0,60,87,2,0,1,0,0.25,0,0,0,1,0,13.033,17.0,6.0,0,182.88,76.5,185.42000000000002,Orthodox,33,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,14.0,5.0,0,175.26,69.75,179.56,Orthodox,37,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0
4880,win,Junior Dos Santos:Blagoy Ivanov,0:0,110:51,0:0,0:0,Heavyweight,U-DEC:,5,5:00,2018-07-14,Junior Dos Santos,Blagoy Ivanov,0,0,110,51,0,0,0,0,0.75,0,0,0,1,0,25.0,21.0,9.0,0,193.04,107.10000000000001,195.58,Orthodox,38,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,19.0,4.0,0,180.34,112.5,185.42000000000002,Southpaw,36,3.44,0.41,4.21,0.54,0.9,0.4,0.77,0.1
4881,win,Sage Northcutt:Zak Ottow,1:1,24:6,1:1,1:1,Welterweight,KO/TKO:Punch,2,3:13,2018-07-14,Sage Northcutt,Zak Ottow,1,1,24,6,1,1,1,1,0.71,0.6,2,1,0,0,8.217,11.0,2.0,0,182.88,76.5,180.34,Orthodox,26,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,17.0,7.0,0,180.34,76.5,182.88,Orthodox,36,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4
4882,win,Ricky Glenn:Dennis Bermudez,0:0,48:42,0:6,1:0,Featherweight,S-DEC:,3,5:00,2018-07-14,Ricky Glenn,Dennis Bermudez,0,0,48,42,0,6,1,0,0.5,0.6,0,0,1,3,15.0,22.0,6.0,2,182.88,69.75,177.8,Southpaw,33,4.03,0.43,3.89,0.52,0.57,0.13,0.68,0.4,17.0,9.0,0,167.64,69.75,167.64000000000001,Orthodox,36,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1
4883,win,Niko Price:Randy Brown,0:0,12:13,1:1,0:0,Welterweight,KO/TKO:Punch,2,1:09,2018-07-14,Niko Price,Randy Brown,0,0,12,13,1,1,0,0,0.75,0.67,1,1,0,0,6.15,15.0,5.0,0,182.88,76.5,193.04,Orthodox,33,5.16,0.42,5.67,0.47,0.79,0.22,0.65,0.8,16.0,4.0,0,190.5,76.5,198.12,Orthodox,32,4.38,0.48,3.25,0.54,0.69,0.33,0.71,0.6
4884,win,Chad Mendes:Myles Jury,1:0,17:3,0:0,0:0,Featherweight,KO/TKO:Punch,1,2:52,2018-07-14,Chad Mendes,Myles Jury,1,0,17,3,0,0,0,0,0.67,0.8,0,2,2,0,2.867,18.0,5.0,0,167.64,65.25,167.64000000000001,Orthodox,37,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,17.0,4.0,0,177.8,65.25,185.42000000000002,Orthodox,34,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3
4885,win,Cat Zingano:Marion Reneau,0:0,33:14,6:0,0:0,Women's Bantamweight,U-DEC:,3,5:00,2018-07-14,Cat Zingano,Marion Reneau,0,0,33,14,6,0,0,0,0.4,0.71,0,3,3,0,15.0,10.0,4.0,0,167.64,65.25,172.72,Southpaw,40,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8,9.0,0.0,-1,167.64,60.75,172.72,Orthodox,45,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8
4886,win,Alejandro Perez:Eddie Wineland,0:0,53:48,0:0,0:0,Bantamweight,U-DEC:,3,5:00,2018-07-14,Alejandro Perez,Eddie Wineland,0,0,53,48,0,0,0,0,0.86,0.45,5,0,0,1,15.0,23.0,9.0,1,167.64,60.75,170.18,Orthodox,33,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,24.0,1.0,-1,170.18,60.75,175.26,Orthodox,38,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1
4887,win,Alexander Volkanovski:Darren Elkins,2:0,100:82,2:1,3:0,Featherweight,U-DEC:,3,5:00,2018-07-14,Alexander Volkanovski,Darren Elkins,2,0,100,82,2,1,3,0,1.0,0.78,4,6,0,0,15.0,25.0,1.0,0,167.64,65.25,180.34,Orthodox,34,6.79,0.57,3.53,0.6,1.71,0.36,0.73,0.2,28.0,1.0,-0,177.8,65.25,180.34,Orthodox,38,3.52,0.38,3.16,0.51,2.76,0.33,0.56,1.1
4888,win,Said Nurmagomedov:Justin Scoggins,0:0,65:32,1:0,0:0,Flyweight,S-DEC:,3,5:00,2018-07-14,Said Nurmagomedov,Justin Scoggins,0,0,65,32,1,0,0,0,0,0.5,0,0,0,2,15.0,16.0,2.0,0,172.72,60.75,177.8,Orthodox,30,4.15,0.46,2.2,0.61,0.61,0.1,0.7,0.3,11.0,5.0,0,170.18,56.25,167.64000000000001,Southpaw,30,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5
4889,win,Raoni Barcelos:Kurt Holobaugh,1:0,82:102,3:1,0:0,Featherweight,KO/TKO:Punch,3,1:29,2018-07-14,Raoni Barcelos,Kurt Holobaugh,1,0,82,102,3,1,0,0,0,0,0,0,0,1,11.483,17.0,3.0,0,170.18,60.75,170.18,Orthodox,35,5.82,0.52,4.94,0.62,1.71,0.42,0.93,0.4,17.0,7.0,0,180.34,69.75,177.8,Orthodox,36,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7
4890,win,Liz Carmouche:Jennifer Maia,0:0,53:42,3:0,0:0,Women's Flyweight,U-DEC:,3,5:00,2018-07-14,Liz Carmouche,Jennifer Maia,0,0,53,42,3,0,0,0,0.43,0,0,0,1,0,15.0,13.0,7.0,0,167.64,56.25,167.64000000000001,Orthodox,38,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,19.0,9.0,1,162.56,56.25,162.56,Orthodox,34,3.61,0.36,4.24,0.54,0.33,0.3,0.55,0.1
4891,win,Mark De La Rosa:Elias Garcia,0:0,25:19,2:0,1:0,Flyweight,SUB:Rear Naked Choke,2,2:00,2018-07-14,Mark De La Rosa,Elias Garcia,0,0,25,19,2,0,1,0,0,0,0,0,1,0,7.0,11.0,5.0,0,167.64,60.75,165.1,Orthodox,28,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,6.0,0.0,-0,165.1,56.25,170.18,Southpaw,30,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4
4892,win,Jessica Aguilar:Jodie Esquibel,0:0,128:81,0:0,0:0,Women's Strawweight,U-DEC:,3,5:00,2018-07-14,Jessica Aguilar,Jodie Esquibel,0,0,128,81,0,0,0,0,0,0,0,0,2,1,15.0,20.0,8.0,0,160.02,51.75,160.02,Orthodox,40,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,6.0,0.0,-0,154.94,51.75,162.56,Orthodox,36,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0
4893,win,Derrick Lewis:Travis Browne,1:0,39:21,0:0,0:0,Heavyweight,KO/TKO:Punch,2,3:12,2017-02-19,Derrick Lewis,Travis Browne,1,0,39,21,0,0,0,0,0.8,0.64,5,0,0,2,8.2,26.0,1.0,-0,190.5,117.0,200.66,Orthodox,37,2.57,0.5,2.57,0.41,0.6,0.28,0.55,0.0,18.0,7.0,1,198.12,114.75,200.66,Orthodox,40,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
4894,win,Johny Hendricks:Hector Lombard,0:0,51:37,0:2,0:0,Middleweight,U-DEC:,3,5:00,2017-02-19,Johny Hendricks,Hector Lombard,0,0,51,37,0,2,0,0,0.67,0.43,0,0,3,2,15.0,18.0,8.0,0,175.26,83.25,175.26,Southpaw,39,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,34.0,1.0,-1,175.26,83.25,180.34,Southpaw,44,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5
4895,win,Gavin Tucker:Sam Sicilia,0:0,55:10,1:0,0:0,Featherweight,U-DEC:,3,5:00,2017-02-19,Gavin Tucker,Sam Sicilia,0,0,55,10,1,0,0,0,0,0.45,0,0,0,2,15.0,13.0,2.0,0,167.64,65.25,167.64000000000001,Southpaw,36,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5,15.0,8.0,0,172.72,65.25,170.18,Orthodox,36,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9
4896,win,Elias Theodorou:Cezar Ferreira,0:0,38:11,1:3,0:2,Middleweight,U-DEC:,3,5:00,2017-02-19,Elias Theodorou,Cezar Ferreira,0,0,38,11,1,3,0,2,0.8,0.7,1,3,0,0,15.0,16.0,3.0,0,185.42,83.25,190.5,Orthodox,34,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,13.0,8.0,0,185.42,83.25,198.12,Southpaw,37,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5
4897,win,Sara McMann:Gina Mazany,0:0,7:0,2:0,1:0,Women's Bantamweight,SUB:Arm Triangle,1,1:14,2017-02-19,Sara McMann,Gina Mazany,0,0,7,0,2,0,1,0,0.57,0,2,0,0,0,1.233,13.0,6.0,0,167.64,60.75,167.64000000000001,Orthodox,42,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,7.0,0.0,-0,167.64,56.25,172.72,Southpaw,34,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2
4898,win,Paul Felder:Alex Ricci,1:0,23:21,0:0,0:0,Lightweight,KO/TKO:Elbow,1,4:44,2017-02-19,Paul Felder,Alex Ricci,1,0,23,21,0,0,0,0,0.57,0,0,0,1,1,4.733,17.0,6.0,0,180.34,69.75,177.8,Orthodox,38,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,10.0,5.0,0,180.34,69.75,184.77,Orthodox,40,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0
4899,win,Santiago Ponzinibbio:Nordine Taleb,1:0,53:48,0:0,0:0,Welterweight,U-DEC:,3,5:00,2017-02-19,Santiago Ponzinibbio,Nordine Taleb,1,0,53,48,0,0,0,0,0.71,0.8,3,1,0,0,15.0,29.0,6.0,0,182.88,76.5,185.42000000000002,Orthodox,36,5.0,0.41,4.77,0.6,0.56,0.31,0.6,0.0,15.0,7.0,0,185.42,76.5,187.96,Orthodox,41,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0
4900,win,Randa Markos:Carla Esparza,0:0,48:32,0:4,0:1,Women's Strawweight,S-DEC:,3,5:00,2017-02-19,Randa Markos,Carla Esparza,0,0,48,32,0,4,0,1,0.4,0.67,0,1,1,0,15.0,11.0,1.0,-1,162.56,51.75,160.02,Orthodox,37,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,20.0,6.0,0,154.94,51.75,160.02,Orthodox,35,2.2,0.4,2.59,0.55,3.25,0.35,0.47,0.3
4901,win,Aiemann Zahabi:Reginaldo Vieira,1:0,44:64,0:2,0:0,Bantamweight,U-DEC:,3,5:00,2017-02-19,Aiemann Zahabi,Reginaldo Vieira,1,0,44,64,0,2,0,0,0,0.5,0,0,0,1,15.0,9.0,0.0,-0,172.72,60.75,172.72,Orthodox,35,3.01,0.43,3.38,0.72,0.25,0.16,0.75,0.0,13.0,5.0,0,170.18,60.75,165.1,Orthodox,40,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8
4902,win,Thiago Santos:Jack Marshman,1:1,27:6,1:0,0:0,Middleweight,KO/TKO:Kick,2,2:21,2017-02-19,Thiago Santos,Jack Marshman,1,1,27,6,1,0,0,0,0.56,1.0,0,1,2,0,7.35,22.0,1.0,-0,187.96,92.25,193.04,Orthodox,38,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,23.0,1.0,-0,182.88,83.25,185.42000000000002,Orthodox,33,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0
4903,win,Gerald Meerschaert:Ryan Janes,0:0,3:3,0:1,1:0,Middleweight,SUB:Armbar,1,1:34,2017-02-19,Gerald Meerschaert,Ryan Janes,0,0,3,3,0,1,1,0,1.0,1.0,1,1,0,0,1.567,35.0,1.0,-0,185.42,83.25,195.58,Southpaw,35,3.11,0.43,3.45,0.52,2.17,0.37,0.29,1.7,10.0,3.0,0,190.5,83.25,193.04,Orthodox,41,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0
4904,win,Randy Couture:Vitor Belfort,0:0,50:3,2:0,0:2,Light Heavyweight,KO/TKO:,3,5:00,2004-08-21,Randy Couture,Vitor Belfort,0,0,50,3,2,0,0,2,0.75,0.78,0,2,1,0,15.0,19.0,1.0,-0,185.42,92.25,190.5,Orthodox,59,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,26.0,1.0,-0,182.88,83.25,187.96,Southpaw,45,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
4905,win,Joe Riggs:Joe Doerksen,0:0,29:6,2:2,0:0,Middleweight,KO/TKO:Elbows,2,3:39,2004-08-21,Joe Riggs,Joe Doerksen,0,0,29,6,2,2,0,0,0,0,0,0,0,0,8.65,44.0,1.0,-0,182.88,83.25,177.8,Southpaw,40,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,51.0,1.0,-0,182.88,83.25,190.5,Orthodox,45,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3
4906,win,Chuck Liddell:Vernon White,2:0,31:13,1:0,0:0,Light Heavyweight,KO/TKO:Punch,1,4:05,2004-08-21,Chuck Liddell,Vernon White,2,0,31,13,1,0,0,0,0.82,0,1,0,0,0,4.083,21.0,8.0,0,187.96,92.25,193.04,Orthodox,53,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,26.0,3.0,-2,182.88,92.25,187.37,Southpaw,51,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0
4907,win,David Terrell:Matt Lindland,1:0,5:0,0:0,0:0,Middleweight,KO/TKO:Punch,1,0:24,2004-08-21,David Terrell,Matt Lindland,1,0,5,0,0,0,0,0,0,0.78,0,1,0,0,0.4,6.0,0.0,-0,185.42,83.25,189.97,Southpaw,44,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,22.0,9.0,0,182.88,83.25,187.96,Southpaw,52,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
