,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,date
4741,win,Jake Ellenberger:Josh Koscheck,0:0,15:7,0:1,1:0,Welterweight,SUB:North-South Choke,2,4:20,"February 28, 2015"
4742,win,Alan Jouban:Richard Walsh,0:0,12:10,0:0,0:0,Welterweight,KO/TKO:Elbow,1,2:19,"February 28, 2015"
4743,win,Tony Ferguson:Gleison Tibau,0:0,11:2,1:0,2:0,Lightweight,SUB:Rear Naked Choke,1,2:37,"February 28, 2015"
4744,win,Roan Carneiro:Mark Munoz,0:0,1:0,0:0,1:0,Middleweight,SUB:Rear Naked Choke,1,1:40,"February 28, 2015"
4745,nc:nc,Roman Salazar:Norifumi Yamamoto,0:0,16:19,1:0,0:0,Bantamweight,CNC:,2,2:37,"February 28, 2015"
4746,win,Tim Means:Dhiego Lima,2:0,23:7,0:0,0:0,Welterweight,KO/TKO:Punch,1,2:17,"February 28, 2015"
4747,win,Derrick Lewis:Ruan Potts,0:0,53:7,0:1,0:1,Heavyweight,KO/TKO:Punches,2,3:18,"February 28, 2015"
4748,win,Valmir Lazaro:James Krause,0:0,87:87,0:0,0:0,Lightweight,S-DEC:,3,5:00,"February 28, 2015"
4749,win,Masio Fullen:Alex Torres,0:0,41:37,1:2,0:0,Featherweight,S-DEC:,3,5:00,"February 28, 2015"
4750,win,Kevin Lee:Edson Barboza,0:0,142:51,4:0,0:0,Lightweight,KO/TKO:,5,2:18,"April 21, 2018"
4751,win,Frankie Edgar:Cub Swanson,0:0,58:48,0:0,0:0,Featherweight,U-DEC:,3,5:00,"April 21, 2018"
4752,win,Justin Willis:Chase Sherman,1:0,76:69,1:0,0:0,Heavyweight,U-DEC:,3,5:00,"April 21, 2018"
4753,win,David Branch:Thiago Santos,1:0,5:14,0:0,0:0,Middleweight,KO/TKO:Punch,1,2:30,"April 21, 2018"
4754,win,Aljamain Sterling:Brett Johns,0:0,89:27,3:1,0:0,Bantamweight,U-DEC:,3,5:00,"April 21, 2018"
4755,win,Dan Hooker:Jim Miller,1:0,24:10,0:1,0:0,Lightweight,KO/TKO:Knee,1,3:00,"April 21, 2018"
4756,win,Ryan LaFlare:Alex Garcia,0:0,24:11,1:5,0:0,Welterweight,U-DEC:,3,5:00,"April 21, 2018"
4757,win,Ricky Simon:Merab Dvalishvili,0:1,34:61,2:6,1:0,Bantamweight,KO/TKO:,3,5:00,"April 21, 2018"
4758,win,Siyar Bahadurzada:Luan Chagas,1:0,33:11,1:0,0:0,Welterweight,KO/TKO:Kick,2,2:40,"April 21, 2018"
4759,win,Corey Anderson:Patrick Cummins,0:0,64:31,12:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"April 21, 2018"
4760,win,Anthony Rocco Martin:Keita Nakamura,0:0,56:24,0:2,2:0,Welterweight,U-DEC:,3,5:00,"April 21, 2018"
4761,win,Matt Hughes:Sean Sherk,0:0,44:19,5:3,1:1,Welterweight,U-DEC:,5,5:00,"April 25, 2003"
4762,win,Pete Spratt:Robbie Lawler,0:0,19:15,1:2,0:0,Welterweight,SUB:Injury,2,2:28,"April 25, 2003"
4763,win,Dave Strasser:Romie Aram,0:1,60:24,1:2,0:0,Welterweight,U-DEC:,3,5:00,"April 25, 2003"
4764,win,Wesley Correira:Sean Alvarez,0:0,22:6,0:0,0:0,Heavyweight,KO/TKO:Punches,2,1:46,"April 25, 2003"
4765,win,Rich Franklin:Evan Tanner,1:0,16:6,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,2:40,"April 25, 2003"
4766,win,Duane Ludwig:Genki Sudo,0:0,38:24,0:3,0:0,Lightweight,U-DEC:,3,5:00,"April 25, 2003"
4767,win,Hermes Franca:Richard Crunkilton,1:0,27:29,2:4,9:0,Lightweight,U-DEC:,3,5:00,"April 25, 2003"
4768,win,David Loiseau:Mark Weir,0:0,16:2,1:0,0:0,Middleweight,KO/TKO:Punches,1,3:55,"April 25, 2003"
4769,win,Mark Coleman:Don Frye,0:0,34:1,3:0,2:0,Open Weight,KO/TKO:Headbutts,1,11:34,"July 12, 1996"
4770,win,Mark Coleman:Gary Goodridge,0:0,33:3,2:0,0:0,Open Weight,SUB:Other,1,7:00,"July 12, 1996"
4771,win,Don Frye:Brian Johnston,0:0,11:11,1:0,0:0,Open Weight,KO/TKO:Elbows,1,4:37,"July 12, 1996"
4772,win,Gary Goodridge:John Campetella,0:0,5:5,0:0,0:0,Open Weight,KO/TKO:Punches,1,1:28,"July 12, 1996"
4773,win,Mark Coleman:Moti Horenstein,0:0,25:0,1:0,0:0,Open Weight,KO/TKO:Punches,1,2:43,"July 12, 1996"
4774,win,Brian Johnston:Scott Fiedler,0:0,2:3,1:0,1:0,Open Weight,KO/TKO:Punches,1,2:25,"July 12, 1996"
4775,win,Don Frye:Mark Hall,0:0,27:2,1:0,0:0,Open Weight,KO/TKO:Headbutt,1,10:21,"July 12, 1996"
4776,win,Sam Adkins:Felix Lee Mitchell,--:--,--:--,--:--,--:--,Open Weight,U-DEC:,2,3:00,"July 12, 1996"
4777,win,Geza Kalman:Dieusel Berto,0:0,21:3,0:0,1:0,Open Weight,KO/TKO:Punches,1,5:57,"July 12, 1996"
4778,win,Frankie Edgar:Pedro Munhoz,0:0,135:166,2:0,0:0,Bantamweight,S-DEC:,5,5:00,"August 22, 2020"
4779,win,Mike Rodriguez:Marcin Prachnio,1:0,21:14,0:0,0:0,Light Heavyweight,KO/TKO:Elbow,1,2:17,"August 22, 2020"
4780,win,Joe Solecki:Austin Hubbard,0:0,13:9,0:0,1:0,Lightweight,SUB:Rear Naked Choke,1,3:51,"August 22, 2020"
4781,win,Shana Dobson:Mariya Agapova,0:0,24:22,2:2,0:0,Women's Flyweight,KO/TKO:Punches,2,1:38,"August 22, 2020"
4782,win,Daniel Rodriguez:Dwight Grant,3:1,15:30,0:0,0:0,Welterweight,KO/TKO:Punches,1,2:24,"August 22, 2020"
4783,win,Amanda Lemos:Inoue Mizuki,1:0,83:57,2:0,0:0,Women's Strawweight,U-DEC:,3,5:00,"August 22, 2020"
4784,win,Jordan Wright:Ike Villanueva,1:0,15:7,0:0,0:0,Light Heavyweight,KO/TKO:,1,1:31,"August 22, 2020"
4785,win,Matthew Semelsberger:Carlton Minus,1:0,118:77,2:0,1:0,Welterweight,U-DEC:,3,5:00,"August 22, 2020"
4786,nc:nc,Timur Valiev:Trevin Jones,1:1,66:26,0:1,0:0,Catch Weight,Overturned:Punch,2,1:59,"August 22, 2020"
4787,win,Frank Shamrock:Tito Ortiz,0:0,31:20,0:8,1:0,Middleweight,KO/TKO:Punches,4,4:42,"September 24, 1999"
4788,draw:draw,Tim Lajcik:Ron Waterman,0:0,12:14,0:2,0:2,Heavyweight,U-DEC:,3,5:00,"September 24, 1999"
4789,win,Jeremy Horn:Jason Godsey,0:0,3:1,0:1,1:0,Heavyweight,SUB:Armbar,1,2:08,"September 24, 1999"
4790,win,Brad Kohler:Steve Judson,1:0,3:0,1:0,0:0,Heavyweight,KO/TKO:Punch,1,0:30,"September 24, 1999"
4791,win,Chuck Liddell:Paul Jones,0:0,13:5,0:0,0:0,Middleweight,KO/TKO:,1,3:53,"September 24, 1999"
4792,win,Matt Hughes:Valeri Ignatov,0:0,77:7,5:0,0:1,Lightweight,U-DEC:,3,5:00,"September 24, 1999"
4793,win,John Lewis:Lowell Anderson,0:0,20:9,1:0,0:0,Middleweight,KO/TKO:,3,0:13,"September 24, 1999"
4794,draw:draw,Jens Pulver:Alfonso Alcarez,0:0,48:34,0:1,1:0,Lightweight,M-DEC:,2,5:00,"September 24, 1999"
4795,win,Cain Velasquez:Brock Lesnar,2:0,31:9,1:1,0:0,Heavyweight,KO/TKO:Punches,1,4:12,"October 23, 2010"
4796,win,Jake Shields:Martin Kampmann,0:0,25:35,4:0,0:3,Welterweight,S-DEC:,3,5:00,"October 23, 2010"
4797,win,Diego Sanchez:Paulo Thiago,0:0,48:36,2:1,0:4,Welterweight,U-DEC:,3,5:00,"October 23, 2010"
4798,win,Matt Hamill:Tito Ortiz,0:0,41:37,3:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"October 23, 2010"
4799,win,Brendan Schaub:Gabriel Gonzaga,1:0,53:37,0:0,0:1,Heavyweight,U-DEC:,3,5:00,"October 23, 2010"
4800,win,Court McGee:Ryan Jensen,0:1,60:36,2:1,1:0,Middleweight,SUB:Arm Triangle,3,1:21,"October 23, 2010"
4801,win,Tom Lawlor:Patrick Cote,0:0,49:6,5:0,3:0,Middleweight,U-DEC:,3,5:00,"October 23, 2010"
4802,win,Daniel Roberts:Mike Guymon,0:0,2:0,1:0,1:0,Welterweight,SUB:Anaconda Choke,1,1:13,"October 23, 2010"
4803,win,Sam Stout:Paul Taylor,0:0,107:140,1:0,0:0,Lightweight,S-DEC:,3,5:00,"October 23, 2010"
4804,win,Chris Camozzi:Dongi Yang,0:0,74:51,0:3,0:0,Middleweight,S-DEC:,3,5:00,"October 23, 2010"
4805,win,Jon Madsen:Gilbert Yvel,0:0,18:0,1:0,0:0,Heavyweight,KO/TKO:Punches,1,1:48,"October 23, 2010"
4806,win,Dustin Poirier:Max Holloway,0:0,178:181,1:0,0:1,Lightweight,U-DEC:,5,5:00,"April 13, 2019"
4807,win,Israel Adesanya:Kelvin Gastelum,4:0,109:91,0:1,2:0,Middleweight,U-DEC:,5,5:00,"April 13, 2019"
4808,win,Khalil Rountree Jr.:Eryk Anders,4:0,79:16,0:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"April 13, 2019"
4809,win,Dwight Grant:Alan Jouban,0:0,38:24,0:1,0:0,Welterweight,S-DEC:,3,5:00,"April 13, 2019"
4810,win,Nikita Krylov:Ovince Saint Preux,0:0,27:4,1:3,2:0,Light Heavyweight,SUB:Rear Naked Choke,2,2:30,"April 13, 2019"
4811,win,Matt Frevola:Jalin Turner,0:0,31:35,4:0,2:1,Lightweight,U-DEC:,3,5:00,"April 13, 2019"
4812,win,Alexandre Pantoja:Wilson Reis,1:0,23:1,0:1,0:0,Flyweight,KO/TKO:Punch,1,2:58,"April 13, 2019"
4813,win,Max Griffin:Zelim Imadaev,0:0,47:64,6:0,3:0,Welterweight,M-DEC:,3,5:00,"April 13, 2019"
4814,win,Khalid Taha:Boston Salmon,1:0,5:0,0:0,0:0,Bantamweight,KO/TKO:Punch,1,0:25,"April 13, 2019"
4815,win,Belal Muhammad:Curtis Millender,0:0,47:48,2:0,0:0,Welterweight,U-DEC:,3,5:00,"April 13, 2019"
4816,win,Montel Jackson:Andre Soukhamthath,0:0,64:30,3:1,0:0,Bantamweight,U-DEC:,3,5:00,"April 13, 2019"
4817,win,Poliana Botelho:Lauren Mueller,0:0,47:47,2:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"April 13, 2019"
4818,win,Brandon Davis:Randy Costa,0:0,35:46,0:0,1:0,Bantamweight,SUB:Rear Naked Choke,2,1:12,"April 13, 2019"
4819,win,Jairzinho Rozenstruik:Alistair Overeem,1:0,89:74,0:2,0:0,Heavyweight,KO/TKO:Punch,5,4:56,"December 07, 2019"
4820,draw:draw,Marina Rodriguez:Cynthia Calvillo,0:0,56:78,0:3,0:0,Women's Strawweight,M-DEC:,3,5:00,"December 07, 2019"
4821,win,Ben Rothwell:Stefan Struve,1:0,58:53,0:0,0:0,Heavyweight,KO/TKO:Punches,2,4:57,"December 07, 2019"
4822,win,Aspen Ladd:Yana Kunitskaya,1:0,47:47,2:0,0:0,Women's Bantamweight,KO/TKO:Punches,3,0:33,"December 07, 2019"
4823,draw:draw,Cody Stamann:Song Yadong,0:0,41:30,5:0,0:0,Bantamweight,M-DEC:,3,5:00,"December 07, 2019"
4824,win,Rob Font:Ricky Simon,0:0,90:59,1:6,0:0,Bantamweight,U-DEC:,3,5:00,"December 07, 2019"
4825,win,Tim Means:Thiago Alves,1:0,23:13,0:0,1:0,Welterweight,SUB:Guillotine Choke,1,2:38,"December 07, 2019"
4826,win,Billy Quarantillo:Jacob Kilburn,0:0,74:3,1:0,5:0,Featherweight,SUB:Triangle Choke,2,3:18,"December 07, 2019"
4827,win,Bryce Mitchell:Matt Sayles,0:0,6:2,1:0,1:0,Featherweight,SUB:Twister,1,4:20,"December 07, 2019"
4828,win,Joe Solecki:Matt Wiman,0:0,56:10,4:0,0:0,Lightweight,U-DEC:,3,5:00,"December 07, 2019"
4829,win,Virna Jandiroba:Mallory Martin,0:0,7:9,3:0,3:0,Women's Strawweight,SUB:Rear Naked Choke,2,1:16,"December 07, 2019"
4830,win,Makhmud Muradov:Trevor Smith,1:0,91:39,1:0,1:0,Middleweight,KO/TKO:Punch,3,4:09,"December 07, 2019"
4831,win,Amanda Nunes:Julianna Pena,3:0,85:60,6:0,1:1,Women's Bantamweight,U-DEC:,5,5:00,"July 30, 2022"
4832,win,Brandon Moreno:Kai Kara-France,1:0,58:53,0:1,0:0,Flyweight,KO/TKO:Kick,3,4:34,"July 30, 2022"
4833,win,Sergei Pavlovich:Derrick Lewis,1:0,15:4,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:55,"July 30, 2022"
4834,win,Alexandre Pantoja:Alex Perez,0:0,8:10,1:0,1:0,Flyweight,SUB:Neck Crank,1,1:31,"July 30, 2022"
4835,win,Magomed Ankalaev:Anthony Smith,0:0,46:18,0:0,0:0,Light Heavyweight,KO/TKO:Punches,2,3:09,"July 30, 2022"
4836,win,Alex Morono:Matthew Semelsberger,0:1,106:74,0:1,0:0,Welterweight,U-DEC:,3,5:00,"July 30, 2022"
4837,win,Drew Dober:Rafael Alves,1:0,62:37,0:1,0:0,Lightweight,KO/TKO:Punch,3,1:30,"July 30, 2022"
4838,win,Hamdy Abdelwahab:Don'Tale Mayes,1:0,58:47,3:0,0:0,Heavyweight,S-DEC:,3,5:00,"July 30, 2022"
4839,win,Drakkar Klose:Rafa Garcia,0:0,61:34,2:3,0:0,Lightweight,U-DEC:,3,5:00,"July 30, 2022"
4840,win,Michael Morales:Adam Fugitt,2:0,83:64,0:1,0:0,Welterweight,KO/TKO:Punch,3,1:09,"July 30, 2022"
4841,win,Joselyne Edwards:Ji Yeon Kim,0:0,101:78,1:0,0:0,Women's Bantamweight,S-DEC:,3,5:00,"July 30, 2022"
4842,win,Nicolae Negumereanu:Ihor Potieria,0:0,51:38,2:0,0:0,Light Heavyweight,KO/TKO:Knees,2,3:33,"July 30, 2022"
4843,win,Orion Cosce:Blood Diamond,0:0,25:63,3:0,0:0,Welterweight,U-DEC:,3,5:00,"July 30, 2022"
4844,win,Frankie Edgar:Urijah Faber,0:0,83:48,5:0,0:0,Featherweight,U-DEC:,5,5:00,"May 16, 2015"
4845,win,Gegard Mousasi:Constantinos Philippou,0:0,56:9,4:0,0:0,Middleweight,U-DEC:,3,5:00,"May 16, 2015"
4846,win,Mark Munoz:Luke Barnatt,0:0,35:42,9:1,0:0,Middleweight,U-DEC:,3,5:00,"May 16, 2015"
4847,win,Neil Magny:Hyun Gyu Lim,0:0,43:15,2:0,0:0,Welterweight,KO/TKO:Punches,2,1:24,"May 16, 2015"
4848,win,Phillipe Nover:Yui Chul Nam,0:0,12:29,6:2,0:1,Featherweight,S-DEC:,3,5:00,"May 16, 2015"
4849,win,Levan Makashvili:Mark Eddiva,0:0,27:32,7:0,0:0,Featherweight,S-DEC:,3,5:00,"May 16, 2015"
4850,win,Jon Tuck:Tae Hyun Bang,1:0,13:12,0:1,1:0,Lightweight,SUB:Rear Naked Choke,1,3:56,"May 16, 2015"
4851,win,Kajan Johnson:Zhang Lipeng,0:0,20:20,3:1,1:0,Lightweight,U-DEC:,3,5:00,"May 16, 2015"
4852,win,Li Jingliang:Dhiego Lima,1:0,13:6,0:0,0:0,Welterweight,KO/TKO:Punches,1,1:25,"May 16, 2015"
4853,win,Guangyou Ning:Royston Wee,0:0,46:18,2:0,0:0,Bantamweight,KO/TKO:Punch,2,4:59,"May 16, 2015"
4854,win,Jon Delos Reyes:Roldan Sangcha'an,1:0,23:27,1:2,3:0,Flyweight,SUB:Rear Naked Choke,2,3:13,"May 16, 2015"
4855,win,Yao Zhikui:Nolan Ticman,0:0,9:52,1:0,0:0,Flyweight,S-DEC:,3,5:00,"May 16, 2015"
4856,win,Chan Sung Jung:Renato Moicano,1:0,16:0,0:0,0:0,Featherweight,KO/TKO:Punch,1,0:58,"June 22, 2019"
4857,win,Randy Brown:Bryan Barberena,1:0,89:47,0:0,0:0,Welterweight,KO/TKO:Kick,3,2:54,"June 22, 2019"
4858,win,Andre Ewell:Anderson Dos Santos,0:0,73:35,0:2,0:0,Bantamweight,U-DEC:,3,5:00,"June 22, 2019"
4859,win,Andrea Lee:Montana De La Rosa,0:0,73:14,1:5,0:1,Women's Flyweight,U-DEC:,3,5:00,"June 22, 2019"
4860,win,Kevin Holland:Alessio Di Chirico,0:0,58:51,0:2,0:0,Middleweight,U-DEC:,3,5:00,"June 22, 2019"
4861,win,Dan Ige:Kevin Aguilar,1:0,71:33,1:1,0:0,Featherweight,U-DEC:,3,5:00,"June 22, 2019"
4862,win,Ashley Yoder:Syuri Kondo,0:0,75:23,1:0,0:1,Women's Strawweight,U-DEC:,3,5:00,"June 22, 2019"
4863,win,Luis Pena:Matt Wiman,0:0,87:24,1:1,1:0,Lightweight,KO/TKO:Punches,3,1:14,"June 22, 2019"
4864,win,Jairzinho Rozenstruik:Allen Crowder,1:0,4:0,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:09,"June 22, 2019"
4865,win,Molly McCann:Ariane Lipski,0:0,108:68,2:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"June 22, 2019"
4866,win,Deron Winn:Eric Spicely,0:0,169:108,0:0,0:0,Middleweight,U-DEC:,3,5:00,"June 22, 2019"
4867,win,Glover Teixeira:Ryan Bader,1:0,14:11,1:0,0:1,Light Heavyweight,KO/TKO:Punch,1,2:55,"September 04, 2013"
4868,win,Jacare Souza:Yushin Okami,1:0,28:1,0:0,0:0,Middleweight,KO/TKO:Punch,1,2:47,"September 04, 2013"
4869,win,Joseph Benavidez:Jussier Formiga,1:0,20:6,0:0,0:0,Flyweight,KO/TKO:Knee,1,3:07,"September 04, 2013"
4870,win,Piotr Hallmann:Francisco Trinaldo,0:1,42:22,2:1,1:0,Lightweight,SUB:Kimura,2,3:50,"September 04, 2013"
4871,win,Rafael Natal:Tor Troeng,2:0,39:9,0:0,1:0,Middleweight,U-DEC:,3,5:00,"September 04, 2013"
4872,win,Ali Bagautinov:Marcos Vinicius,2:0,38:27,3:0,1:0,Flyweight,KO/TKO:Punch,3,3:28,"September 04, 2013"
4873,win,Edimilson Souza:Felipe Arantes,0:0,52:35,0:3,0:1,Featherweight,S-DEC:,3,5:00,"September 04, 2013"
4874,win,Lucas Martins:Ramiro Hernandez,1:0,10:4,0:0,1:0,Bantamweight,SUB:Rear Naked Choke,1,1:10,"September 04, 2013"
4875,win,Elias Silverio:Joao Zeferino,0:0,49:11,1:1,0:0,Welterweight,U-DEC:,3,5:00,"September 04, 2013"
4876,win,Ivan Jorge:Keith Wisniewski,0:0,69:42,2:0,0:0,Welterweight,U-DEC:,3,5:00,"September 04, 2013"
4877,win,Sean Spencer:Yuri Villefort,0:0,99:69,0:1,0:0,Welterweight,S-DEC:,3,5:00,"September 04, 2013"
4878,win,Jon Jones:Dominick Reyes,0:0,104:116,2:0,0:0,Light Heavyweight,U-DEC:,5,5:00,"February 08, 2020"
4879,win,Valentina Shevchenko:Katlyn Chookagian,0:0,40:17,3:0,0:0,Women's Flyweight,KO/TKO:Punches,3,1:03,"February 08, 2020"
4880,win,Justin Tafa:Juan Adams,1:0,10:7,0:0,0:0,Heavyweight,KO/TKO:Punch,1,1:59,"February 08, 2020"
4881,win,Dan Ige:Mirsad Bektic,0:0,43:17,1:3,0:1,Featherweight,S-DEC:,3,5:00,"February 08, 2020"
4882,win,Derrick Lewis:Ilir Latifi,0:0,20:5,0:3,0:0,Heavyweight,U-DEC:,3,5:00,"February 08, 2020"
4883,win,Trevin Giles:James Krause,0:0,71:44,0:1,1:4,Middleweight,S-DEC:,3,5:00,"February 08, 2020"
4884,win,Lauren Murphy:Andrea Lee,0:0,80:104,2:0,0:1,Women's Flyweight,S-DEC:,3,5:00,"February 08, 2020"
4885,win,Khaos Williams:Alex Morono,1:0,10:1,0:0,0:0,Welterweight,KO/TKO:Punch,1,0:27,"February 08, 2020"
4886,win,Mario Bautista:Miles Johns,1:0,18:13,0:0,0:0,Bantamweight,KO/TKO:Flying Knee,2,1:41,"February 08, 2020"
4887,nc:nc,Domingo Pilarte:Journey Newson,0:1,1:6,0:0,0:0,Bantamweight,Overturned:Punch,1,0:38,"February 08, 2020"
4888,win,Andre Ewell:Jonathan Martinez,0:0,80:66,0:0,0:0,Bantamweight,S-DEC:,3,5:00,"February 08, 2020"
4889,win,Youssef Zalal:Austin Lingo,0:0,31:12,6:1,2:0,Featherweight,U-DEC:,3,5:00,"February 08, 2020"
4890,win,Stephan Bonnar:Keith Jardine,1:0,33:64,1:0,1:0,Light Heavyweight,U-DEC:,3,5:00,"April 06, 2006"
4891,win,Rashad Evans:Sam Hoger,0:0,23:18,9:0,0:2,Light Heavyweight,S-DEC:,3,5:00,"April 06, 2006"
4892,win,Josh Neer:Joe Stevenson,1:0,46:31,0:2,0:3,Welterweight,U-DEC:,3,5:00,"April 06, 2006"
4893,win,Chris Leben:Luigi Fioravanti,0:0,36:20,5:0,0:0,Middleweight,U-DEC:,3,5:00,"April 06, 2006"
4894,win,Luke Cummo:Jason Von Flue,0:0,43:17,3:2,3:1,Welterweight,U-DEC:,3,5:00,"April 06, 2006"
4895,win,Jon Fitch:Joshua Burkman,1:0,25:20,3:1,1:1,Welterweight,SUB:Rear Naked Choke,2,4:57,"April 06, 2006"
4896,win,Dan Christison:Brad Imes,0:0,73:58,0:2,1:0,Heavyweight,SUB:Armbar,3,3:37,"April 06, 2006"
4897,win,Josh Koscheck:Ansar Chalangov,0:0,2:2,2:0,1:1,Welterweight,SUB:Rear Naked Choke,1,3:29,"April 06, 2006"
4898,win,Chael Sonnen:Trevor Prangley,0:0,25:7,7:0,0:2,Middleweight,U-DEC:,3,5:00,"April 06, 2006"
4899,win,Anthony Johnson:Ryan Bader,0:0,11:0,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,1:26,"January 30, 2016"
4900,win,Ben Rothwell:Josh Barnett,0:0,35:35,0:0,1:0,Heavyweight,SUB:Guillotine Choke,2,3:48,"January 30, 2016"
4901,win,Jimmie Rivera:Iuri Alcantara,0:0,45:41,3:0,0:0,Bantamweight,U-DEC:,3,5:00,"January 30, 2016"
4902,win,Bryan Barberena:Sage Northcutt,0:0,26:18,1:1,1:0,Welterweight,SUB:Arm Triangle,2,3:06,"January 30, 2016"
4903,win,Tarec Saffiedine:Jake Ellenberger,0:0,54:30,0:0,0:0,Welterweight,U-DEC:,3,5:00,"January 30, 2016"
4904,win,Diego Ferreira:Olivier Aubin-Mercier,0:0,65:49,0:1,0:0,Lightweight,U-DEC:,3,5:00,"January 30, 2016"
4905,win,Rafael Natal:Kevin Casey,1:0,54:16,4:0,0:0,Middleweight,KO/TKO:Punches,3,3:37,"January 30, 2016"
4906,win,Wilson Reis:Dustin Ortiz,0:0,48:45,9:1,0:0,Flyweight,U-DEC:,3,5:00,"January 30, 2016"
4907,win,Alexander Yakovlev:George Sullivan,1:0,15:14,2:0,0:0,Welterweight,KO/TKO:Punches,1,3:59,"January 30, 2016"
4908,win,Alex Caceres:Masio Fullen,0:0,74:36,1:0,0:0,Featherweight,U-DEC:,3,5:00,"January 30, 2016"
4909,win,Randy Brown:Matt Dwyer,0:0,48:46,1:1,1:0,Welterweight,U-DEC:,3,5:00,"January 30, 2016"
4910,draw:draw,Damon Jackson:Levan Makashvili,0:0,44:65,0:2,0:0,Featherweight,M-DEC:,3,5:00,"January 30, 2016"
4911,win,Anthony Rocco Martin:Felipe Olivieri,0:0,60:87,2:0,1:0,Lightweight,SUB:Rear Naked Choke,3,3:02,"January 30, 2016"
4912,win,Junior Dos Santos:Blagoy Ivanov,0:0,110:51,0:0,0:0,Heavyweight,U-DEC:,5,5:00,"July 14, 2018"
4913,win,Sage Northcutt:Zak Ottow,1:1,24:6,1:1,1:1,Welterweight,KO/TKO:Punch,2,3:13,"July 14, 2018"
4914,win,Ricky Glenn:Dennis Bermudez,0:0,48:42,0:6,1:0,Featherweight,S-DEC:,3,5:00,"July 14, 2018"
4915,win,Niko Price:Randy Brown,0:0,12:13,1:1,0:0,Welterweight,KO/TKO:Punch,2,1:09,"July 14, 2018"
4916,win,Chad Mendes:Myles Jury,1:0,17:3,0:0,0:0,Featherweight,KO/TKO:Punch,1,2:52,"July 14, 2018"
4917,win,Cat Zingano:Marion Reneau,0:0,33:14,6:0,0:0,Women's Bantamweight,U-DEC:,3,5:00,"July 14, 2018"
4918,win,Alejandro Perez:Eddie Wineland,0:0,53:48,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"July 14, 2018"
4919,win,Alexander Volkanovski:Darren Elkins,2:0,100:82,2:1,3:0,Featherweight,U-DEC:,3,5:00,"July 14, 2018"
4920,win,Said Nurmagomedov:Justin Scoggins,0:0,65:32,1:0,0:0,Flyweight,S-DEC:,3,5:00,"July 14, 2018"
4921,win,Raoni Barcelos:Kurt Holobaugh,1:0,82:102,3:1,0:0,Featherweight,KO/TKO:Punch,3,1:29,"July 14, 2018"
4922,win,Liz Carmouche:Jennifer Maia,0:0,53:42,3:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"July 14, 2018"
4923,win,Mark De La Rosa:Elias Garcia,0:0,25:19,2:0,1:0,Flyweight,SUB:Rear Naked Choke,2,2:00,"July 14, 2018"
4924,win,Jessica Aguilar:Jodie Esquibel,0:0,128:81,0:0,0:0,Women's Strawweight,U-DEC:,3,5:00,"July 14, 2018"
4925,win,Derrick Lewis:Travis Browne,1:0,39:21,0:0,0:0,Heavyweight,KO/TKO:Punch,2,3:12,"February 19, 2017"
4926,win,Johny Hendricks:Hector Lombard,0:0,51:37,0:2,0:0,Middleweight,U-DEC:,3,5:00,"February 19, 2017"
4927,win,Gavin Tucker:Sam Sicilia,0:0,55:10,1:0,0:0,Featherweight,U-DEC:,3,5:00,"February 19, 2017"
4928,win,Elias Theodorou:Cezar Ferreira,0:0,38:11,1:3,0:2,Middleweight,U-DEC:,3,5:00,"February 19, 2017"
4929,win,Sara McMann:Gina Mazany,0:0,7:0,2:0,1:0,Women's Bantamweight,SUB:Arm Triangle,1,1:14,"February 19, 2017"
4930,win,Paul Felder:Alex Ricci,1:0,23:21,0:0,0:0,Lightweight,KO/TKO:Elbow,1,4:44,"February 19, 2017"
4931,win,Santiago Ponzinibbio:Nordine Taleb,1:0,53:48,0:0,0:0,Welterweight,U-DEC:,3,5:00,"February 19, 2017"
4932,win,Randa Markos:Carla Esparza,0:0,48:32,0:4,0:1,Women's Strawweight,S-DEC:,3,5:00,"February 19, 2017"
4933,win,Aiemann Zahabi:Reginaldo Vieira,1:0,44:64,0:2,0:0,Bantamweight,U-DEC:,3,5:00,"February 19, 2017"
4934,win,Thiago Santos:Jack Marshman,1:1,27:6,1:0,0:0,Middleweight,KO/TKO:Kick,2,2:21,"February 19, 2017"
4935,win,Gerald Meerschaert:Ryan Janes,0:0,3:3,0:1,1:0,Middleweight,SUB:Armbar,1,1:34,"February 19, 2017"
4936,win,Randy Couture:Vitor Belfort,0:0,50:3,2:0,0:2,Light Heavyweight,KO/TKO:,3,5:00,"August 21, 2004"
4937,win,Joe Riggs:Joe Doerksen,0:0,29:6,2:2,0:0,Middleweight,KO/TKO:Elbows,2,3:39,"August 21, 2004"
