,name,wins,losses,draws,height,weight,reach,stance,age,slpm,str. acc.,sapm,str. def,td avg.,td acc.,td def.,sub. avg.
5734,Michael Morales,14,0.0,0,182.88,76.5,200.66,Orthodox,23,5.36,0.51,4.1,0.4,1.98,0.4,0.86,0.0
5735,Jeremy May,13,1.0,-0,185.42,83.25,189.97,Orthodox,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5736,Olivier Murad,6,0.0,-0,177.8,65.25,182.88,Southpaw,29,2.6,0.36,2.2,0.61,1.0,1.0,0.55,0.0
5737,Christina Marks,8,0.0,-0,170.18,56.25,175.26,Orthodox,37,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0
5738,Mike Minniger,0,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,John Matua,1,0.0,-0,187.96,180.0,192.57,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5740,Tomoya Miyashita,17,9.0,7,170.18,62.550000000000004,174.36,Southpaw,37.31,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0
5741,Tiffany Masters,2,0.0,-0,160.02,51.75,165.1,Orthodox,28,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0
5742,James McSweeney,15,1.0,-0,193.04,103.5,195.58,Switch,42,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1
5743,Rory MacDonald,19,4.0,0,182.88,76.5,193.04,Orthodox,33,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
5744,Jeff Monson,60,2.0,-1,175.26,111.15,187.96,Orthodox,51,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7
5745,Vladimir Matyushenko,27,8.0,0,182.88,92.25,187.96,Orthodox,51,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1
5746,Daijiro Matsui,13,2.0,-7,175.26,90.0,179.56,Orthodox,50,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4
5747,War Machine,14,5.0,0,180.34,76.5,184.77,Orthodox,41,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0
5748,Alex Morono,22,7.0,0,180.34,76.5,182.88,Orthodox,32,5.36,0.43,4.01,0.57,0.32,0.2,0.51,0.3
5749,Ikuhisa Minowa,60,4.0,-8,175.26,81.45,179.56,Orthodox,46,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9
5750,Pat Miletich,29,7.0,2,177.8,76.5,182.16,Orthodox,54,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
5751,Kazunari Murakami,5,0.0,-0,185.42,99.0,189.97,Orthodox,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5752,Jesse Murray,8,0.0,-0,190.5,92.25,198.12,Orthodox,29,2.38,0.28,7.72,0.43,0.0,0.0,0.0,0.0
5753,Michael McDonald,17,4.0,0,175.26,60.75,177.8,Orthodox,31,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
5754,Dan Miller,14,8.0,0,185.42,83.25,187.96,Orthodox,41,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
5755,Garrett Mueller,3,0.0,-0,175.26,60.75,179.56,Orthodox,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5756,Andre Mussi,11,5.0,0,190.5,108.9,195.18,Orthodox,37.31,0.0,0.0,10.59,0.35,0.0,0.0,0.0,0.0
5757,Julian Marquez,9,0.0,-0,187.96,83.25,182.88,Orthodox,32,4.18,0.43,3.84,0.51,0.0,0.0,0.53,3.0
5758,Jim Miller,35,1.0,-0,172.72,69.75,180.34,Southpaw,39,2.79,0.41,2.93,0.58,1.62,0.43,0.47,1.8
5759,Stipe Miocic,20,4.0,0,193.04,108.0,203.2,Orthodox,40,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0
5760,Nazareno Malegarie,28,4.0,0,172.72,69.75,176.96,Orthodox,36,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0
5761,Francesco Maturi,0,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5762,Jacob Malkoun,7,0.0,-0,175.26,83.25,185.42000000000002,Orthodox,27,3.7,0.55,2.64,0.5,7.46,0.44,0.0,0.5
5763,Michael McDonald,1,0.0,-0,180.34,92.25,184.77,Orthodox,57,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0
5764,Bojan Mihajlovic,10,6.0,0,180.34,92.25,185.42000000000002,Orthodox,42,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0
5765,Bobby Moffett,13,5.0,0,177.8,65.25,185.42000000000002,Orthodox,32,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4
5766,Gan McGee,13,5.0,0,208.28,119.25,213.39,Orthodox,46,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0
5767,Thiago Moises,16,6.0,0,175.26,69.75,177.8,Orthodox,27,2.48,0.37,4.02,0.56,1.11,0.36,0.6,1.2
5768,Bryce Mitchell,15,1.0,0,177.8,65.25,177.8,Southpaw,28,2.28,0.63,1.39,0.59,3.4,0.52,0.33,1.9
5769,Mark Madsen,12,1.0,0,172.72,69.75,182.88,Orthodox,38,3.24,0.47,3.67,0.53,3.09,0.66,0.62,0.0
5770,Charles McCarthy,10,5.0,0,177.8,83.25,180.34,Orthodox,42,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7
5771,Anthony Morrison,20,1.0,-0,170.18,65.25,174.36,Orthodox,38,1.7,0.33,0.49,0.8,0.0,0.0,0.5,0.0
5772,Mike Malott,8,0.0,-1,185.42,76.5,185.42000000000002,Orthodox,31,5.02,0.4,4.19,0.54,1.55,0.33,0.0,0.8
5773,Ian Murphy,1,0.0,-0,185.42,83.25,189.97,Orthodox,37,0.0,0.0,1.93,0.3,4.13,1.0,0.0,0.0
5774,Anthony Macias,26,1.0,-0,175.26,83.25,179.56,Switch,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5775,Mario Miranda,14,7.0,0,190.5,83.25,187.96,Orthodox,43,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0
5776,Joe Moreira,2,0.0,-0,180.34,87.75,184.77,Southpaw,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5777,Kanako Murata,12,2.0,0,154.94,51.75,157.48,Orthodox,29,2.08,0.59,2.6,0.53,2.4,0.4,0.0,1.2
5778,Reza Madadi,14,6.0,0,180.34,69.75,185.42000000000002,Orthodox,44,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
5779,Todd Moore,16,7.0,0,175.26,76.5,180.34,Southpaw,39,1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0
5780,Ryuichi Murata,8,0.0,-1,172.72,82.35000000000001,176.96,Orthodox,37.31,0.84,0.36,1.89,0.5,4.74,0.5,1.0,3.2
5781,Liam McGeary,12,2.0,0,198.12,92.25,202.98,Orthodox,40,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5
5782,Homer Moore,26,9.0,2,177.8,92.25,182.16,Orthodox,51,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0
5783,Melvin Manhoef,30,1.0,-1,175.26,83.25,179.56,Orthodox,46,3.52,0.48,2.64,0.51,0.33,0.25,0.78,0.0
5784,Marvin Maldonado,2,0.0,-0,167.64,60.75,171.75,Orthodox,37.31,0.87,0.56,3.47,0.43,0.0,0.0,0.2,0.0
5785,Ibragim Magomedov,22,8.0,1,182.88,112.5,187.37,Orthodox,37.31,0.26,0.04,3.86,0.42,0.0,0.0,0.0,0.0
5786,Joe Merritt,7,0.0,-0,182.88,76.5,187.37,Orthodox,38,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0
5787,Pauline Macias,4,0.0,-0,162.56,51.75,162.56,Southpaw,34,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0
5788,Cesar Marscucci,3,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5789,Azamat Murzakanov,12,0.0,0,177.8,92.25,180.34,Southpaw,33,4.63,0.6,2.44,0.62,0.6,0.14,0.0,0.0
5790,Askar Mozharov,19,1.0,-0,190.5,92.25,187.96,Orthodox,28,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0
5791,Ashkan Mokhtarian,13,3.0,0,167.64,56.25,170.18,Southpaw,37,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0
5792,Makhmud Muradov,25,8.0,0,187.96,83.25,190.5,Orthodox,32,4.35,0.42,2.72,0.6,0.7,0.37,0.76,0.2
5793,Patrick Murphy,5,0.0,-0,182.88,76.5,187.37,Orthodox,37.31,3.4,0.66,0.8,0.42,0.0,0.0,0.5,1.0
5794,William Macario,9,0.0,-0,180.34,76.5,190.5,Orthodox,31,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0
5795,Al Matavao,8,0.0,-0,172.72,92.25,170.18,Orthodox,28,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0
5796,Brian Melancon,7,0.0,-0,172.72,76.5,176.96,Orthodox,40,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0
5797,Bobby McAndrews,1,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,2.56,0.83,1.03,0.5,0.0,0.0,0.33,7.7
5798,Tamdan McCrory,14,5.0,0,193.04,83.25,193.04,Switch,36,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
5799,Curtis Millender,17,5.0,0,187.96,76.5,193.04,Orthodox,35,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
5800,Garreth McLellan,13,6.0,0,185.42,83.25,182.88,Southpaw,40,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9
5801,Jonathan Martinez,17,4.0,0,172.72,60.75,177.8,Southpaw,28,4.84,0.49,3.88,0.58,0.51,0.45,0.7,0.0
5802,Miranda Maverick,13,4.0,0,160.02,56.25,165.1,Southpaw,25,3.74,0.44,2.53,0.6,2.7,0.61,0.44,0.4
5803,Eddy Millis,0,0.0,-0,185.42,83.25,189.97,Orthodox,37.31,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2
5804,Rob MacDonald,5,0.0,-0,190.5,92.25,198.12,Orthodox,44,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4
5805,AJ McKee,8,0.0,-0,177.8,65.25,182.16,Orthodox,37.31,2.75,0.32,0.92,0.8,11.01,1.0,1.0,11.0
5806,Max Mustaki,6,0.0,-0,182.88,69.75,187.37,Orthodox,35,8.2,0.5,13.0,0.45,0.0,0.0,0.0,0.0
5807,Conor McGregor,22,6.0,0,175.26,69.75,187.96,Southpaw,34,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
5808,Jason Medina,21,1.0,-1,175.26,81.0,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5809,Brandon Michaels,4,0.0,4-0,175.26,83.25,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5810,Keith Mielke,0,0.0,-0,172.72,83.25,176.96,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5811,Jonathan  Mix,7,0.0,-0,182.88,75.60000000000001,187.37,Orthodox,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5812,Johnny Munoz,12,2.0,0,175.26,60.75,180.34,Orthodox,29,3.69,0.37,2.3,0.64,2.32,0.25,0.66,1.6
5813,Rhys McKee,10,4.0,1,187.96,76.5,198.12,Orthodox,27,6.83,0.53,11.9,0.43,0.0,0.0,0.2,0.0
5814,Lyoto Machida,24,8.0,0,185.42,83.25,187.96,Southpaw,44,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4
5815,Andrew Martinez,9,0.0,-0,175.26,96.75,179.56,Orthodox,37.31,3.4,0.31,2.3,0.47,1.5,0.5,0.0,0.0
5816,Alexander Munoz,6,0.0,-0,175.26,69.75,182.88,Switch,32,3.96,0.43,5.49,0.52,3.0,0.39,0.0,0.0
5817,Chris Mickle,30,2.0,-2,175.26,65.25,179.56,Orthodox,39,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0
5818,Lauren Mueller,5,0.0,-0,165.1,56.25,170.18,Orthodox,31,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0
5819,Lolohea Mahe,10,4.0,1,178.31,77.0,182.69,Orthodox,37.31,1.71,0.29,6.92,0.4,2.44,0.4,0.0,0.0
5820,Andy Murad,15,2.0,0,175.26,83.25,179.56,Orthodox,37.31,2.6,0.76,2.87,0.32,1.0,0.2,0.42,0.0
5821,Marlon Moraes,23,1.0,-1,167.64,60.75,170.18,Orthodox,34,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3
5822,Alonzo Martinez,42,2.0,-1,177.8,69.75,182.16,Orthodox,38,3.07,0.27,7.33,0.52,0.0,0.0,0.0,0.0
5823,Cristiano Marcello,13,6.0,0,175.26,69.75,182.88,Orthodox,45,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
5824,Abubakar Nurmagomedov,17,3.0,1,180.34,76.5,182.88,Orthodox,33,3.17,0.53,2.53,0.66,1.37,0.3,0.85,0.0
5825,Khabib Nurmagomedov,29,0.0,0,177.8,69.75,177.8,Orthodox,34,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
5826,Yusaku Nakamura,14,4.0,1,165.1,65.25,169.15,Orthodox,36,1.72,0.45,3.67,0.55,0.0,0.0,0.83,0.0
5827,Shayilan Nuerdanbieke,39,1.0,-0,172.72,65.25,175.26,Orthodox,28,2.17,0.44,2.93,0.48,2.93,0.32,0.4,0.0
5828,Josh Neal,5,0.0,1-0,182.88,83.25,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5829,Kevin Natividad,9,0.0,-0,167.64,65.25,177.8,Orthodox,29,2.63,0.24,4.02,0.54,0.0,0.0,1.0,0.0
5830,Rafael Natal,21,9.0,1,182.88,83.25,195.58,Orthodox,40,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
5831,Said Nurmagomedov,16,2.0,0,172.72,60.75,177.8,Orthodox,30,4.15,0.46,2.2,0.61,0.61,0.1,0.7,0.3
5832,Mario Neto,13,5.0,0,182.88,103.05,187.37,Orthodox,37.31,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0
5833,Steve Nelmark,2,0.0,-0,182.88,108.0,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5834,Pawel Nastula,5,0.0,-0,182.88,103.5,187.37,Southpaw,52,1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5
5835,Julio Cesar Neves Jr.,33,1.0,0,172.72,65.25,176.96,Orthodox,28,1.98,0.35,4.81,0.51,1.06,0.25,0.76,0.0
5836,Matheus Nicolau,18,3.0,1,167.64,56.25,167.64000000000001,Orthodox,29,3.64,0.52,3.09,0.67,1.46,0.42,0.93,1.0
5837,Stanislav Nedkov,12,2.0,0,180.34,92.25,180.34,Orthodox,41,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0
5838,Eduardo Neves,5,0.0,-0,187.96,119.25,198.12,Orthodox,22,8.21,0.69,3.59,0.46,15.38,1.0,0.0,0.0
5839,Derrick Noble,27,1.0,-1,175.26,76.5,179.56,Southpaw,44,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0
5840,Ramsey Nijem,9,0.0,-0,180.34,69.75,190.5,Orthodox,34,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
5841,Allan Nascimento,19,6.0,0,172.72,56.25,175.26,Orthodox,31,3.31,0.61,2.38,0.5,1.0,0.2,0.16,0.7
5842,Alex Nicholson,7,0.0,-0,193.04,83.25,195.58,Orthodox,32,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5
5843,Umar Nurmagomedov,15,0.0,0,172.72,60.75,175.26,Orthodox,26,4.35,0.7,0.37,0.85,5.02,0.45,0.0,1.1
5844,Guangyou Ning,5,0.0,-1,162.56,65.25,162.56,Southpaw,41,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3
5845,Shane Nelson,16,7.0,0,175.26,69.75,177.8,Southpaw,38,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
5846,Fabio Nascimento,11,6.0,0,177.8,83.25,182.16,Orthodox,37.31,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8
5847,Kyle Nelson,13,5.0,0,180.34,69.75,180.34,Switch,31,3.34,0.46,5.39,0.47,0.65,0.1,0.63,1.3
5848,Mike Nickels,9,0.0,-0,193.04,92.25,197.78,Orthodox,51,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8
5849,Greg Nagy,1,0.0,-0,185.42,94.5,189.97,Orthodox,39,0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2
5850,Bo Nickal,3,0.0,-0,185.42,83.25,193.04,Southpaw,26,3.68,0.7,0.0,1.0,23.68,1.0,0.0,23.7
5851,Roger Narvaez,8,0.0,-0,190.5,83.25,195.18,Southpaw,39,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9
5852,Diego Nunes,19,7.0,0,167.64,65.25,170.18,Orthodox,40,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6
5853,Jaimelene Nievera,7,0.0,-0,165.1,56.25,169.15,Orthodox,38,1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0
5854,Roy Nelson,22,1.0,-0,182.88,118.35000000000001,185.42000000000002,Orthodox,46,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
5855,Jason Novelli,11,3.0,1,182.88,69.75,187.37,Orthodox,43,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0
5856,Rose Namajunas,12,5.0,0,165.1,51.75,165.1,Orthodox,30,3.66,0.4,3.5,0.6,1.61,0.57,0.6,0.6
5857,Logan Nail,1,0.0,-0,178.31,83.25,182.69,Orthodox,33,1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0
5858,Hans Nijman,9,0.0,-0,182.88,112.5,187.37,Switch,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5859,Kyle Noblitt,11,2.0,0,187.96,109.35000000000001,192.57,Orthodox,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5860,Alexandre Franca Nogueira,18,6.0,3,170.18,65.25,174.36,Orthodox,44,0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0
5861,Khomkrit Niimi,6,0.0,0-0,157.48,56.25,161.35,Orthodox,37.31,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0
5862,Marcio Navarro,14,1.0,-0,182.88,69.75,187.37,Orthodox,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5863,Jack Nilson,2,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5864,Joe Neal,6,0.0,-0,167.64,60.75,171.75,Orthodox,36,1.87,0.19,3.8,0.66,0.0,0.0,0.0,0.0
5865,Yosuke Nishijima,0,0.0,-0,175.26,92.25,179.56,Orthodox,49,1.72,0.37,5.59,0.56,0.0,0.0,0.0,0.0
5866,Tom Niinimaki,22,8.0,1,175.26,65.25,175.26,Orthodox,40,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
5867,Yasuhito Namekawa,25,1.0,-4,175.26,92.25,179.56,Orthodox,48,0.14,0.5,3.65,0.38,2.11,0.25,0.0,4.2
5868,Danny Navarro,17,7.0,0,177.8,69.75,182.16,Orthodox,39,3.83,0.32,4.62,0.57,2.17,0.25,1.0,0.0
5869,Phillipe Nover,11,8.0,1,175.26,65.25,182.88,Orthodox,38,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7
5870,Keita Nakamura,34,1.0,-2,180.34,76.5,185.42000000000002,Southpaw,38,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
5871,Soichi Nishida,5,0.0,0-1,180.34,144.0,184.77,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5872,Josiane Nunes,9,0.0,-0,157.48,65.25,170.18,Southpaw,29,7.54,0.42,4.37,0.52,0.0,0.0,0.7,0.0
5873,Steven Nguyen,8,0.0,-0,180.34,65.25,185.42000000000002,Switch,29,7.36,0.43,7.47,0.56,0.0,0.0,0.77,0.0
5874,Ismail Naurdiev,19,4.0,0,177.8,76.5,187.96,Orthodox,26,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2
5875,Tafon Nchukwi,6,0.0,-0,182.88,92.25,195.58,Orthodox,28,6.05,0.52,4.03,0.55,0.94,0.57,0.71,0.0
5876,Shohei Nose,9,0.0,-2,167.64,60.75,172.72,Switch,25,4.93,0.5,0.82,0.66,0.0,0.0,0.0,0.0
5877,Anthony Njokuani,16,1.0,-0,185.42,69.75,190.5,Orthodox,42,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
5878,Akiyo Nishiura,13,8.0,1,172.72,62.550000000000004,176.96,Southpaw,39,1.59,0.57,1.26,0.57,0.0,0.0,0.52,0.3
5879,Tyson Nam,21,1.0,-1,170.18,56.25,172.72,Orthodox,39,3.68,0.32,5.66,0.64,0.0,0.0,1.0,0.0
5880,Kyle Noke,22,1.0,-1,185.42,76.5,193.04,Southpaw,42,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
5881,Rogerio Nogueira,23,1.0,-0,187.96,92.25,190.5,Southpaw,46,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
5882,Nasrudin Nasrudinov,9,0.0,-0,182.88,92.25,180.34,Orthodox,31,1.03,0.87,0.29,0.75,2.2,0.5,0.4,0.0
5883,Nad Narimani,12,4.0,0,172.72,65.25,177.8,Orthodox,35,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0
5884,Journey Newson,10,3.0,0,165.1,60.75,170.18,Orthodox,33,3.26,0.36,2.62,0.64,0.96,0.5,0.0,0.5
5885,Andrews Nakahara,5,0.0,-2,185.42,83.25,189.97,Orthodox,39,2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4
5886,Yukiya Naito,15,6.0,2,185.42,92.25,189.97,Orthodox,37.31,1.54,0.33,5.13,0.6,0.0,0.0,0.0,0.0
5887,Yamato Nishikawa,21,3.0,6,170.18,69.75,174.36,Orthodox,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5888,Bobby Nash,8,0.0,-0,182.88,76.5,187.96,Orthodox,32,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6
5889,Amanda Nunes,22,5.0,0,172.72,60.75,175.26,Orthodox,34,4.4,0.51,2.75,0.55,2.61,0.56,0.82,0.8
5890,Ben Nguyen,16,8.0,0,165.1,56.25,165.1,Switch,34,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0
5891,Kennedy Nzechukwu,10,3.0,0,195.58,92.25,210.82,Southpaw,30,4.68,0.44,4.36,0.51,0.79,0.62,0.81,0.2
5892,Nicolae Negumereanu,13,1.0,0,182.88,92.25,198.12,Orthodox,28,3.79,0.41,5.69,0.39,1.09,0.28,0.62,0.0
5893,Francis Ngannou,17,3.0,0,193.04,112.5,210.82,Orthodox,36,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
5894,Muhammad Naimov,5,0.0,-0,175.26,65.25,177.8,Orthodox,28,3.47,0.41,5.87,0.44,0.0,0.0,0.25,0.0
5895,Jeff Newton,4,0.0,-0,187.96,92.25,192.57,Sideways,56,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5
5896,Carlos Newton,16,1.0,-0,175.26,76.5,179.56,Orthodox,46,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9
5897,Jutaro Nakao,25,1.0,-4,175.26,76.5,179.56,Southpaw,52,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
5898,Jacob Noe,3,0.0,1-0,178.31,92.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5899,Jonatas Novaes,13,5.0,0,180.34,76.5,184.77,Orthodox,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900,Yui Chul Nam,18,8.0,1,175.26,65.25,179.56,Orthodox,41,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3
5901,Daisuke Nakamura,28,1.0,-1,170.18,69.3,174.36,Orthodox,42,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6
5902,Talita Nogueira,6,0.0,-0,177.8,65.25,182.16,Orthodox,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5903,Mats Nilsson,11,4.0,1,185.42,76.5,189.97,Orthodox,39,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3
5904,Kazuhiro Nakamura,21,1.0,-0,180.34,92.25,177.8,Orthodox,43,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
5905,KJ Noons,13,9.0,0,177.8,69.75,177.8,Orthodox,40,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0
5906,Geoff Neal,15,4.0,0,180.34,76.5,190.5,Southpaw,32,5.27,0.51,5.28,0.6,0.59,0.44,0.85,0.1
5907,Jan Nortje,2,0.0,-0,185.42,139.5,189.97,Southpaw,47,3.32,0.51,4.5,0.32,0.0,0.0,0.66,2.9
5908,Chidi Njokuani,22,8.0,0,190.5,83.25,203.2,Orthodox,34,4.28,0.72,2.47,0.52,0.0,0.0,0.75,0.4
5909,Josh Neer,36,1.0,-1,180.34,76.5,182.88,Orthodox,39,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3
5910,Rodrigo Nascimento,9,0.0,-0,187.96,110.7,203.2,Orthodox,30,4.05,0.51,5.22,0.41,2.3,0.41,1.0,1.4
5911,Nina Nunes,11,7.0,0,165.1,56.25,162.56,Orthodox,37,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5
5912,Reza Nasri,0,0.0,-0,180.34,92.25,184.77,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5913,Katsuhiko Nagata,6,0.0,-3,170.18,69.3,174.36,Southpaw,49,1.05,0.19,1.5,0.63,0.98,0.28,0.28,0.0
5914,Nick Nolte,5,0.0,-0,182.88,76.5,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5915,Rinya Nakamura,6,0.0,-0,170.18,60.75,172.72,Southpaw,27,6.18,0.58,0.88,0.72,8.82,0.66,0.0,4.4
5916,Yoshihiro Nakao,9,0.0,-0,182.88,99.0,187.37,Southpaw,50,1.73,0.35,2.06,0.64,2.69,0.46,0.0,0.5
5917,Yuji Nagata,0,0.0,-0,182.88,101.25,187.37,Orthodox,54,1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0
5918,Dustin Neace,25,2.0,-1,175.26,65.25,179.56,Orthodox,36,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7
5919,Pedro Nobre,18,4.0,2,165.1,60.75,169.15,Orthodox,36,1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0
5920,Sage Northcutt,11,2.0,0,182.88,76.5,180.34,Orthodox,26,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
5921,Antonio Rodrigo Nogueira,34,1.0,-1,190.5,108.0,195.58,Orthodox,46,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
5922,Istela Nunes,6,0.0,-0,162.56,51.75,167.64000000000001,Orthodox,30,5.4,0.43,4.01,0.61,0.0,0.0,0.41,0.0
5923,Scott Norton,7,0.0,-0,177.8,76.5,182.16,Orthodox,49,0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0
