,name,wins,losses,draws,height,weight,reach,stance,age,slpm,str. acc.,sapm,str. def,td avg.,td acc.,td def.,sub. avg.
3052,Nate Schroeder,11,1.0,-0,185.42,103.5,189.97,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3053,Gerald Strebendt,9,0.0,-0,175.26,69.75,179.56,Orthodox,43,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4
3054,Takashi Sugiura,1,0.0,-0,180.34,101.25,184.77,Southpaw,52,1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0
3055,Tarec Saffiedine,16,7.0,0,177.8,76.5,177.8,Switch,36,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
3056,Ricky Steele,6,0.0,-0,175.26,60.75,187.96,Orthodox,34,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0
3057,Greg Scott,3,0.0,-0,175.26,65.25,179.56,Orthodox,37.31,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0
3058,Steve Steinbeiss,9,0.0,-0,190.5,83.25,190.5,Orthodox,41,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
3059,Nate Smith,6,0.0,-0,167.64,56.25,175.26,Switch,27,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3
3060,Fabiano Scherner,11,1.0,-0,190.5,115.65,195.18,Orthodox,50,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0
3061,Mike Seal,13,1.0,-1,193.04,83.25,197.78,Orthodox,37.31,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0
3062,Fredy Serrano,3,0.0,-0,160.02,56.25,165.1,Orthodox,43,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0
3063,Jansey Silva,7,0.0,-0,187.96,83.25,170.18,Orthodox,27,0.46,0.4,2.32,0.33,0.0,0.0,0.0,0.0
3064,Sean Strickland,25,4.0,0,185.42,83.25,193.04,Orthodox,31,5.54,0.4,4.01,0.65,1.14,0.61,0.85,0.3
3065,Bruno Souza,10,3.0,0,177.8,65.25,177.8,Orthodox,26,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0
3066,Shunichi Shimizu,30,1.0,-11,165.1,60.75,169.15,Orthodox,37,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0
3067,Samy Schiavo,10,6.0,0,172.72,69.75,176.96,Orthodox,47,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9
3068,Luis Saldana,16,7.0,1,180.34,65.25,185.42000000000002,Orthodox,31,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2
3069,Bruno Silva,22,8.0,0,182.88,83.25,187.96,Orthodox,33,4.31,0.48,4.58,0.44,0.66,0.18,0.71,0.0
3070,Jerrod Sanders,16,3.0,0,172.72,60.75,182.88,Orthodox,43,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
3071,Valentina Shevchenko,23,3.0,0,165.1,56.25,167.64000000000001,Southpaw,34,3.19,0.52,1.9,0.63,2.53,0.64,0.7,0.4
3072,Tommy Speer,21,7.0,0,177.8,76.5,180.34,Orthodox,38,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
3073,Iliarde Santos,30,1.0,-1,165.1,56.25,170.18,Orthodox,42,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0
3074,Daniel Straus,24,7.0,0,170.18,65.25,180.34,Orthodox,38,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
3075,Leandro Silva,20,6.0,1,175.26,69.75,182.88,Orthodox,37,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4
3076,Adam Steele,0,0.0,-0,178.31,76.5,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,Martin Sano,4,0.0,-1,180.34,76.5,190.5,Orthodox,31,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0
3078,Cristina Stanciu,5,0.0,-0,160.02,51.75,163.95,Orthodox,28,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7
3079,Jeremy Stephens,28,1.0,-0,175.26,65.25,180.34,Orthodox,36,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
3080,Nick Serra,7,0.0,-0,175.26,76.5,179.56,Orthodox,44,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0
3081,Kestutis Smirnovas,24,8.0,2,177.8,90.0,182.16,Orthodox,37.31,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6
3082,Shaheen Santana,6,0.0,-0,185.42,69.75,190.5,Orthodox,31,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8
3083,Liudvik Sholinian,9,0.0,-1,177.8,60.75,180.34,Orthodox,32,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0
3084,Shimon Smotritsky,8,0.0,-0,187.96,76.5,187.96,Orthodox,22,3.52,0.34,8.67,0.56,3.52,0.33,0.5,0.0
3085,Felipe Silva,8,0.0,-0,182.88,69.75,195.58,Orthodox,38,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0
3086,Nick Sanzo,1,0.0,-0,175.26,85.5,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3087,Josh Shockley,11,4.0,0,185.42,69.75,189.97,Orthodox,33,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8
3088,Anderson Silva,34,1.0,-0,187.96,83.25,195.58,Southpaw,47,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
3089,Ivan Shtyrkov,15,0.0,1,182.88,92.25,187.96,Orthodox,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,Peter Sobotta,17,7.0,1,182.88,76.5,190.5,Southpaw,35,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
3091,Devonte Smith,11,4.0,0,175.26,69.75,193.04,Orthodox,29,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
3092,Alexander Sarnavskiy,35,6.0,0,180.34,69.75,184.77,Orthodox,33,1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0
3093,Townsend Saunders,0,0.0,-0,165.1,76.5,169.15,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,Erik Silva,9,0.0,-0,175.26,65.25,179.56,Orthodox,35,7.83,0.7,0.0,1.0,9.78,1.0,0.0,0.0
3095,Sam Spengler,9,0.0,-0,180.34,83.25,184.77,Orthodox,37.31,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8
3096,Aji Susilo,6,0.0,-0,177.8,69.75,182.16,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097,Kyosuke Sasaki,3,0.0,-4,170.18,82.35000000000001,174.36,Southpaw,37.31,0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0
3098,Emmanuel Sanchez,15,3.0,0,175.26,65.25,180.34,Orthodox,32,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5
3099,Alex Serdyukov,8,0.0,-0,187.96,76.5,187.96,Orthodox,42,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8
3100,Natalia Silva,13,5.0,1,162.56,56.25,165.1,Southpaw,25,6.4,0.51,2.07,0.69,2.0,0.66,1.0,0.0
3101,Amir Sadollah,6,0.0,-0,177.8,76.5,190.5,Orthodox,42,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3
3102,Lodune Sincaid,15,9.0,0,175.26,83.25,179.56,Orthodox,49,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0
3103,Takenori Sato,19,1.0,-7,177.8,76.5,182.16,Southpaw,37,0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0
3104,Luke Stewart,6,0.0,-0,180.34,76.5,184.77,Orthodox,37.31,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9
3105,Jason Sharp,3,0.0,-0,178.31,92.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3106,Dion Staring,35,1.0,-0,185.42,105.75,189.97,Orthodox,44,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0
3107,Leonardo Silva de Oliveira,12,4.0,0,187.96,83.25,192.57,Orthodox,30,1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0
3108,Thiago Silva,19,6.0,0,187.96,92.25,187.96,Orthodox,40,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7
3109,Bruno Silva,12,5.0,2,162.56,56.25,165.1,Orthodox,32,2.98,0.46,3.23,0.58,2.89,0.31,0.64,0.0
3110,Chris Sanford,5,0.0,-0,180.34,83.25,184.77,Orthodox,54,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5
3111,Tim Sylvia,31,1.0,-0,203.2,119.25,203.2,Orthodox,46,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1
3112,Fabio Silva,1,0.0,-0,180.34,92.25,184.77,Orthodox,40,0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0
3113,Tyler Stinson,30,1.0,-0,190.5,76.5,195.18,Orthodox,36,2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5
3114,Colton Smith,7,0.0,-0,182.88,69.75,180.34,Orthodox,35,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
3115,Ray Seraille,8,0.0,-0,190.5,110.7,195.18,Orthodox,37.31,5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0
3116,Maia Stevenson,6,0.0,-0,162.56,51.75,157.48,Orthodox,40,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
3117,Josh Stansbury,4,0.0,-0,187.96,92.25,187.96,Orthodox,38,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
3118,Marc Stevens,21,1.0,-0,175.26,69.75,179.56,Orthodox,37.31,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0
3119,Jonathan Santa Maria,3,0.0,-0,175.26,56.25,179.56,Orthodox,37.31,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0
3120,Justin Sumter,7,0.0,-0,187.96,83.25,203.2,Southpaw,33,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0
3121,Song Kenan,18,6.0,0,182.88,76.5,180.34,Orthodox,32,4.39,0.46,4.37,0.54,0.0,0.0,0.5,0.0
3122,Chris Solomon,0,0.0,-0,180.34,69.75,184.77,Orthodox,37.31,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0
3123,Ben Sosoli,7,0.0,-0,182.88,119.25,182.88,Southpaw,33,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0
3124,Cody Sons,3,0.0,-0,175.26,92.25,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,Maurice Smith,12,1.0,-0,187.96,99.45,192.57,Orthodox,61,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9
3126,Scott Smith,18,1.0,-0,182.88,83.25,177.8,Orthodox,43,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
3127,Stefan Sekulic,12,4.0,0,182.88,76.5,190.5,Southpaw,30,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5
3128,Brad Scott,11,6.0,0,185.42,76.5,193.04,Orthodox,33,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7
3129,Landon Showalter,11,1.0,-1,182.88,83.25,187.37,Orthodox,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3130,Tom Sauer,25,1.0,-0,185.42,118.35000000000001,189.97,Orthodox,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,Eric Steenberg,5,0.0,-0,178.31,69.75,182.69,Orthodox,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,Austin Springer,12,4.0,0,172.72,65.25,180.34,Orthodox,35,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8
3133,Ivan Salaverry,14,9.0,0,182.88,83.25,187.37,Orthodox,51,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5
3134,Sean Santella,17,6.0,1,165.1,56.25,169.15,Orthodox,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135,Felicia Spencer,9,0.0,-0,167.64,65.25,172.72,Orthodox,32,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
3136,Douglas Silva de Andrade,28,5.0,0,170.18,60.75,172.72,Orthodox,37,3.61,0.39,4.03,0.57,0.68,0.5,0.69,0.2
3137,Masanori Suda,22,1.0,-3,175.26,82.35000000000001,179.56,Orthodox,37.31,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0
3138,Rob Sinclair,13,5.0,0,172.72,69.75,176.96,Orthodox,42,1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0
3139,Cameron Saaiman,6,0.0,-0,172.72,60.75,170.18,Southpaw,22,4.43,0.39,2.95,0.59,1.17,0.33,0.0,1.2
3140,Sumudaerji,16,5.0,0,172.72,56.25,182.88,Southpaw,26,4.83,0.54,2.75,0.62,0.32,1.0,0.66,0.6
3141,Siala Siliga,12,5.0,0,185.42,130.5,189.97,Orthodox,52,1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0
3142,Danilo Suzart,9,0.0,-0,182.88,117.0,187.37,Orthodox,31,4.09,0.55,11.73,0.51,0.0,0.0,0.0,0.0
3143,John Salgado,4,0.0,-1,177.8,76.5,182.16,Orthodox,37.31,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0
3144,Brandon Sene,2,0.0,-0,180.34,92.25,184.77,Orthodox,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,Lumumba Sayers,6,0.0,-0,182.88,83.25,187.37,Orthodox,44,2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5
3146,Chris Spang,6,0.0,-0,187.96,76.5,192.57,Orthodox,35,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9
3147,Edmen Shahbazyan,11,3.0,0,187.96,83.25,187.96,Orthodox,25,3.24,0.5,4.13,0.46,2.71,0.37,0.57,0.5
3148,Damian Stasiak,10,6.0,0,165.1,60.75,177.8,Orthodox,32,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
3149,Yokthai Sithoar,0,0.0,-0,170.18,64.35000000000001,174.36,Orthodox,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,Maria Silva,8,0.0,-0,160.02,51.75,162.56,Orthodox,27,3.0,0.57,1.13,0.62,2.0,1.0,0.55,0.5
3151,Augusto Sakai,15,5.0,1,190.5,119.25,195.58,Orthodox,31,4.73,0.48,4.07,0.48,0.13,0.33,0.54,0.0
3152,Muslim Salikhov,18,3.0,0,180.34,76.5,177.8,Orthodox,38,3.04,0.47,2.56,0.66,1.17,0.35,0.77,0.0
3153,Hector Sandoval,14,4.0,0,157.48,56.25,162.56,Orthodox,36,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
3154,Jeri Sitzes,3,0.0,-0,165.1,56.25,169.15,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,Gokhan Saki,1,0.0,-0,182.88,92.25,185.42000000000002,Orthodox,39,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0
3156,Patrick Smith,20,1.0,-0,187.96,101.25,192.57,Orthodox,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,Oumar Sy,6,0.0,-0,178.31,92.25,182.69,Orthodox,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,Ben Saunders,22,1.0,-2,187.96,76.5,195.58,Orthodox,39,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3
3159,Chael Sonnen,29,1.0,-1,185.42,92.25,185.42000000000002,Southpaw,45,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
3160,Will Santiago,9,0.0,-0,170.18,83.25,174.36,Orthodox,39,1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0
3161,Gennaro Strangis,0,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,Neil Seery,16,1.0,-0,162.56,56.25,162.56,Orthodox,43,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
3163,Matthew Semelsberger,10,4.0,0,185.42,76.5,190.5,Switch,30,4.99,0.43,5.17,0.55,0.99,1.0,0.63,0.2
3164,Jason Saggo,12,4.0,0,180.34,69.75,180.34,Orthodox,37,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0
3165,Chas Skelly,19,3.0,0,180.34,65.25,182.88,Orthodox,37,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
3166,Yuhi Sano,0,0.0,-0,180.34,109.35000000000001,184.77,Orthodox,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,Emiliano Sordi,16,7.0,0,187.96,92.25,192.57,Orthodox,31,4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3
3168,Marilia Santos,10,3.0,0,162.56,56.25,166.55,Orthodox,30,4.4,0.54,4.07,0.53,1.0,1.0,0.66,1.0
3169,Lazar Stojadinovic,12,5.0,0,170.18,65.25,172.72,Southpaw,33,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
3170,Diego Saraiva,22,2.0,-1,167.64,69.75,171.75,Orthodox,40,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7
3171,Chad W. Saunders,7,0.0,-0,177.8,76.5,182.16,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,Sam Stout,20,1.0,-1,175.26,69.75,177.8,Orthodox,38,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
3173,Ovince Saint Preux,26,1.0,-0,190.5,92.25,203.2,Southpaw,39,2.72,0.47,3.09,0.45,1.15,0.38,0.66,0.5
3174,Mackens Semerzier,8,0.0,-0,175.26,65.25,182.88,Orthodox,42,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1
3175,Hans Stringer,22,8.0,3,190.5,92.25,195.18,Orthodox,35,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0
3176,Elias Silverio,13,3.0,0,180.34,69.75,185.42000000000002,Orthodox,36,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
3177,Floyd Sword,12,3.0,0,182.88,83.25,187.37,Orthodox,46,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0
3178,Jay Silva,10,1.0,-1,187.96,83.25,192.57,Southpaw,37.31,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0
3179,Rory Singer,11,9.0,0,187.96,83.25,195.58,Orthodox,46,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
3180,Robert Sanchez,8,0.0,-0,167.64,56.25,167.64000000000001,Orthodox,36,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7
3181,Gilbert Smith,12,6.0,0,175.26,83.25,179.56,Southpaw,41,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2
3182,Chad Sutton,2,0.0,-0,185.42,83.25,189.97,Orthodox,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,Paulo Cesar Silva,2,0.0,-0,226.06,173.25,231.61,Orthodox,59,0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4
3184,Kenneth Seegrist,4,0.0,-0,182.88,83.25,187.37,Orthodox,37.31,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4
3185,Cole Smith,7,0.0,-0,180.34,60.75,170.18,Orthodox,33,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
3186,Jeka Saragih,13,2.0,0,172.72,69.75,175.26,Orthodox,27,2.98,0.56,0.89,0.56,3.63,1.0,0.0,1.2
3187,Roldan Sangcha'an,4,0.0,-0,162.56,56.25,166.55,Orthodox,32,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0
3188,Brian Stann,12,6.0,0,185.42,92.25,187.96,Orthodox,42,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
3189,Tony Sims,12,4.0,0,180.34,69.75,177.8,Southpaw,37,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7
3190,Brandon Shuey,7,0.0,-0,170.18,69.75,174.36,Orthodox,46,0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2
3191,Erick Silva,19,9.0,0,182.88,76.5,187.96,Orthodox,38,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4
3192,Leo Sylvest,10,1.0,-0,180.34,92.25,184.77,Orthodox,49,0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0
3193,Krzysztof Soszynski,26,1.0,-1,185.42,92.25,195.58,Open Stance,45,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0
3194,Ricky Simon,20,3.0,0,167.64,60.75,175.26,Orthodox,30,3.04,0.44,2.95,0.64,6.55,0.52,0.75,0.5
3195,Jesse Sanders,23,7.0,0,182.88,76.5,187.37,Orthodox,37.31,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0
3196,Everett Sims,4,0.0,-0,195.58,117.0,195.58,Southpaw,34,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2
3197,Darrill Schoonover,14,8.0,0,187.96,99.0,192.57,Orthodox,37,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1
3198,Shang Zhifa,32,8.0,0,170.18,56.25,160.02,Orthodox,36,1.27,0.32,1.27,0.6,2.0,1.0,0.0,0.0
3199,Clifford Starks,13,3.0,0,182.88,83.25,198.12,Orthodox,41,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
3200,Rick Story,19,9.0,0,175.26,76.5,180.34,Southpaw,38,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
3201,Andre Santos,38,1.0,-0,182.88,76.5,187.37,Orthodox,37.31,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0
3202,Matt Sayles,8,0.0,-0,170.18,69.75,172.72,Orthodox,28,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7
3203,Scott Shaffer,0,0.0,-0,170.18,65.25,174.36,Orthodox,37.31,2.4,0.67,0.53,0.5,0.0,0.0,0.72,3.0
3204,Henrique Shiguemoto,13,4.0,1,180.34,83.25,182.88,Orthodox,33,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0
3205,Rosi Sexton,13,5.0,0,160.02,60.75,163.95,Orthodox,45,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0
3206,Tetsuya Seki,14,8.0,1,177.8,69.75,182.16,Orthodox,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3207,Mario Sperry,13,4.0,0,187.96,92.25,192.57,Orthodox,56,2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4
3208,Andrei Semenov,34,9.0,2,182.88,83.25,187.37,Orthodox,45,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4
3209,Dennis Siver,23,1.0,-0,167.64,65.25,177.8,Orthodox,43,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3
3210,Ray Steinbeiss,14,7.0,0,180.34,76.5,184.77,Orthodox,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3211,Josh Stuart,1,0.0,-0,175.26,72.0,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3212,George Stork,7,0.0,-0,177.8,83.25,182.16,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3213,Walter Smith-Cotito,4,0.0,-0,172.72,60.75,176.96,Orthodox,37.31,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0
3214,Niklas Stolze,12,6.0,0,185.42,69.75,187.96,Switch,30,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7
3215,Ken Shamrock,28,1.0,-2,185.42,92.25,182.88,Orthodox,58,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5
3216,Bobby Stack,8,0.0,-0,175.26,69.75,179.56,Orthodox,37.31,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0
3217,Ray Sefo,2,0.0,-0,182.88,108.0,187.37,Orthodox,51,0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0
3218,Punahele Soriano,9,0.0,-0,180.34,83.25,182.88,Southpaw,30,3.95,0.47,3.42,0.52,1.02,0.57,0.31,0.0
3219,Georges St-Pierre,26,2.0,0,180.34,83.25,193.04,Orthodox,41,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
3220,Vinicius Salvador,14,4.0,0,170.18,56.25,174.36,Southpaw,26,8.43,0.45,7.15,0.61,0.0,0.0,1.0,0.0
3221,Cory Sandhagen,15,4.0,0,180.34,60.75,177.8,Switch,30,6.15,0.44,4.21,0.56,0.71,0.2,0.63,0.4
3222,Eric Schambari,15,6.0,0,180.34,83.25,184.77,Orthodox,44,1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0
3223,Matt Schnell,16,6.0,0,172.72,56.25,177.8,Orthodox,32,4.34,0.39,4.44,0.57,0.68,0.44,0.5,1.2
3224,Dominique Steele,14,9.0,0,177.8,76.5,187.96,Orthodox,34,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0
3225,Joseph Sandoval,7,0.0,-0,170.18,60.75,174.36,Southpaw,36,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0
3226,Andreas Stahl,10,4.0,0,180.34,76.5,184.77,Orthodox,34,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0
3227,Bobby Sanchez,10,3.0,-0,170.18,69.75,174.36,Orthodox,37.31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3228,Edimilson Souza,15,5.0,0,182.88,65.25,187.96,Orthodox,38,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
3229,George Sullivan,17,7.0,0,182.88,76.5,185.42000000000002,Orthodox,41,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
3230,Rama Supandhi,8,0.0,-0,165.1,56.25,167.64000000000001,Southpaw,31,2.2,0.42,3.53,0.48,1.0,0.11,0.0,0.0
3231,Ron Stallings,14,8.0,0,187.96,76.5,190.5,Southpaw,39,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
3232,Claudio Silva,14,4.0,0,180.34,76.5,180.34,Southpaw,40,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1
3233,Dustin Stoltzfus,14,5.0,0,182.88,83.25,190.5,Orthodox,31,2.96,0.41,3.28,0.46,1.76,0.35,0.46,0.5
3234,Waachiim Spiritwolf,12,1.0,-1,172.72,76.5,176.96,Orthodox,37.31,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
3235,Mitchell Sipe,4,0.0,-0,187.96,110.25,192.57,Orthodox,26,5.5,0.56,9.98,0.46,1.53,0.2,0.0,0.0
3236,Mario Sousa,15,3.0,0,190.5,83.25,200.66,Orthodox,26,2.82,0.5,2.99,0.28,0.52,0.25,0.37,0.5
3237,Brandon Sayles,5,0.0,-0,195.58,119.25,200.38,Orthodox,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,Roman Salazar,10,6.0,0,170.18,60.75,174.36,Orthodox,34,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
3239,Dmitri Stepanov,0,0.0,-0,190.5,97.65,195.18,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,Ron Sparks,8,0.0,-0,195.58,119.25,200.38,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,Gabriel Salinas-Jones,5,0.0,-1,185.42,110.25,189.97,Orthodox,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
